adminCode,adminCode2,Dong,salary_20,salary_30,salary_40,salary_50,salary_60above,salary_male,salary_female,salary_avg,salary_weight1_under2000,salary_weight2_under3000,salary_weight3_under4000,salary_weight4_under5000,salary_weight5_above5000,business_건설업,"business_공공행정,국방및사회보장행정",business_교육서비스업,business_금융및보험업,business_도매및소매,business_방송통신및정보서비스업,business_보건및사회복지서비스업,business_부동산및임대업,business_사업시설관리및사업지원서비스업,business_숙박및음식점업,"business_예술,스포츠및여가관련서비스업",business_운수업,"business_전문,과학및기술서비스업",business_제조업,"business_하수처리,폐기물재활용및환경복원","business_협회및단체,수리및기타개인서비스업",business_total,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_10,sales_20,sales_30,sales_40,sales_50,sales_60above,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_광업,workers_교육 서비스업,workers_금융 및 보험업,"workers_농업, 임업 및 어업",workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전기, 가스, 증기 및 수도사업","workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_하수 처리, 폐기물 재활용 및 환경 복원","workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_total,popLiv_male0,popLiv_male10,popLiv_male20,popLiv_male30,popLiv_male40,popLiv_male50,popLiv_male60,popLiv_male70above,popLiv_male,popLiv_female0,popLiv_female10,popLiv_female20,popLiv_female30,popLiv_female40,popLiv_female50,popLiv_female60,popLiv_female70above,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_0,popReg_10,popReg_20,popReg_30,popReg_40,popReg_50,popReg_60,popReg_70,popReg_80above,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11650520,1122052,서초2동,2995,4514,6610,7008,5469,6580,4836,5825,2,10,13,17,57,157,0,315,176,1142,358,111,303,165,540,62,44,562,77,0,298,4310,6073415508,3849503481,578529912,1537921922,3254688161,1210463030,2870698667,77657345364,1.09E+11,97213600352,67835435661,47587009125,4.02E+11,43347,475748,1146067,1344447,3009609,45,7662,1944,0,1645,3507,0,6441,4493,1083,1655,3982,2910,276,727,189,8238,692,27,1009,46480,46985,1075,1524,3189,5433,5602,3680,1698,1385,23589,1211,1580,3439,5466,4272,2712,1762,1802,22247,33353,51756,60348,42483,27047,2218,2574,3624,5045,4987,3677,2667,1598,662,26610,437,12596,13861,97,6285,6382,4520,3258,1262,91,690,1408,1430,725,176,2191,2054,165,96,14,9900
11650530,1122053,서초3동,2955,4264,6085,6497,4948,6008,4472,5301,3,12,17,19,50,189,6,185,137,1332,423,108,377,200,1024,184,80,2042,98,0,415,6800,10686899081,5107499861,1060975220,1900501356,2787471238,1198341245,6366788906,90397869738,1.28E+11,1.43E+11,1.09E+11,78301538027,5.55E+11,16438,507128,886117,727144,2136827,75,4614,5395,0,2073,4248,0,9325,7141,1001,2386,8053,4886,1674,1020,0,13723,1375,6,2093,69013,63546,1369,2835,4099,6519,6983,5586,2915,2254,32562,1292,2100,4433,6465,5693,4445,2784,2584,29799,43299,68091,85077,57717,32418,1602,2747,5374,5537,4910,5116,3794,2234,1112,32079,339,15274,16841,316,6096,6412,7518,5728,1790,120,914,2352,2568,1160,404,4233,2498,632,132,23,15292
11650531,1122054,서초4동,2810,4443,6060,6805,4862,6438,4760,5680,2,9,12,18,58,37,0,208,50,514,77,219,214,78,536,63,14,599,10,0,174,2793,10752633415,6305857633,426599563,1334529169,8981300194,1106476115,8953118097,2.30E+11,1.64E+11,1.35E+11,1.01E+11,61314350287,7.00E+11,21910,104551,129578,119303,375342,39,2615,15,0,1921,588,0,4689,666,2719,1272,1108,3730,195,116,0,4828,216,0,692,25370,41724,1336,2253,3170,3548,4211,2805,1424,1222,19973,1406,2319,4523,3877,3803,2388,1595,1741,21655,33441,40531,49780,43144,30550,2593,4180,3408,3201,6009,5137,3095,1973,956,30291,259,14836,15508,19,9077,9096,2954,2007,947,50,438,930,939,449,148,2052,728,124,44,6,11850
11650540,1122055,잠원동,2889,4104,6044,6312,5013,5734,4269,5032,5,14,20,20,41,54,0,107,0,391,169,72,136,84,423,60,7,302,74,0,148,2027,3619798451,2440051290,424660678,666977706,2414522934,940204075,2156284992,41955618791,61198164417,77797551242,47861579745,29737465366,2.61E+11,11663,148095,161116,93772,414646,25,1494,18,0,683,359,0,2732,2137,648,791,1308,2187,269,168,0,2279,302,0,534,15909,32951,1197,1702,1921,2668,3556,2617,1286,1004,15954,1159,1872,2987,2855,3253,2285,1516,1616,17547,29665,33724,36193,32223,26398,1714,3391,3315,3238,4900,4745,2932,1460,710,26215,183,12652,13630,231,10436,10667,2446,1614,832,43,394,830,774,324,81,1559,789,37,55,6,9927
11650550,1122056,반포본동,3127,4646,6502,6825,5190,6580,4954,5853,3,9,12,17,59,0,0,95,0,246,0,12,26,0,111,10,0,8,7,0,69,584,847306064,1054993919,106235816,214357166,193163594,1300849715,989132560,4791829198,7148625768,38490013660,22190604608,18233415162,91843620956,2354,22982,43696,23553,92585,4,13,13,0,673,73,0,534,121,62,206,20,335,25,0,0,54,25,0,110,2264,3781,70,246,218,282,403,347,215,144,1928,87,284,377,277,351,255,188,184,2008,2065,4687,4529,3842,283,19,45,29,21,58,54,28,22,7,266,17,135,146,1134,3660,4794,655,308,347,15,79,165,202,139,55,569,63,11,6,6,2362
11650560,1122057,반포1동,3048,4501,6233,6534,5062,6317,4666,5574,3,9,14,19,56,28,0,68,21,351,44,89,108,22,283,37,0,164,6,0,183,1404,2519039755,3149628841,1256290266,1210621320,2924485219,538937669,2185606990,56862333531,71619051571,70558950990,46585815566,33085498877,2.81E+11,15047,202728,233014,165147,615936,22,990,16,0,651,375,0,1786,556,651,521,530,883,192,7,0,1197,99,0,498,8952,32685,1320,1581,2149,3172,3626,2175,1099,854,15980,1327,1538,2796,3288,3191,1841,1379,1305,16668,29479,33049,35896,32317,34547,3063,4064,4162,5373,7165,4803,3269,1847,804,34180,367,16660,17533,478,6526,7004,1645,1030,615,54,326,531,478,197,59,1178,415,24,23,5,11692
11650570,1122058,반포2동,2943,4309,5989,6381,5235,6017,4528,5329,3,12,16,20,50,6,0,71,9,89,5,20,54,0,44,0,0,13,5,0,63,379,493593533,1157713200,40003947,220291540,770881096,922986674,685682282,6676504311,11974339670,35444162511,18118962751,15474382488,88374034013,3257,78283,144533,69576,295649,20,48,195,0,536,100,0,205,67,155,191,64,179,139,0,0,109,12,0,202,2202,16009,1054,1353,612,873,1550,1256,636,481,7817,897,1341,1664,993,1647,1093,723,840,9203,14538,17115,17173,15209,15749,1501,2910,1335,1206,3464,2463,1432,991,450,15645,104,7460,8221,1844,4702,6546,460,248,212,8,57,127,156,90,22,344,71,17,19,9,5847
11650580,1122059,반포3동,2854,4062,5725,6249,5114,5833,4451,5194,4,13,17,21,46,11,0,109,16,315,7,80,85,13,103,14,0,28,0,0,79,860,1914738585,2019314462,240690748,728086610,2408227292,1181245618,2103679926,21676809018,31456112518,65591618832,47073809100,38749219053,2.07E+11,6566,84278,176567,149031,416442,13,295,16,0,596,181,0,1226,188,749,1115,853,619,76,52,5,146,32,0,309,6458,25001,1080,1790,1202,1366,2152,1953,1010,984,11540,1105,1629,2345,1724,2728,2061,1325,1498,14418,21347,24893,28417,25345,23784,1907,3322,2583,2469,4601,4188,2430,1501,784,23723,61,10668,11702,6,7177,7183,958,575,383,10,105,302,319,167,55,716,193,19,27,3,7837
11650581,1122060,반포4동,2888,3951,5257,5695,4746,5202,4062,4656,4,15,21,24,36,25,0,192,29,1835,60,47,87,31,511,44,30,184,82,0,152,3309,9970399691,14482714565,1850401899,1260757304,1565957796,2899333061,11651154483,1.73E+11,1.66E+11,2.10E+11,1.45E+11,1.07E+11,8.13E+11,21342,600838,1399858,1033128,3055166,32,1229,262,0,1753,660,0,6858,1104,4428,665,993,4481,637,1829,0,1711,200,56,907,27773,44109,2116,2548,2079,2833,3684,2980,1674,1526,19442,1834,2325,3819,3986,4767,3513,2541,2533,25321,33602,43251,56612,42971,19448,1586,2322,2113,2421,3675,3113,2292,1329,599,18741,707,8847,9991,118,3834,3952,3579,1941,1638,49,502,1004,1127,643,254,2622,838,74,35,10,7046
11650590,1122061,방배본동,2933,3901,4957,5325,4436,4929,3982,4478,5,16,22,24,33,56,0,75,0,438,46,15,61,17,284,44,7,103,16,0,167,1329,2514569794,2936461566,345144280,453726099,1033512674,669777418,1072637978,18745236129,38143895761,60553138031,45224457024,34595767989,1.98E+11,2604,76945,83253,56674,219476,23,497,44,0,339,193,0,1740,982,239,538,2509,1025,182,104,0,1578,129,0,441,10540,17649,632,1129,813,971,1646,1297,732,796,8018,664,1229,1748,1248,1853,1436,1012,1152,10345,18759,17434,16752,17652,20711,1253,2841,2506,2262,3791,3528,2364,1380,788,20543,168,9556,11121,314,3500,3814,1669,1043,626,40,272,508,542,240,67,1215,385,20,44,5,8191
11650600,1122062,방배1동,2911,4062,5547,6068,5057,5630,4327,5039,4,13,18,21,45,86,0,71,0,401,76,57,83,23,258,67,0,154,27,0,128,1431,2779434145,2665662001,414669930,1072116461,2054889296,742941649,3897239134,39610677981,45312298278,58380576564,47479668826,40268700590,2.35E+11,5955,188931,234628,207373,636887,21,3339,24,0,431,235,0,2165,693,315,374,1316,992,186,33,0,1622,236,0,553,12514,20387,817,980,1352,1587,1708,1278,910,841,9476,791,974,1833,1957,1711,1445,1133,1225,11073,17705,20031,22838,20975,16830,988,1342,2293,2761,2804,2472,2152,1362,657,16680,150,7836,8891,399,1952,2351,1756,1169,587,22,258,551,581,265,79,1121,544,52,37,2,7371
11650610,1122063,방배2동,3017,4043,5510,5997,4791,5557,4233,4923,4,14,18,23,41,92,0,45,37,384,51,42,83,31,320,34,5,100,43,0,133,1400,4423751353,3044136280,136596666,2146576193,689451727,367671305,1506564706,39746214813,52638465053,55224490311,45650800808,33471443674,2.28E+11,8211,95714,106623,82007,292555,36,4097,544,0,552,1467,0,2717,994,356,356,1281,1629,104,1267,0,790,157,0,1165,17476,21488,647,832,1453,1778,1831,1522,1110,939,10115,683,870,1572,1810,1718,1693,1413,1516,11278,18664,20563,23066,23659,18436,1022,1506,2382,2744,2843,2890,2717,1620,717,18325,111,8625,9843,776,2125,2901,1976,1316,660,37,275,534,700,347,83,1341,526,46,56,7,6250
11650620,1122064,방배3동,2944,4056,5149,5497,4571,5105,4097,4631,6,14,21,23,36,51,0,54,7,271,29,20,48,5,69,5,6,49,15,0,105,734,781339093,1306562326,33042844,526054125,528155115,322473896,651267853,7948781240,12478456324,19104068406,16974816414,16545179222,73702569459,8142,232485,303114,217369,761110,47,2385,116,0,611,298,5,1978,1111,745,496,943,430,47,325,5,806,130,0,641,11072,17705,542,956,1122,1207,1340,1387,950,791,8298,681,1051,1651,1282,1465,1437,1126,1234,9929,20021,19229,15382,16188,17194,1156,1730,1961,2146,2706,2812,2548,1457,680,17082,112,8360,9030,326,4384,4710,1184,796,388,15,142,283,418,257,69,721,339,68,48,8,7073
11650621,1122065,방배4동,2929,3806,4719,4908,4109,4547,3779,4198,6,17,25,26,26,118,0,88,27,523,61,89,115,8,259,35,0,177,74,0,208,1782,2291326326,2736887508,487257489,1303618877,2803279459,1073553647,1518090923,27748885427,49845016039,71237084993,52763270767,52804590831,2.56E+11,6343,111592,115466,70155,303556,26,2239,25,0,854,537,0,2508,1613,804,546,1839,720,138,119,0,1275,437,0,529,14183,26881,939,1419,1470,1837,2262,1879,1231,1106,12147,932,1538,2396,2243,2613,2199,1570,1804,15298,26068,26541,27306,27611,23339,1385,2743,2912,3170,4309,3797,2516,1628,882,23019,320,10518,12585,463,3778,4241,2403,1638,765,42,315,725,819,379,123,1602,672,70,55,4,7902
11650651,1122066,양재1동,2821,3946,5061,5685,4485,5073,4005,4580,6,16,21,22,36,194,0,113,14,825,206,100,140,70,493,64,5,410,70,0,242,2946,5329024274,4186708256,446463505,1734562246,2280341483,596278990,1973241361,46142124789,82510786000,92128732597,64491135026,54491731508,3.42E+11,22418,569553,787098,741279,2120348,70,7687,203,0,1565,525,0,4897,2851,1031,853,4728,2099,366,204,15,6944,631,56,1108,35763,54303,3577,2290,2988,5076,5791,3930,2249,1825,27729,2529,2058,3426,4583,4633,3483,2826,2991,26531,46328,57385,62446,51053,42671,2934,4448,4872,6211,7241,6444,5886,3209,1436,42328,343,20285,22223,516,10799,11315,3707,2634,1073,51,454,1120,1253,639,190,2090,1388,118,97,14,21321
11650652,1122067,양재2동,2759,3636,4750,5076,4547,4455,3616,4024,7,21,29,20,23,367,0,32,40,2157,197,17,164,89,614,90,110,485,111,0,285,4758,4600140561,4405219561,1472824249,1613502712,1061122657,340982955,1443565718,35310609453,75131987726,88882509987,71878394525,54941863934,3.28E+11,9221,214051,281599,202077,706948,47,4157,48,0,603,1221,0,11255,3208,305,981,5090,2565,322,763,10,14315,1010,8,1167,47028,37819,1040,1013,2557,4632,4769,3512,1859,1109,20494,1063,1156,2095,3543,3134,2522,1847,1476,16841,27421,42294,47924,33638,21713,1107,1481,3270,4217,3562,3365,2767,1392,553,21489,224,10804,10732,386,909,1295,5332,3934,1398,75,594,1749,1900,816,198,3010,2143,119,53,7,12855
11650660,1122068,내곡동,2893,3909,5250,5812,4892,5109,4012,4567,6,17,24,20,33,21,0,0,5,263,0,6,15,0,44,0,0,6,9,0,8,377,613440122,366163130,213161498,201670617,301995130,101596117,72644244,2890968466,8341592813,9888638509,9008114690,8776449760,38978408482,3770,88388,127616,61205,280979,60,965,875,0,211,18,0,819,19,466,184,908,259,23,599,0,164,57,0,104,5671,24771,1955,783,1659,1714,2500,1988,1246,937,12786,1867,773,1177,1817,2065,1596,1380,1454,12132,22470,27219,26495,22900,17365,1578,1455,1736,2294,3042,2410,2620,1518,714,17308,57,8431,9015,593,4732,5325,644,471,173,7,51,149,265,131,41,472,128,23,13,8,8312
11680510,1123051,신사동_강,2915,4461,6297,6869,5282,6284,4703,5558,3,13,14,17,53,73,0,233,29,1267,214,335,192,75,849,78,29,656,261,0,279,4570,11855764163,11086211000,946884856,2256833453,11843440264,2219220402,11728524233,2.91E+11,2.70E+11,2.06E+11,1.40E+11,76647116457,9.96E+11,15606,161198,299328,282846,758978,16,897,59,0,1315,294,0,6521,2091,3312,930,1272,4497,394,359,0,4005,1747,0,1122,28815,37366,703,1470,2706,3595,3771,2687,1334,1230,17499,585,1649,3666,4222,3403,2312,1589,1579,19008,22675,35264,52117,39407,15787,852,1557,2060,2129,2590,2551,1808,1422,818,15545,242,7325,8461,343,3582,3925,3098,1860,4958,122,1286,1840,1130,460,120,3382,1507,36,27,6,7876
11680521,1123052,논현1동,2966,4214,5897,6526,5356,5942,4518,5255,4,13,18,19,46,149,0,84,56,1432,451,182,308,153,786,129,22,887,133,0,359,5131,9066424900,11613648874,1697612736,2513368400,7917289996,652438649,5353815990,2.01E+11,2.42E+11,1.67E+11,1.27E+11,90731688473,8.33E+11,40520,356810,741569,927024,2065923,18,2277,25,0,725,1618,0,8562,4848,2263,1079,4216,3989,623,149,0,6395,1000,89,1545,39403,44155,527,734,4068,5789,5065,2895,1453,1129,21664,455,902,3509,5880,3577,2326,1536,1589,19777,35353,44887,53587,42794,22023,585,848,4419,5422,3774,2782,2191,1370,636,21340,683,10158,11416,854,1800,2654,5770,4098,1672,166,1223,2015,1501,692,173,3338,2273,98,57,4,10529
11680531,1123053,논현2동,2929,4228,5886,6711,5324,5962,4489,5331,3,14,17,19,48,199,0,89,81,1283,485,155,311,152,911,94,140,1049,141,0,302,5392,8835583385,5566880927,2022753288,1594394074,3924400082,877098105,2784679446,1.12E+11,1.85E+11,1.33E+11,83616094436,64121622935,5.80E+11,13808,246229,586954,741951,1588942,26,6202,596,0,1315,1136,0,11779,6172,1618,2210,6293,4537,597,1336,0,10759,1469,0,2230,58249,44603,1038,1040,3230,5806,5602,3290,1454,1203,22667,817,911,2728,5732,3885,2327,1503,1746,19653,31265,46529,60314,40305,20811,950,1234,3245,4236,3760,2998,2242,1477,671,20477,334,9631,10924,616,2852,3468,5731,4067,1664,116,1121,1957,1661,685,191,3059,2434,173,58,7,10295
11680545,1123077,압구정동,2929,4117,5802,6321,4781,5642,4333,5006,4,13,20,20,43,50,0,262,73,1248,151,321,194,56,755,84,11,367,118,0,399,4089,8900151568,12604245245,1409372943,2730438880,10063953742,2736908491,7543289987,1.99E+11,2.72E+11,2.23E+11,1.50E+11,1.22E+11,9.73E+11,26880,297783,828790,902506,2055959,24,541,17,0,2030,1219,0,7876,1610,3142,1248,787,4669,430,69,0,4189,1236,0,2510,31573,44114,1370,1778,2789,3837,4205,2975,1581,1492,20030,1424,2006,4079,4670,4164,2730,1900,2426,23401,31523,42633,57673,44628,25805,1827,2699,2813,2867,4336,4304,3165,2486,1316,25651,154,11900,13863,170,7842,8012,4360,2690,1670,82,939,1546,1138,485,170,2888,1380,42,42,8,12272
11680565,1123078,청담동,3045,4701,6989,7370,5604,7257,5374,6447,2,8,7,16,67,94,0,132,52,1196,164,215,352,69,621,64,19,518,165,0,403,4064,8047767371,11279094164,1724794511,3920575760,6651729514,1115768319,3513740538,1.34E+11,2.49E+11,1.99E+11,1.42E+11,1.05E+11,8.32E+11,13742,117860,139247,92733,363582,24,3353,50,0,1282,1181,0,8131,2576,2710,1724,1331,4643,640,183,0,4734,2512,299,2855,38204,42769,1289,1450,2582,4067,4424,3121,1803,1247,19988,1106,1263,3079,5079,4138,2979,2086,1875,21607,30867,45344,54470,40394,25392,1772,2284,3393,3830,4594,4028,2961,1755,780,25144,248,11791,13429,361,7322,7683,4597,2769,1828,102,966,1582,1229,543,175,2895,1564,78,54,6,11850
11680580,1123058,삼성1동,2926,4153,6235,6800,5404,6457,4715,5709,3,10,13,17,57,92,0,68,96,1256,238,79,214,136,634,65,55,420,54,0,188,3595,10390658764,18101903518,1425311026,2996721832,2940529691,702025938,7996132959,1.88E+11,2.62E+11,2.16E+11,1.34E+11,81820933192,8.90E+11,21410,315151,692608,718135,1747304,33,2455,890,0,1294,2688,5,15643,8941,1080,1460,4417,5218,1188,743,8,7827,699,15,1536,56107,41622,636,1372,2932,4963,5201,3094,1430,855,20486,865,1489,3315,5084,3846,2475,1523,1260,19861,17819,43689,68863,36117,12662,711,1197,1637,1817,2048,2121,1682,997,455,12432,230,6178,6378,217,3111,3328,4292,3057,1235,59,536,1351,1493,679,174,1900,2180,131,70,11,8378
11680590,1123059,삼성2동,2784,3738,5177,5717,4428,5131,3904,4513,6,17,22,22,33,105,0,95,142,750,277,72,309,98,462,64,23,492,59,0,235,3183,4512433247,5094478138,695491065,1454534753,2225484702,1030915205,1786101148,59004474441,1.04E+11,1.00E+11,63844754164,42002314664,3.71E+11,12320,221997,350359,346487,931163,24,1091,2091,0,942,3063,0,5284,4329,965,1744,2768,2842,372,440,0,5637,461,34,944,33007,41007,1328,2107,2494,4335,4748,3011,1311,1065,20403,1038,1512,2787,4376,4292,2564,1578,1775,19925,34977,44046,48320,36686,30928,2091,3631,3811,4844,6291,4923,2629,1873,840,30682,246,14771,16013,370,6887,7257,3872,2728,1144,76,690,1223,1208,508,167,1988,1688,103,81,12,12080
11680600,1123060,대치1동,2878,3776,4862,5216,4468,4575,3649,4116,7,21,27,21,24,10,0,271,17,140,0,84,77,0,149,24,0,5,0,0,86,863,2497717911,1573471130,476073132,956223142,2938164846,6299156090,8534426725,24514818970,29911788509,1.63E+11,99303565663,46408764811,3.71E+11,5787,80641,157562,136029,380019,16,91,159,0,2843,392,0,461,6,618,353,11,963,146,13,0,476,27,0,386,6945,28021,1398,4341,1019,877,2312,1747,830,853,13380,1122,3458,4079,1231,3384,1906,1182,1247,17612,27140,26138,28957,29850,23805,1566,5292,2286,1364,5279,4142,2129,1251,497,23764,41,11993,11896,5,6868,6873,1013,583,430,22,119,289,410,144,29,777,182,24,24,6,14360
11680610,1123079,대치2동,2943,4119,5889,6356,4762,5773,4340,5094,4,13,19,20,44,72,0,348,120,878,164,90,242,65,562,61,19,251,46,0,249,3167,5432888565,8007486422,914297192,926508308,2242472764,5865343580,5649119432,53742154048,92670055084,2.19E+11,1.39E+11,82007079528,5.93E+11,20165,368814,1064052,1092736,2545767,32,3017,162,0,2702,3045,0,13136,2546,873,1821,4917,2953,312,285,347,8423,892,0,892,46323,47733,1414,5010,2562,4111,4921,3420,1859,1453,24753,1079,3054,4428,3772,4700,3040,2069,2051,24195,33765,49975,62209,44983,37038,2036,6281,4109,3336,6908,6552,4491,2520,809,36880,158,18757,18366,127,9998,10125,3579,2341,1238,68,469,1034,1255,617,136,2099,1293,113,67,7,15069
11680630,1123063,대치4동,3023,4350,6025,6608,5294,6059,4529,5367,3,11,17,19,51,23,0,472,81,769,150,99,191,42,652,86,7,250,25,0,252,3099,8626978681,5052906265,682667798,2451276554,2557658457,8449596009,12674253135,85081875409,1.15E+11,2.62E+11,1.48E+11,66986095946,6.90E+11,20128,304682,801984,889159,2015953,16,531,91,0,2396,2552,0,7049,2233,895,2131,1143,3022,322,139,280,4210,221,195,950,28360,37492,979,3456,2288,3177,3742,2671,1039,772,18127,1090,3819,5157,3118,3724,2346,1266,1150,21672,26545,36753,47754,38918,19237,615,2286,3186,3154,3671,3340,1582,982,422,18956,281,9203,10175,464,1985,2449,3756,2513,1243,95,649,1296,1109,471,136,2478,1124,95,55,4,10306
11680640,1123064,역삼1동,3073,4538,6555,7148,5794,6771,4950,5951,2,10,12,18,58,308,0,479,475,3054,1263,343,1032,398,2478,268,82,2481,160,0,853,13674,32240606460,19698893023,2793027588,7353162637,14487982299,3671066132,24555192867,5.87E+11,5.30E+11,3.76E+11,2.85E+11,1.71E+11,1.97E+12,69761,668057,1494293,1578267,3810378,44,9452,752,0,3463,12026,0,22289,14797,5448,6306,12464,14405,1064,1158,263,36901,1371,85,4903,147147,105746,882,1850,10669,15927,13018,7571,3299,2154,55375,899,1960,7924,13974,8143,4719,3188,2703,43513,66304,109988,147730,98962,35409,862,1341,7368,10054,6186,4211,3008,1607,774,34328,1081,16845,17809,1217,2678,3895,15116,11039,4077,364,2791,5127,4383,1900,551,7576,6736,636,153,15,21372
11680650,1123065,역삼2동,2750,3866,5303,5737,4801,5363,4123,4791,5,15,19,22,40,96,0,108,102,797,246,84,317,84,477,80,31,466,46,0,175,3109,3923936518,4062844933,1433489681,1088812304,2387490538,1248202494,2636244581,55509119158,90714838152,97987234995,61189630362,41831017895,3.50E+11,10270,145464,185891,143741,485366,26,2452,63,0,1155,3638,0,5879,3224,1149,2665,4870,1991,335,549,0,4910,1024,0,908,34812,55741,2155,3274,3381,5046,6145,3923,1582,1381,26890,2019,3835,5761,5117,6002,3223,1919,2039,29919,49201,58909,63866,50988,37321,2371,5820,4589,4754,8660,5798,2687,1861,783,36989,332,17333,19683,297,8691,8988,3489,2500,989,69,528,1135,1120,499,138,1758,1563,119,43,6,15305
11680655,1123066,도곡1동,2762,3818,5287,5823,4684,5349,4103,4783,4,12,20,22,41,49,0,81,18,368,96,69,116,13,211,21,10,143,11,0,103,1309,1945098532,2039397429,290886673,482809182,3730286607,676890514,1619345594,27251270686,46347547874,58205929667,48052860583,50893998973,2.32E+11,8712,182215,258939,217176,667042,23,1347,0,0,692,315,0,2425,1581,2820,704,313,988,295,105,0,3592,144,0,483,15804,35699,1713,1810,1843,2533,3152,2559,1561,1360,16533,1619,2152,3167,3029,3409,2600,2014,2098,20093,36288,37906,35872,32731,20914,1492,2407,2574,2888,3698,3376,2566,1330,585,20776,138,10041,11171,129,5802,5931,1656,1158,498,38,232,485,565,268,68,995,564,40,54,3,8974
11680656,1123067,도곡2동,2876,3727,4847,5203,4493,4860,3883,4411,6,16,24,24,31,86,0,93,31,521,137,39,123,22,284,38,10,200,52,0,110,1746,3016825943,2138486444,744025513,1070405822,1625231411,933795404,1366164716,24450099933,47278287312,74524958180,54523348739,44477089501,2.47E+11,6395,221291,332277,260283,820246,20,2158,84,0,963,837,0,5230,3485,348,766,2501,1500,276,232,131,2132,230,7,416,21296,29515,1567,2078,1169,1451,2725,2186,1106,1080,13366,1362,2448,3262,1977,3226,2303,1567,1699,17848,29617,30985,30048,27409,32768,2474,4808,3577,3108,6105,5619,3645,2368,1067,32670,98,15238,17569,45,9727,9772,1970,1333,637,43,225,632,687,317,66,1041,842,42,40,5,13615
11680660,1123068,개포1동,2517,3756,4736,5163,4061,4726,3713,4261,9,17,24,21,30,19,0,15,0,79,0,0,40,0,14,0,5,0,0,0,58,230,48472354,400247558,12024540,33363515,121778958,35573524,70051471,848433164,1654393968,3131730466,4068015240,4159174820,13931799129,1094,43133,54515,18844,117586,18,116,21,0,218,32,0,212,0,53,236,0,54,0,474,0,0,0,0,94,1510,8743,343,496,353,562,802,699,470,408,4136,395,529,696,619,884,657,579,604,4967,9341,9401,7918,8314,6912,434,702,694,682,1054,1085,1178,759,326,6892,20,3342,3548,7,1499,1506,490,312,178,9,35,82,168,162,34,436,28,4,17,5,3599
11680670,1123080,개포2동,3040,4354,5865,6483,5284,6068,4624,5413,3,9,15,20,54,6,0,101,7,156,5,25,67,5,134,25,0,26,7,0,112,676,996108584,695295566,88668522,130032229,603405885,789342254,1163850444,6248105096,9244480093,29200222895,24022498133,15281826886,85160983547,4064,143534,159738,76731,384067,31,28,15,0,1171,72,0,546,26,206,392,18,462,71,25,0,117,14,0,261,3424,25102,1093,2161,1194,1264,2091,1809,1181,1056,11854,841,1782,2405,1641,2454,2016,1519,1865,14528,25595,26904,24269,23643,34192,3056,4467,3856,4297,6300,5711,3905,1989,613,34097,95,13734,14530,62,6681,6743,902,512,390,17,116,215,319,194,41,751,82,13,43,13,9948
11680690,1123071,개포4동,2902,3687,4669,4901,4095,4547,3757,4166,6,19,23,26,26,213,0,64,0,820,73,25,73,20,200,59,5,246,56,0,153,2007,1371496816,1994774596,216063712,641420709,941498946,292587075,1373578540,13788470511,27702974913,41971540842,32239982450,21652471318,1.39E+11,1758,72594,77275,39127,190754,29,2468,74,0,547,49,0,3328,385,681,375,322,621,249,94,0,1585,254,65,582,11679,15851,524,754,901,1288,1361,1339,810,562,7543,597,882,1269,1289,1398,1359,1009,857,8665,16748,16546,15354,14757,23614,1599,2234,3039,3667,3866,3978,3156,1493,585,23434,180,11370,12208,258,3451,3709,2403,1767,636,29,295,803,869,354,53,1520,795,36,45,7,8563
11680700,1123076,세곡동,2944,4067,5396,5914,4555,5350,4213,4825,3,13,20,21,43,0,0,26,6,127,0,43,36,0,69,0,13,0,0,0,35,355,1301478497,1710949661,233181190,468270717,994944382,596474668,638918412,11581658818,31994523742,40046502198,23832440244,17578312618,1.26E+11,10702,206099,167860,76460,461121,64,42,40,0,340,35,0,773,0,593,147,47,277,37,505,0,35,138,9,120,3138,45469,4021,2791,1784,2564,3656,2631,1903,1661,21014,4064,2880,3889,3160,4063,2838,2421,2861,26179,50243,46068,40635,44932,43960,3256,5028,5328,6275,7888,6266,5334,2923,1674,43784,176,20429,22864,758,11467,12225,897,597,300,15,165,240,265,171,41,711,130,18,25,13,18782
