adminCode,adminCode2,Dong,salary_20,salary_30,salary_40,salary_50,salary_60above,salary_male,salary_female,salary_avg,salary_weight1_under2000,salary_weight2_under3000,salary_weight3_under4000,salary_weight4_under5000,salary_weight5_above5000,business_건설업,"business_공공행정,국방및사회보장행정",business_교육서비스업,business_금융및보험업,business_도매및소매,business_방송통신및정보서비스업,business_보건및사회복지서비스업,business_부동산및임대업,business_사업시설관리및사업지원서비스업,business_숙박및음식점업,"business_예술,스포츠및여가관련서비스업",business_운수업,"business_전문,과학및기술서비스업",business_제조업,"business_하수처리,폐기물재활용및환경복원","business_협회및단체,수리및기타개인서비스업",business_total,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_10,sales_20,sales_30,sales_40,sales_50,sales_60above,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_광업,workers_교육 서비스업,workers_금융 및 보험업,"workers_농업, 임업 및 어업",workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전기, 가스, 증기 및 수도사업","workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_하수 처리, 폐기물 재활용 및 환경 복원","workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_total,popLiv_male0,popLiv_male10,popLiv_male20,popLiv_male30,popLiv_male40,popLiv_male50,popLiv_male60,popLiv_male70above,popLiv_male,popLiv_female0,popLiv_female10,popLiv_female20,popLiv_female30,popLiv_female40,popLiv_female50,popLiv_female60,popLiv_female70above,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_0,popReg_10,popReg_20,popReg_30,popReg_40,popReg_50,popReg_60,popReg_70,popReg_80above,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11260630,1107065,묵2동,2366,3228,3930,4073,3429,3849,3130,3513,12,24,33,17,14,21,0,13,0,341,0,18,15,5,222,19,0,6,126,0,150,936,1152683331,2012699310,203621861,456171485,788035032,157752522,778661068,14428328635,22623374062,26461393226,28879125143,24350318582,1.18E+11,15030,188044,127771,66680,397525,19,245,45,0,342,27,0,936,44,250,106,193,531,63,14,0,37,710,0,388,3931,18750,698,677,1156,1390,1453,1452,975,948,8751,542,652,1360,1522,1479,1691,1368,1341,9958,20636,17967,16755,19643,18653,862,1095,2583,2772,2721,3160,3051,1627,785,18398,255,9014,9392,996,1652,2648,1775,1248,527,35,204,438,690,339,69,1592,121,9,46,7,5601
11260655,1107073,망우본동,2310,3174,3993,4016,3368,3811,3136,3498,12,24,33,18,13,58,0,24,15,668,0,52,34,8,456,59,30,14,314,0,227,1959,2888539666,3690805721,571974715,690927665,2763385731,230637913,2036452497,33616842544,48026371813,61114750631,74686520476,57701865837,2.77E+11,17397,216914,222028,127651,583990,56,445,99,0,972,291,0,1982,54,1346,224,178,1137,307,954,0,94,1698,69,565,10415,39092,1373,1462,2109,2948,3084,2849,2333,1864,18026,1425,1679,2754,3391,3105,3463,2792,2731,21345,40082,38683,37767,39834,36008,2477,2132,4702,5938,4950,5641,5858,2828,1488,35594,414,17544,17941,1822,3446,5268,2890,1965,925,52,285,703,1115,604,131,2564,202,46,67,11,10105
11260660,1107068,망우3동,2181,3109,3653,3660,3143,3548,2944,3262,14,26,36,16,8,32,0,25,0,172,0,9,6,0,112,0,0,0,221,0,86,663,724685485,878275156,254500756,190503108,273613686,113898025,582061898,6943149751,10717640750,16053090630,15088370186,8652558729,58036871944,6290,62155,43256,22892,134593,11,125,18,0,306,17,0,377,6,196,30,98,212,24,353,0,0,1188,0,154,3104,11835,388,425,722,755,790,1000,820,696,5600,342,494,830,798,740,1134,906,1089,6336,14027,11944,9994,11376,16243,652,956,2177,2049,2053,3135,2949,1526,748,15876,367,8050,7892,1348,61,1409,1089,705,384,20,101,280,420,219,49,1009,43,4,29,4,5203
11260680,1107069,신내1동,2355,3405,4305,4453,3673,4191,3420,3841,10,21,27,20,22,27,0,93,0,279,0,34,19,0,207,28,18,0,64,0,141,910,2775496863,1434865684,244651747,840021719,1743068782,884278059,3194707120,24354278540,35311047546,57856346290,44804531719,34286281701,2.00E+11,19902,341511,223534,108509,693456,48,319,381,0,477,69,0,932,104,2079,180,92,676,92,1508,0,48,270,73,371,7671,34389,1980,1610,1777,2097,2706,2428,1886,1475,15963,1968,1713,2573,2528,2658,2846,2227,2633,19148,36567,34086,31854,35050,38419,2519,3890,4418,4652,5845,6227,6125,3064,1688,38265,154,18386,19684,436,11411,11847,1777,1234,543,31,207,468,661,349,61,1528,143,31,69,6,12801
11260690,1107070,신내2동,2301,3385,4413,4593,3663,4327,3417,3908,9,20,27,22,22,6,0,92,0,213,5,52,39,6,117,16,5,22,6,0,103,682,1251103343,874845546,215964497,340989135,1541136322,839882254,1480992712,12031608178,24428161916,46788182169,31552457282,18234469423,1.35E+11,6552,92421,109054,96024,304051,21,17,1831,0,705,38,0,551,55,600,192,78,424,50,46,0,55,22,0,263,4927,17292,612,895,850,1159,1186,1189,1030,1025,7950,624,796,1263,1245,1363,1560,1303,1467,9624,19256,17217,15678,17018,20036,1055,1558,2180,2762,2928,3383,3414,1778,986,19952,84,9545,10540,9,8425,8434,1143,720,423,18,135,317,425,212,36,989,94,11,34,15,6917
11290525,1108081,성북동,2451,3492,4525,4810,3966,4405,3635,4037,8,21,26,22,22,7,0,44,0,191,26,24,28,0,168,5,0,19,17,0,110,639,1533684584,1495452599,55343376,92946040,266394161,79263586,500813396,8915101815,16194899059,24096023910,19388953143,15716172106,84811963429,12050,141023,158307,106631,418011,50,159,40,0,749,110,0,731,427,247,97,440,846,106,30,0,285,92,0,442,4801,20877,722,1170,1335,1492,1527,1458,1000,839,9548,512,912,1722,1726,1769,1838,1352,1574,11408,21221,21384,20241,20661,16809,704,1141,2816,2619,2410,2798,2178,1233,917,16184,625,7580,8724,2391,630,3021,1077,650,427,25,136,296,336,190,94,798,168,48,53,10,4813
11290555,1108082,삼선동,2438,3427,4613,4873,3745,4479,3545,4033,9,20,27,20,25,6,0,84,16,430,0,59,40,15,397,62,0,59,63,0,182,1413,3168810418,4329607774,482567951,563486731,2721767362,1125153018,3804135983,48780421107,53901154875,85723577951,71565741515,54493022262,3.18E+11,31006,519183,680436,478136,1708761,40,158,1950,0,1717,199,0,1445,65,615,152,579,977,177,31,0,274,306,6,393,9044,26175,658,1228,2297,1881,1926,1806,1032,899,11729,742,1402,3268,2158,2071,1989,1260,1668,14562,25154,25717,26466,27363,23101,867,1793,4635,3211,3167,3795,2827,1701,1110,22473,628,10676,11847,2002,2897,4899,1889,1142,747,46,255,533,607,340,108,1592,179,51,53,14,5748
11290575,1108083,동선동,2459,3317,4393,4426,3375,4051,3209,3605,13,23,30,18,16,20,0,117,0,392,20,56,67,0,555,53,0,5,24,0,242,1551,6041729861,3327042058,1135304819,1282460098,1723772028,908696040,11894988471,1.24E+11,69548622916,72816087070,51474937556,23369682777,3.53E+11,23349,111746,190045,214320,539460,18,521,26,0,2770,88,0,1240,400,511,183,491,1908,201,143,0,147,188,0,664,9481,25300,670,1150,2468,1804,1487,1420,821,783,10606,745,1830,4771,1864,1823,1608,1026,1344,15014,23669,24578,26518,26436,15954,432,1034,5185,2554,1842,1900,1450,952,607,15079,875,6371,8914,1129,1086,2215,1899,1144,755,73,366,522,548,284,106,1620,190,40,41,8,3442
11290580,1108058,돈암1동,2413,3557,4707,4802,3761,4533,3626,4107,8,20,25,21,27,0,0,24,0,54,0,6,5,0,19,0,0,0,0,0,28,136,370726731,181644293,64526461,96850960,416839121,556703820,298055437,2523412781,5390430363,15717970381,8404312043,7502646192,39836827197,14942,128321,144875,123606,411744,10,23,14,0,596,7,0,142,0,161,121,0,95,18,5,0,5,58,0,96,1341,13040,519,747,615,752,848,946,712,716,5859,493,794,1249,858,986,1078,906,1266,7632,15107,12929,11011,13112,14489,711,1136,1900,1917,1898,2631,2283,1280,734,14385,104,6740,7679,164,5341,5505,387,246,141,6,40,101,127,87,26,327,21,10,26,3,4198
11290590,1108059,돈암2동,2572,3778,5115,5393,4008,5112,3946,4577,6,14,23,22,36,5,0,45,5,47,0,12,23,0,28,5,0,0,0,0,47,217,77566689,242665623,2303960,41421346,149957896,162348638,85213517,932180560,2964413193,5670639127,3099065527,2781308540,15532820464,3272,80367,60483,22090,166212,29,9,62,0,385,55,0,153,34,145,200,603,76,37,0,0,19,0,0,146,1924,14110,798,854,646,772,1019,972,650,562,6277,689,858,1226,1029,1295,1265,898,1073,8337,17618,13781,10665,14378,23565,1725,2633,2765,2783,4020,4278,2909,1501,952,23460,105,11138,12438,47,7791,7838,369,202,167,4,43,112,121,76,13,313,18,18,18,2,7634
11290600,1108060,안암동,2528,3269,4257,4459,3633,3961,3213,3604,12,24,32,17,15,11,0,26,0,250,11,11,12,21,391,46,0,46,57,0,101,983,4627271504,2861537243,91366339,996422189,773486955,122176450,9353886732,1.05E+11,35887860283,29935290364,32704298707,17263677680,2.30E+11,9471,131528,268980,180027,590006,32,221,14,0,4411,70,0,1208,269,2607,116,257,1635,142,49,0,339,361,0,436,12135,26496,288,1517,5334,1779,1317,1341,863,759,13201,331,1282,5074,1543,1251,1279,938,1202,12903,22060,27994,30803,25129,17248,404,966,7114,2302,1543,1966,1471,897,589,15123,2125,7588,7453,1179,1209,2388,1454,1016,438,50,271,440,423,199,71,1080,259,73,38,4,3124
11290610,1108061,보문동,2463,3281,4134,4239,3455,3959,3223,3610,10,24,33,18,15,25,0,6,0,278,5,13,39,0,155,0,5,5,192,0,108,831,931332310,1694465288,92849808,549037480,448195100,194448248,873944089,16097638461,18264860858,21845518369,19269079808,11733354663,88084396248,9983,178029,149805,96175,433992,10,424,116,0,304,82,0,1004,44,444,92,509,377,29,168,0,137,622,14,371,4737,16372,612,600,1340,1207,1179,1136,809,663,7550,481,556,1420,1347,1230,1388,975,1228,8628,17677,16313,14945,16551,16719,1025,1032,2895,2832,2418,2699,2091,1124,604,16312,407,7840,8499,988,2491,3479,1442,1053,389,20,135,359,523,312,93,1303,90,20,21,8,4442
11290620,1108062,정릉1동,2491,3617,4617,4928,3666,4571,3617,4129,7,18,27,21,26,5,0,45,0,131,0,5,7,0,98,0,0,0,39,0,76,406,743147875,917457732,59034218,409131996,668813802,313573659,1320326327,11062442800,14442096111,23312425432,14019093480,11500219584,75656603734,10514,143602,106923,51682,312721,13,83,53,0,140,27,0,288,0,280,104,14,269,32,26,0,19,162,0,153,1650,13906,711,814,729,785,1134,930,619,624,6350,588,755,1239,1013,1284,1137,818,1103,7942,15299,13138,12050,15136,18121,1279,1693,2303,2424,3000,2874,2344,1389,817,17894,227,8607,9389,577,4535,5112,755,489,266,11,87,180,246,177,54,686,25,13,27,4,6147
11290630,1108063,정릉2동,2407,3357,4333,4509,3624,4231,3398,3843,9,21,28,21,20,5,0,38,0,142,0,20,27,0,119,12,0,0,27,0,102,492,1055360345,757536056,74693654,348630332,772772683,408728773,1272357698,13160317114,14392148929,23920903404,16898653781,14053994863,83698375789,4139,59764,118181,58507,240591,55,151,36,0,331,58,0,524,5,395,96,8,348,88,216,0,5,127,0,237,2625,19191,679,843,1232,1281,1352,1332,1038,964,8725,937,863,1586,1406,1557,1651,1273,1435,10711,21738,18720,16270,20035,22893,1275,1679,3192,3047,3299,3837,3452,1985,1127,22657,236,11004,11721,923,3105,4028,898,599,299,22,101,213,290,203,69,799,44,13,34,8,6396
11290640,1108064,정릉3동,2389,3128,4056,4101,3299,3722,3145,3474,12,27,30,19,13,0,0,25,0,101,0,0,0,0,135,6,0,9,5,0,68,349,1114394608,815046782,113660608,238646327,159089141,40547375,3133600351,27608813176,8869656400,10632215163,10302744297,6315560646,66862590033,13889,220215,206077,107780,547961,28,12,15,0,2364,12,0,255,37,128,5,86,443,31,237,0,46,104,0,314,4089,16777,436,878,2963,980,927,972,668,612,8439,378,898,2868,835,832,926,754,1039,8533,16514,17618,17338,15636,16638,473,1110,4452,2012,1668,2316,2272,1442,895,15176,1462,7604,7647,1537,756,2293,687,433,254,18,59,156,237,163,54,552,40,34,54,7,3647
11290650,1108065,정릉4동,2358,3410,4484,4616,3620,4326,3454,3929,9,21,28,21,22,0,0,32,0,131,0,27,11,0,113,16,0,0,16,0,101,447,1098767137,1359971364,96276309,245059954,1085395696,207821542,1704479842,16056937798,18594997098,28704569318,24011024608,21924859035,1.11E+11,22367,267077,359612,188076,837132,34,90,19,0,856,32,0,324,42,349,83,51,377,105,863,5,11,138,0,233,3578,18227,753,880,1197,1036,1365,1208,916,1014,8373,531,810,1697,1292,1479,1400,1312,1637,10161,20986,17821,15495,18605,24842,1309,2066,3397,2965,3787,4273,3664,2167,1217,24417,425,11735,12720,590,5173,5763,876,585,291,12,104,216,282,199,63,757,41,18,54,6,7265
11290660,1108066,길음1동,2664,3992,5051,5231,3920,5026,3913,4509,5,15,25,20,36,0,0,66,0,241,0,33,61,0,198,11,0,0,18,0,111,739,1582304598,1517872663,99790107,420084006,1394394740,759284370,2159055976,15903728303,30542514344,56810076810,25368513404,19575422463,1.50E+11,27902,483634,373046,208192,1092774,30,0,59,0,742,92,0,550,0,599,288,101,589,51,57,0,5,82,0,329,3544,35618,2716,2641,1531,1644,2869,2085,1184,1188,15861,2410,2819,3807,2280,3914,2533,1797,2291,21854,40889,34179,30513,36891,34896,3090,4959,3387,3795,7372,5620,3445,2091,1141,34745,151,16514,18366,97,11470,11567,1098,609,489,16,159,279,305,237,102,997,49,10,31,11,10882
11290685,1108068,길음2동,2301,3403,4398,4526,3438,4187,3401,3820,10,22,28,20,20,0,0,38,0,413,0,38,15,0,231,11,0,0,17,0,129,892,770847441,805075157,42517769,179427244,549353085,464958151,930994690,9251191203,14169443238,24272999643,17449045882,15132051130,81205725786,9778,83985,129994,96471,320228,22,122,20,0,225,21,0,1580,273,659,141,143,817,137,33,0,78,127,0,287,4663,19217,868,1051,988,1192,1521,1293,827,858,8601,824,959,1595,1553,1930,1562,1182,1403,11010,19467,18141,18990,20268,21822,2050,2047,2546,2980,3926,3611,2636,1357,671,21674,148,10360,11185,519,5152,5671,1198,653,545,28,230,341,327,211,61,1014,138,11,30,5,5059
11290705,1108084,종암동,2465,3568,4583,4559,3609,4370,3526,3980,9,19,29,19,24,7,0,101,0,366,0,38,28,0,278,32,0,0,326,0,176,1352,2255340262,1910777586,461110549,573753740,1693469812,870209905,1652491324,26646769622,34594220185,59710401753,41670449798,27809867736,1.92E+11,2999,66311,65570,48929,183809,54,231,700,0,853,330,0,1020,28,676,211,78,920,163,27,0,35,1045,0,405,6722,38991,1607,2262,3118,2520,2668,2643,1780,1576,18177,1363,1941,4444,2404,3011,2985,2189,2934,21275,42742,38920,35258,39045,40050,2246,3590,6915,4933,6038,6366,5152,2894,1925,38095,1955,18916,19335,1419,8072,9491,2006,1271,735,36,232,561,660,397,120,1806,104,21,63,12,10720
11290715,1108071,월곡1동,2486,3539,4544,4507,3640,4347,3538,3969,8,20,28,20,24,14,0,57,0,318,0,39,19,0,163,9,0,0,153,0,159,931,1290264949,1399118806,141398808,815694159,1549503056,319513591,956598229,10506251640,23779786416,36933798378,27538191491,21890570690,1.22E+11,7017,110572,123139,80701,321429,24,244,72,0,526,164,0,1061,38,531,223,356,510,67,24,0,24,666,0,463,4969,23858,1220,1505,1304,1469,1776,1661,1066,917,10921,1050,1306,2226,1792,2059,1917,1413,1771,13537,25234,23523,22490,24185,26152,1687,2514,2966,3329,4318,4359,3688,2169,1123,25925,227,12541,13465,1021,6228,7249,1353,897,456,21,156,337,487,270,82,1182,89,30,44,8,7513
11290725,1108072,월곡2동,2416,3425,4404,4494,3668,4185,3394,3829,9,22,30,19,21,0,0,45,0,317,7,38,17,0,289,32,0,16,207,0,153,1121,2169932217,1837607651,258924932,630696703,1117154983,253884944,2347867440,28527799142,29623214460,40096882992,30829086828,22327690462,1.54E+11,16075,290523,241036,150157,697791,34,25,17,0,1271,69,0,1014,56,919,133,168,904,147,44,0,1036,1072,0,316,7191,23853,981,1087,1683,1711,1694,1640,1119,1051,10969,639,1085,2638,1799,1718,1853,1405,1791,12932,23811,23323,23723,24553,19785,895,1467,3820,2762,2618,2985,2739,1576,926,19188,597,9267,10007,1213,3384,4597,1606,1035,571,35,211,481,549,253,77,1381,128,46,44,7,5330
11290760,1108076,장위1동,2334,3097,3824,3874,3159,3653,3112,3400,13,26,32,18,11,6,0,17,0,185,0,5,7,0,120,7,0,0,146,0,100,593,686233192,703118591,67373521,169852513,382773485,113592940,662062030,6820247470,8937353925,13157712880,12929527300,9804107028,52311010633,9794,126954,91253,39929,267930,33,61,24,0,228,46,0,440,0,262,12,6,242,15,0,0,0,796,0,173,2305,21081,822,1074,1189,1420,1566,1540,1063,1001,9680,798,994,1634,1591,1831,1828,1477,1554,11710,24526,20645,17648,21504,24006,1576,1820,3205,3305,3663,4164,3565,1778,932,23798,208,11727,12247,1482,90,1572,1054,687,367,20,103,251,387,231,62,988,23,7,31,5,6521
11290770,1108077,장위2동,2364,3152,3862,3925,3315,3680,3164,3444,12,25,33,19,11,8,0,26,0,376,0,0,12,0,240,5,0,0,343,0,114,1124,892122214,927008263,84575237,311076120,660185869,156341308,568949376,6966190024,12530627385,21081027576,25173364370,21589794317,87909953048,12434,193467,153796,96131,455828,29,351,72,0,254,52,0,808,27,338,48,240,479,20,187,14,24,1328,0,254,4496,11688,339,501,744,814,825,858,642,628,5352,252,363,794,867,868,1039,935,1157,6278,12667,11814,10828,11444,13595,534,819,1863,1864,1763,2358,2273,1378,745,13363,232,6607,6846,1751,347,2098,1638,1059,579,34,154,390,620,330,110,1527,61,9,34,7,3311
11290780,1108078,장위3동,2337,3193,4087,4253,3334,3921,3251,3625,11,24,30,19,16,5,0,19,0,261,0,11,6,0,122,0,0,0,183,0,95,702,345645758,700169224,81131735,129353559,380148068,158970833,346796216,4007476192,7401019463,13155779839,10763817835,8197501877,43872391422,5856,77586,65582,34763,183787,35,127,44,0,336,8,0,694,0,262,40,63,263,61,820,0,10,999,26,214,3967,7962,296,415,579,567,664,569,410,367,3870,227,320,614,607,641,614,544,585,4155,8910,7932,7012,7996,15920,1601,1333,2001,2427,2704,2506,1976,927,446,15772,148,7679,8028,909,4619,5528,902,647,255,11,79,211,352,195,54,812,52,7,27,4,5160
11290810,1108085,석관동,2418,3315,4131,4189,3484,3930,3285,3642,10,24,31,19,16,38,0,44,0,446,0,30,45,0,340,41,0,0,208,0,179,1371,2497279516,1820944893,179901472,417616932,916780213,239225121,1758604492,24257214801,29163236429,39302915029,37745469371,26805406158,1.59E+11,28623,378887,303512,202573,913595,30,336,56,0,1983,101,0,1525,25,347,179,53,904,199,477,0,34,983,86,371,7659,27316,1016,1246,1828,1780,1976,2094,1472,1347,12762,940,1046,2247,1897,1967,2148,1861,2467,14576,29454,26568,24792,28448,35250,1792,2099,5176,4891,4853,5770,5631,3324,1717,34380,870,17090,17487,2582,4830,7412,2102,1390,712,40,243,534,742,439,104,1906,126,13,42,15,9738
11305534,1109069,삼양동,2342,3187,3962,4021,3276,3783,3182,3504,12,25,31,18,14,5,0,36,0,213,0,34,21,0,150,24,0,0,127,0,152,762,689339309,1402049896,42975595,520451871,1597704406,507644896,1062342130,10655665281,19509371394,34744298823,27089537078,26197193213,1.19E+11,11959,184359,117331,51586,365235,32,52,21,0,442,24,0,580,12,383,79,35,326,90,205,0,5,591,0,280,3125,22809,880,1234,1366,1372,1665,1776,1227,1394,10918,736,952,1570,1388,1715,1929,1653,2237,12184,25979,22395,19539,23324,23011,1076,1683,2909,2746,3236,4209,3789,2221,1143,22819,192,11464,11555,1885,2647,4532,1159,744,415,15,116,276,413,251,88,1051,25,12,63,8,5972
11305535,1109070,미아동,2359,3107,3834,3955,3222,3678,3077,3389,12,26,33,19,10,12,0,17,10,311,0,46,59,6,350,40,0,7,103,0,178,1139,2100215818,2249823599,236663879,680542240,1813064842,142982044,2409643485,29105816712,30910123683,40328626770,42284221175,33953097619,1.79E+11,22685,280578,289135,170818,763216,26,298,269,0,726,446,0,932,30,740,153,220,878,88,30,77,48,600,0,553,6088,23688,443,869,2060,1626,1630,1885,1357,1248,11122,392,725,2160,1445,1568,2119,1788,2023,12224,22782,23677,24379,23914,21692,646,1257,3840,2865,2790,3596,3560,2011,1129,21136,556,10184,11016,1470,1100,2570,1655,1030,625,44,214,418,607,290,82,1482,99,31,40,3,4830
11305545,1109071,송중동,2376,3102,3934,4035,3291,3731,3140,3448,12,26,33,18,12,12,0,46,12,372,5,19,22,5,437,43,0,10,126,0,185,1294,4857867951,3885672779,304017266,724418236,1857724322,212217602,5055506465,69295666374,64967692948,70808455982,55699423908,41356567478,3.07E+11,22129,220440,376197,372476,991242,56,179,157,0,611,344,0,1331,219,506,148,561,1851,195,63,0,86,642,0,515,7408,36306,1215,1453,2171,2254,2648,2687,1943,1956,16331,1172,1720,3041,2584,2965,3231,2594,3085,20396,36652,35197,35608,37768,29774,1421,1900,4184,3965,4315,5112,4759,2756,1363,29146,628,14142,15240,1991,2985,4976,2004,1292,712,36,309,492,701,377,89,1735,175,26,60,8,6965
11305555,1109072,송천동,2381,3176,3995,3953,3204,3760,3170,3483,11,25,34,17,12,18,0,29,0,409,6,48,51,0,410,25,0,39,283,0,225,1543,2088878331,1766013387,192437519,618198433,1453406916,237233190,1874953298,21718957052,28791940977,40659825933,40290921632,29847574424,1.63E+11,39307,519355,441483,239794,1239939,17,190,245,0,757,139,0,1285,52,533,157,64,889,68,178,0,209,1313,28,616,6723,27208,865,1189,1451,1625,2012,2113,1621,1589,12470,897,1270,2078,1707,2152,2510,2031,2586,15234,27856,27128,26346,27503,25875,854,1414,3290,3052,3440,4771,4814,2784,1462,25459,416,12670,12957,3011,1255,4266,2188,1370,818,37,240,515,796,419,181,1987,108,22,63,8,5807
11305575,1109073,삼각산동,2433,3722,4840,4862,3877,4820,3698,4302,7,17,24,19,32,0,0,68,0,118,0,33,20,0,103,10,0,0,12,0,50,414,1009691570,913577054,100132110,205893990,1058798448,755546127,764745951,6711492278,17950363436,38635006317,19315066994,14866597594,98243272570,10148,82529,80589,39661,212927,20,0,44,0,509,46,0,271,0,299,114,0,257,43,0,0,0,38,0,124,1745,20857,1361,1461,815,1018,1638,1414,807,978,9496,1334,1405,1946,1305,2095,1586,1172,1540,12386,24377,20554,17407,21092,30887,2398,3874,3232,3321,5859,5428,3600,2072,1107,30778,109,14769,16007,50,11291,11341,761,462,299,19,131,223,243,115,30,706,19,3,27,6,9426
11305595,1109060,번1동,2390,3079,3846,3915,3332,3664,3079,3380,12,26,35,17,10,24,0,36,73,373,11,48,45,16,354,33,6,25,55,0,167,1266,2754400340,4450660288,723086261,1550632463,1800376399,370904611,3456611475,62865708325,57518609189,61262418408,49490801743,32386966459,2.67E+11,44157,599776,572664,442125,1658722,25,169,389,0,390,1885,0,1420,79,658,219,572,1208,303,234,0,112,393,64,564,8659,17013,339,526,1445,1287,1389,1317,943,863,8114,372,526,1356,1139,1267,1393,1147,1485,8688,17315,16439,16649,17652,18592,570,946,3289,2709,2696,3021,2764,1726,873,18091,501,9193,9035,1672,880,2552,1733,1079,654,50,243,449,625,301,65,1429,249,16,33,6,4736
11305603,1109061,번2동,2265,3087,3836,4004,3313,3746,3077,3432,12,26,32,19,11,0,0,0,0,99,0,10,0,0,46,8,0,0,46,0,72,281,263326097,389303571,129177403,198469188,283514518,13112552,263466739,3743365874,5797505729,8313375014,6678673395,6134710904,30931097655,8228,114169,94269,45762,262428,36,66,304,0,127,0,0,351,43,475,76,235,128,93,369,131,14,411,0,188,3011,12196,432,554,706,706,909,901,758,797,5766,346,431,789,682,885,1033,944,1343,6456,14533,12179,10413,11657,15295,506,901,1978,1626,2065,2605,2714,1928,976,15210,85,7433,7969,290,2625,2915,650,504,146,6,57,148,255,143,41,527,52,23,36,12,3705
11305608,1109062,번3동,2199,3216,4013,4196,3296,3845,3208,3553,12,25,29,20,14,5,0,27,0,100,0,24,0,0,68,11,0,0,39,0,75,349,688396445,1003833295,71313676,444320121,829429989,179307909,573364113,7518870466,14354602285,23913382235,16028663787,14591038300,76979921186,7962,98643,75839,30197,212641,36,41,43,0,275,15,0,331,0,211,85,13,222,116,205,0,13,288,0,292,2150,14515,580,634,703,768,1026,1041,807,928,6489,521,589,941,837,1165,1246,1081,1853,8235,16745,14192,12397,14728,16315,717,1131,1707,1548,2222,2766,2671,2364,1193,16251,64,7707,8764,35,6861,6896,866,652,214,14,67,191,313,229,52,763,41,20,36,6,4501
11305615,1109063,수유1동,2289,3105,3778,3781,3125,3584,3027,3321,13,26,35,17,9,6,0,16,0,451,0,39,18,7,243,22,0,0,124,0,150,1076,979464968,2733002813,377003781,279554128,1238728890,142539919,1199108460,16893024227,24672689831,35958476011,49538276989,47176387972,1.75E+11,21123,176316,153039,64944,415422,39,150,61,0,659,96,0,1103,0,536,78,80,604,124,510,0,38,580,0,430,5049,16891,477,674,1180,1050,1159,1256,972,982,7753,486,681,1285,1068,1124,1546,1296,1668,9155,19385,17203,14745,16232,20491,786,1263,3032,2740,2756,3418,3403,2017,1079,20230,261,10019,10352,1541,622,2163,1462,908,554,22,152,304,540,329,115,1314,57,19,61,11,5633
11305625,1109064,수유2동,2299,3189,4025,4176,3408,3845,3271,3584,11,24,32,20,14,27,0,34,0,273,0,26,5,6,172,24,0,0,101,0,173,841,1343397280,858704189,74378513,336020858,913883325,243793443,887650400,11752061150,16750205457,24799672635,22791070770,20954693027,97935353439,9798,132202,95214,52751,289965,15,253,59,0,179,71,0,760,38,492,70,850,476,80,50,0,41,482,46,466,4413,18067,622,720,987,1055,1259,1353,1007,1120,8128,494,659,1370,1099,1442,1559,1445,1933,10005,19491,16987,16473,19319,20986,896,1279,2759,2439,2847,3589,3618,2199,1363,20823,163,9951,10968,868,2640,3508,1357,865,492,20,167,328,483,275,84,1206,52,12,84,3,5375
11305635,1109065,수유3동,2349,3019,3705,3857,3132,3545,2995,3276,13,28,35,15,9,15,0,0,26,490,0,50,57,0,670,143,0,31,106,0,210,1798,6391524347,3885631399,321234317,1048089336,1915489564,62194922,5393196990,94830421087,71474449689,65685514957,65040442660,49771109644,3.52E+11,28934,174042,215515,212091,630582,23,148,1143,0,197,717,0,1298,130,577,145,52,2116,323,52,0,197,546,0,472,8113,28254,510,839,2788,2184,2174,2122,1467,1319,13407,623,876,2555,1935,2035,2304,1848,2159,14339,27615,26388,27987,31027,23882,664,1128,4721,3471,3071,3949,3608,2116,1158,23065,817,11390,11640,1793,301,2094,2305,1367,938,60,358,539,848,391,109,2083,155,18,42,7,4984
11305645,1109074,우이동,2278,3117,3903,4076,3328,3783,3166,3498,12,24,32,19,13,0,0,6,0,175,0,6,6,0,304,5,0,0,10,0,63,575,2499515378,1477708794,88924071,285650010,422462987,84876139,887678894,12923070458,18718496497,26842997361,30832134580,25946922580,1.16E+11,16615,187347,177938,74695,456595,37,77,25,0,104,31,0,474,10,197,50,51,866,137,997,0,15,103,0,223,3360,18408,622,679,1110,1158,1221,1417,1070,1101,8381,536,695,1519,1243,1369,1546,1340,1871,10123,19701,18185,17317,18431,20318,905,1298,2429,2551,2748,3554,3405,2115,1316,20152,166,9751,10503,1134,856,1990,996,616,380,19,110,204,353,243,67,895,38,15,45,3,5882
