adminCode,adminCode2,Dong,salary_23,salary_45,salary_6a,salary_male,salary_female,salary_avg,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_01,sales_23,sales_45,sales_6ab,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_교육 서비스업,workers_금융 및 보험업,workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_01,popLiv_23,popLiv_45,popLiv_6a,popLiv_total,popLiv_male,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_01,popReg_23,popReg_45,popReg_6a,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11620595,1121080,청룡동,5808,4069,3239,3763,3057,3418,3408448667,5990945651,621526805,967942472,1701935267,242709241,4766284080,1.68E+11,1.10E+11,37725324380,3.20E+11,2779,63650,36812,14987,118228,16,2658,1870,914,223,1239,146,841,299,195,1461,148,22,159,196,590,11005,3403,16911,8891,42590,38113,18266,17636,41973,37525,33743,39212,37252,2799,19716,8016,6724,36174,1078,17358,18641,1220,4392,5612,1909,1161,748,61,234,514,610,363,127,1573,202,44,75,15,7564
11620605,1121078,은천동,5939,4242.5,3394,3971,3189,3602,2028723596,2672486708,101085415,619597752,974788538,400433055,1045105603,62384609783,87124360169,36056738720,1.87E+11,11540,134410,148837,116642,411429,44,910,145,485,163,956,99,1136,134,456,635,64,344,151,434,662,6787,4124,8825,8356,34276,28135,13303,14491,31144,27331,24649,29414,33181,4323,10439,9812,8609,32717,464,15992,16784,1033,6053,7086,1643,1069,574,25,200,392,584,357,85,1391,137,29,78,8,8725
11620615,1121061,중앙동,6202,4587.5,3790,4293,3362,3849,2185547996,2029849836,184599405,335591247,2385409751,621679613,1515673811,79274467606,80566170487,31116657315,1.92E+11,3718,37376,39433,26837,107364,9,184,17,399,77,689,31,508,220,691,616,83,58,151,186,916,4826,1507,6311,4031,17888,15671,7417,7455,16640,14831,14613,16600,15787,948,8024,3469,3347,15413,374,7407,7974,950,1013,1963,1465,1089,376,19,175,282,481,400,108,1305,114,10,34,2,2986
11620625,1121062,인헌동,5565,4033,3331,3646,3003,3345,1856012059,1313537548,152034502,460753981,1240415666,184916171,1219889444,61335512940,54635944185,22369386696,1.40E+11,16170,457181,330825,207313,1011489,24,135,18,319,131,537,420,391,141,558,487,59,10,238,404,236,4102,3064,9519,6431,28217,24473,11361,12258,28402,23937,19928,25625,26131,2346,11154,6813,5820,25747,384,12544,13243,831,1319,2150,1094,675,419,35,152,278,356,218,55,972,78,9,31,4,5906
11620630,1121063,남현동,5526,3914.5,3270,3643,3026,3353,2708713605,1417341232,375851350,357167291,781227645,283515317,1250916662,74032246292,58018597406,24532441020,1.58E+11,44025,749303,761327,739642,2294297,7,219,88,244,298,960,127,232,64,923,1022,68,10,809,101,304,5469,2978,8473,6605,28608,23847,11982,11353,24248,23148,22489,25502,18135,1540,7627,4692,4280,17932,203,8702,9299,478,2093,2571,913,561,352,27,136,210,317,179,44,715,149,17,24,8,5038
11620645,1121064,서원동,5547,4160,3568,3718,3056,3439,7109787443,4284854099,210930462,1098527347,943486262,136833131,8014346724,2.25E+11,89776608381,24413617309,3.47E+11,63605,1030979,747330,603673,2445587,21,126,72,193,223,1105,119,846,294,1012,1823,196,27,100,83,581,6844,1797,9752,5356,24791,22064,11236,9616,23825,20877,19792,23764,23668,1346,11895,5554,4873,22929,739,11953,10913,979,785,1764,1302,774,528,34,261,324,401,224,58,1100,141,23,34,4,5054
11620655,1121065,신원동,5523,3846.5,3271,3629,3011,3332,794322460,877447832,91287794,314321973,354615088,120406137,609913005,31839688261,31808969410,13957067933,78215638609,847,32384,28811,16159,78201,10,70,135,206,19,427,16,188,47,83,318,22,0,59,162,286,2038,1303,6949,4339,19285,16814,8325,7615,19972,16252,13666,17364,18691,1225,8057,4765,4650,17904,787,9101,8854,1359,677,2036,829,495,334,16,86,196,303,171,57,764,24,5,32,4,3301
11620665,1121066,서림동,5430,3999.5,3386,3479,2763,3125,1032115135,1407647503,85072544,347784786,571166489,136828043,823959278,40642842738,33574287275,12207927752,87249017043,10884,191789,138649,65889,407211,24,46,70,325,11,464,35,168,86,38,386,92,362,9,91,130,2313,1613,7319,4501,19999,17318,9375,7344,21453,17094,13383,17343,24549,1708,11321,6282,5240,23631,918,12937,10373,1039,1763,2802,904,580,324,24,84,199,314,228,55,829,29,4,37,5,5507
11620685,1121068,신사동_관,5932,4575,3698,4432,3505,4016,1263878640,1351956283,53361351,583452920,1104679083,248214522,1169952685,49408212578,56224244640,18692855391,1.25E+11,54748,920330,521348,274060,1770522,18,257,40,320,105,960,34,317,101,157,616,112,69,111,567,324,4090,1851,8020,5636,24081,20712,10073,9725,24167,20539,16947,21194,24760,1807,10798,6637,5516,22674,2086,12432,12327,1654,297,1951,906,522,1428,28,181,359,550,265,45,1277,99,10,39,3,5107
11620695,1121069,신림동,5575,4001.5,3348,3717,3017,3398,4950638063,4494322482,946700288,1018705518,1860623886,256943851,3274590157,1.94E+11,98672763860,37747250593,3.34E+11,20942,141218,213408,272740,648308,17,256,50,87,81,1011,295,388,242,146,1983,224,0,57,148,449,5417,1705,13911,6411,29828,28169,14459,11472,28331,26252,26760,31333,24176,847,15979,4471,2880,23319,857,12227,10879,829,1244,2073,1634,928,706,55,297,442,483,271,86,1504,96,8,23,3,4633
11620715,1121071,난향동,5436,4403,3622,3786,3021,3491,251827457,637422094,25125153,114256156,413978472,208292941,405290167,10413212165,20786197470,6640264832,38244964634,7187,81970,57172,23784,170113,15,12,45,285,26,230,0,172,53,553,112,26,19,0,261,101,1895,2119,2413,3532,13057,10245,4769,5794,12834,9850,7887,10407,14997,2337,3304,5285,4071,14872,125,7338,7673,445,3873,4318,398,254,144,7,58,103,130,81,19,352,14,4,24,4,4856
11620725,1121072,조원동,5528,4215,3530,3976,3258,3664,2662969195,1771241327,233931883,624651465,949131233,164714588,1314132049,72442062230,65721247403,22718844186,1.62E+11,96610,612235,2282813,2234015,5225673,26,333,301,195,120,1446,122,417,175,160,949,132,130,260,921,395,6114,1741,10654,8751,30836,27396,14174,11819,26717,26702,28375,27791,20895,1617,9097,5483,4701,19509,1386,9405,9343,858,1231,2089,2066,1370,696,35,231,507,758,430,105,1812,182,20,48,4,4718
11620735,1121073,대학동,5644,4150,3585,3936,3239,3620,3542366030,2031319718,99244061,836218039,856361578,273632007,2872657446,1.12E+11,55857031451,14099136081,1.85E+11,15287,195849,306183,201168,718487,53,0,26,6009,126,644,206,381,132,222,2053,569,279,1083,113,270,12113,2854,16039,7967,36001,32663,18848,12586,28955,34112,37699,29888,26871,1668,13673,6886,4646,24403,2468,14495,9357,1102,2006,3108,1724,1085,639,53,240,408,520,374,129,1402,140,91,77,14,4945
11620745,1121082,삼성동,5469,3837.5,3255,3676,3037,3382,332458811,929180240,89402770,140030569,453358748,170744981,481202555,13542056261,30453371824,20343696636,64820327276,9238,107758,111533,57199,285728,31,26,19,447,24,470,0,292,81,52,197,10,13,0,50,191,1872,1968,5418,5837,24769,19021,9424,9576,21641,18737,16294,19410,20520,1866,4534,6401,7726,20384,136,10277,10335,1844,4712,6556,1051,674,377,17,78,193,391,281,91,955,15,23,53,5,6120
11620765,1121083,미성동,7128,5964,5143,5611,4344,5009,1280457349,1705127777,326171611,363059043,1288575673,445086990,1336895197,40112801883,70892786979,25433001930,1.38E+11,19457,185144,161751,94371,460723,38,253,74,809,60,1004,21,497,138,247,550,119,288,128,896,380,5477,3381,6245,6138,25197,20407,9611,10873,23538,20148,17574,20369,30515,3500,8948,9255,8818,29955,560,14783,15411,1134,3654,4788,1585,1043,542,27,170,367,588,351,82,1390,98,15,72,10,8381
11620775,1121081,난곡동,7372,6092.5,5037,5689,4430,5115,618657459,825493718,26563603,374932013,934355013,206331502,1392836517,26106556727,40004688988,14860805846,82364888078,17576,161677,107481,41973,328707,21,45,17,383,33,382,11,283,31,0,277,75,5,0,82,248,1872,2875,4936,5412,22202,17619,8442,9275,19839,17289,15150,18199,26411,2645,7431,8178,8160,25975,436,13214,13141,1496,915,2411,918,640,278,15,98,208,319,210,68,845,12,11,45,5,6377
11650510,1122051,서초1동,6849,5895,5201,5632,4198,4963,4445909104,3838571166,1547263115,1290611950,1687988614,792452963,5531607535,1.49E+11,1.54E+11,49636637713,3.58E+11,13376,297376,629183,612087,1552022,31,3812,72,2575,1412,5391,2396,1281,794,1400,1993,329,486,5151,829,1127,29048,4249,10147,10842,37068,31348,15491,15665,26289,32882,36858,29362,20496,3064,6156,6827,4451,20307,189,9922,10564,443,4527,4970,3655,2692,963,70,472,1183,1135,613,182,2063,1335,173,72,12,16814
11650520,1122052,서초2동,7509,6809,5469,6580,4836,5825,6073415508,3849503481,578529912,1537921922,3254688161,1210463030,2870698667,1.87E+11,1.65E+11,47587009125,4.02E+11,43347,475748,1146067,1344447,3009609,45,7662,1944,1645,3507,6441,4493,1083,1655,3982,2910,276,727,8238,692,1009,46480,5390,17527,16266,52483,46985,23589,22247,33353,51756,60348,42483,27047,4792,8669,8664,4927,26610,437,12596,13861,97,6285,6382,4520,3258,1262,91,690,1408,1430,725,176,2191,2054,165,96,14,9900
11650530,1122053,서초3동,7219,6291,4948,6008,4472,5301,10686899081,5107499861,1060975220,1900501356,2787471238,1198341245,6366788906,2.18E+11,2.52E+11,78301538027,5.55E+11,16438,507128,886117,727144,2136827,75,4614,5395,2073,4248,9325,7141,1001,2386,8053,4886,1674,1020,13723,1375,2093,69013,7596,21516,22707,72898,63546,32562,29799,43299,68091,85077,57717,32418,4349,10911,10026,7140,32079,339,15274,16841,316,6096,6412,7518,5728,1790,120,914,2352,2568,1160,404,4233,2498,632,132,23,15292
11650531,1122054,서초4동,7253,6432.5,4862,6438,4760,5680,10752633415,6305857633,426599563,1334529169,8981300194,1106476115,8953118097,3.94E+11,2.36E+11,61314350287,7.00E+11,21910,104551,129578,119303,375342,39,2615,15,1921,588,4689,666,2719,1272,1108,3730,195,116,4828,216,692,25370,7314,15118,13207,47610,41724,19973,21655,33441,40531,49780,43144,30550,6773,6609,11146,6024,30291,259,14836,15508,19,9077,9096,2954,2007,947,50,438,930,939,449,148,2052,728,124,44,6,11850
11650540,1122055,잠원동,6993,6178,5013,5734,4269,5032,3619798451,2440051290,424660678,666977706,2414522934,940204075,2156284992,1.03E+11,1.26E+11,29737465366,2.61E+11,11663,148095,161116,93772,414646,25,1494,18,683,359,2732,2137,648,791,1308,2187,269,168,2279,302,534,15909,5930,10431,11711,38923,32951,15954,17547,29665,33724,36193,32223,26398,5105,6553,9645,5102,26215,183,12652,13630,231,10436,10667,2446,1614,832,43,394,830,774,324,81,1559,789,37,55,6,9927
11650550,1122056,반포본동,7773,6663.5,5190,6580,4954,5853,847306064,1054993919,106235816,214357166,193163594,1300849715,989132560,11940454966,60680618268,18233415162,91843620956,2354,22982,43696,23553,92585,4,13,13,673,73,534,121,62,206,20,335,25,0,54,25,110,2264,687,1154,1356,4667,3781,1928,2008,2065,4687,4529,3842,283,64,50,112,57,266,17,135,146,1134,3660,4794,655,308,347,15,79,165,202,139,55,569,63,11,6,6,2362
11650560,1122057,반포1동,7549,6383.5,5062,6317,4666,5574,2519039755,3149628841,1256290266,1210621320,2924485219,538937669,2185606990,1.28E+11,1.17E+11,33085498877,2.81E+11,15047,202728,233014,165147,615936,22,990,16,651,375,1786,556,651,521,530,883,192,7,1197,99,498,8952,5766,11405,10833,37285,32685,15980,16668,29479,33049,35896,32317,34547,7127,9535,11968,5920,34180,367,16660,17533,478,6526,7004,1645,1030,615,54,326,531,478,197,59,1178,415,24,23,5,11692
11650570,1122058,반포2동,7252,6185,5235,6017,4528,5329,493593533,1157713200,40003947,220291540,770881096,922986674,685682282,18650843981,53563125262,15474382488,88374034013,3257,78283,144533,69576,295649,20,48,195,536,100,205,67,155,191,64,179,139,0,109,12,202,2202,4645,4142,5546,19700,16009,7817,9203,14538,17115,17173,15209,15749,4411,2541,5927,2873,15645,104,7460,8221,1844,4702,6546,460,248,212,8,57,127,156,90,22,344,71,17,19,9,5847
11650580,1122059,반포3동,6916,5987,5114,5833,4451,5194,1914738585,2019314462,240690748,728086610,2408227292,1181245618,2103679926,53132921536,1.13E+11,38749219053,2.07E+11,6566,84278,176567,149031,416442,13,295,16,596,181,1226,188,749,1115,853,619,76,52,146,32,309,6458,5604,6637,8894,30775,25001,11540,14418,21347,24893,28417,25345,23784,5229,5052,8789,4715,23723,61,10668,11702,6,7177,7183,958,575,383,10,105,302,319,167,55,716,193,19,27,3,7837
11650581,1122060,반포4동,6839,5476,4746,5202,4062,4656,9970399691,14482714565,1850401899,1260757304,1565957796,2899333061,11651154483,3.39E+11,3.55E+11,1.07E+11,8.13E+11,21342,600838,1399858,1033128,3055166,32,1229,262,1753,660,6858,1104,4428,665,993,4481,637,1829,1711,200,907,27773,8823,12717,14944,53037,44109,19442,25321,33602,43251,56612,42971,19448,3908,4534,6788,4220,18741,707,8847,9991,118,3834,3952,3579,1941,1638,49,502,1004,1127,643,254,2622,838,74,35,10,7046
11650590,1122061,방배본동,6834,5141,4436,4929,3982,4478,2514569794,2936461566,345144280,453726099,1033512674,669777418,1072637978,56889131890,1.06E+11,34595767989,1.98E+11,2604,76945,83253,56674,219476,23,497,44,339,193,1740,982,239,538,2509,1025,182,104,1578,129,441,10540,3654,4780,6232,22055,17649,8018,10345,18759,17434,16752,17652,20711,4094,4768,7319,4532,20543,168,9556,11121,314,3500,3814,1669,1043,626,40,272,508,542,240,67,1215,385,20,44,5,8191
11650600,1122062,방배1동,6973,5807.5,5057,5630,4327,5039,2779434145,2665662001,414669930,1072116461,2054889296,742941649,3897239134,84922976259,1.06E+11,40268700590,2.35E+11,5955,188931,234628,207373,636887,21,3339,24,431,235,2165,693,315,374,1316,992,186,33,1622,236,553,12514,3562,6729,6142,24658,20387,9476,11073,17705,20031,22838,20975,16830,2330,5054,5276,4171,16680,150,7836,8891,399,1952,2351,1756,1169,587,22,258,551,581,265,79,1121,544,52,37,2,7371
11650610,1122063,방배2동,7060,5753.5,4791,5557,4233,4923,4423751353,3044136280,136596666,2146576193,689451727,367671305,1506564706,92384679866,1.01E+11,33471443674,2.28E+11,8211,95714,106623,82007,292555,36,4097,544,552,1467,2717,994,356,356,1281,1629,104,1267,790,157,1165,17476,3032,6613,6764,26371,21488,10115,11278,18664,20563,23066,23659,18436,2528,5126,5733,5054,18325,111,8625,9843,776,2125,2901,1976,1316,660,37,275,534,700,347,83,1341,526,46,56,7,6250
11650620,1122064,방배3동,7000,5323,4571,5105,4097,4631,781339093,1306562326,33042844,526054125,528155115,322473896,651267853,20427237564,36078884820,16545179222,73702569459,8142,232485,303114,217369,761110,47,2385,116,611,298,1978,1111,745,496,943,430,47,325,806,130,641,11072,3230,5262,5629,22328,17705,8298,9929,20021,19229,15382,16188,17194,2886,4107,5518,4685,17082,112,8360,9030,326,4384,4710,1184,796,388,15,142,283,418,257,69,721,339,68,48,8,7073
11650621,1122065,방배4동,6735,4813.5,4109,4547,3779,4198,2291326326,2736887508,487257489,1303618877,2803279459,1073553647,1518090923,77593901466,1.24E+11,52804590831,2.56E+11,6343,111592,115466,70155,303556,26,2239,25,854,537,2508,1613,804,546,1839,720,138,119,1275,437,529,14183,4828,7946,8953,33156,26881,12147,15298,26068,26541,27306,27611,23339,4128,6082,8106,5026,23019,320,10518,12585,463,3778,4241,2403,1638,765,42,315,725,819,379,123,1602,672,70,55,4,7902
11650651,1122066,양재1동,6767,5373,4485,5073,4005,4580,5329024274,4186708256,446463505,1734562246,2280341483,596278990,1973241361,1.29E+11,1.57E+11,54491731508,3.42E+11,22418,569553,787098,741279,2120348,70,7687,203,1565,525,4897,2851,1031,853,4728,2099,366,204,6944,631,1108,35763,10454,16073,17837,64151,54303,27729,26531,46328,57385,62446,51053,42671,7382,11083,13685,10531,42328,343,20285,22223,516,10799,11315,3707,2634,1073,51,454,1120,1253,639,190,2090,1388,118,97,14,21321
11650652,1122067,양재2동,6395,4913,4547,4455,3616,4024,4600140561,4405219561,1472824249,1613502712,1061122657,340982955,1443565718,1.10E+11,1.61E+11,54941863934,3.28E+11,9221,214051,281599,202077,706948,47,4157,48,603,1221,11255,3208,305,981,5090,2565,322,763,14315,1010,1167,47028,4272,12827,13937,43626,37819,20494,16841,27421,42294,47924,33638,21713,2588,7487,6927,4712,21489,224,10804,10732,386,909,1295,5332,3934,1398,75,594,1749,1900,816,198,3010,2143,119,53,7,12855
11650660,1122068,내곡동,6802,5531,4892,5109,4012,4567,613440122,366163130,213161498,201670617,301995130,101596117,72644244,11232561279,18896753199,8776449760,38978408482,3770,88388,127616,61205,280979,60,965,875,211,18,819,19,466,184,908,259,23,599,164,57,104,5671,5378,6367,8149,29935,24771,12786,12132,22470,27219,26495,22900,17365,3033,4030,5452,4852,17308,57,8431,9015,593,4732,5325,644,471,173,7,51,149,265,131,41,472,128,23,13,8,8312
11680510,1123051,신사동_강,7376,6583,5282,6284,4703,5558,11855764163,11086211000,946884856,2256833453,11843440264,2219220402,11728524233,5.61E+11,3.46E+11,76647116457,9.96E+11,15606,161198,299328,282846,758978,16,897,59,1315,294,6521,2091,3312,930,1272,4497,394,359,4005,1747,1122,28815,4407,14189,12173,42239,37366,17499,19008,22675,35264,52117,39407,15787,2409,4189,5141,4048,15545,242,7325,8461,343,3582,3925,3098,1860,4958,122,1286,1840,1130,460,120,3382,1507,36,27,6,7876
11680521,1123052,논현1동,7180,6211.5,5356,5942,4518,5255,9066424900,11613648874,1697612736,2513368400,7917289996,652438649,5353815990,4.43E+11,2.94E+11,90731688473,8.33E+11,40520,356810,741569,927024,2065923,18,2277,25,725,1618,8562,4848,2263,1079,4216,3989,623,149,6395,1000,1545,39403,2618,19246,13863,47148,44155,21664,19777,35353,44887,53587,42794,22023,1433,9841,6556,4197,21340,683,10158,11416,854,1800,2654,5770,4098,1672,166,1223,2015,1501,692,173,3338,2273,98,57,4,10529
11680531,1123053,논현2동,7157,6298.5,5324,5962,4489,5331,8835583385,5566880927,2022753288,1594394074,3924400082,877098105,2784679446,2.97E+11,2.17E+11,64121622935,5.80E+11,13808,246229,586954,741951,1588942,26,6202,596,1315,1136,11779,6172,1618,2210,6293,4537,597,1336,10759,1469,2230,58249,3806,17496,15104,48226,44603,22667,19653,31265,46529,60314,40305,20811,2184,7481,6758,4390,20477,334,9631,10924,616,2852,3468,5731,4067,1664,116,1121,1957,1661,685,191,3059,2434,173,58,7,10295
11680545,1123077,압구정동,7046,6061.5,4781,5642,4333,5006,8900151568,12604245245,1409372943,2730438880,10063953742,2736908491,7543289987,4.71E+11,3.73E+11,1.22E+11,9.73E+11,26880,297783,828790,902506,2055959,24,541,17,2030,1219,7876,1610,3142,1248,787,4669,430,69,4189,1236,2510,31573,6578,15375,14074,50830,44114,20030,23401,31523,42633,57673,44628,25805,4526,5680,8640,6967,25651,154,11900,13863,170,7842,8012,4360,2690,1670,82,939,1546,1138,485,170,2888,1380,42,42,8,12272
11680565,1123078,청담동,7746,7179.5,5604,7257,5374,6447,8047767371,11279094164,1724794511,3920575760,6651729514,1115768319,3513740538,3.83E+11,3.41E+11,1.05E+11,8.32E+11,13742,117860,139247,92733,363582,24,3353,50,1282,1181,8131,2576,2710,1724,1331,4643,640,183,4734,2512,2855,38204,5108,14807,14662,48606,42769,19988,21607,30867,45344,54470,40394,25392,4056,7223,8622,5496,25144,248,11791,13429,361,7322,7683,4597,2769,1828,102,966,1582,1229,543,175,2895,1564,78,54,6,11850
11680580,1123058,삼성1동,7079,6517.5,5404,6457,4715,5709,10390658764,18101903518,1425311026,2996721832,2940529691,702025938,7996132959,4.50E+11,3.50E+11,81820933192,8.90E+11,21410,315151,692608,718135,1747304,33,2455,890,1294,2688,15643,8941,1080,1460,4417,5218,1188,743,7827,699,1536,56107,4362,16294,14616,45415,41622,20486,19861,17819,43689,68863,36117,12662,1908,3454,4169,3134,12432,230,6178,6378,217,3111,3328,4292,3057,1235,59,536,1351,1493,679,174,1900,2180,131,70,11,8378
11680590,1123059,삼성2동,6522,5447,4428,5131,3904,4513,4512433247,5094478138,695491065,1454534753,2225484702,1030915205,1786101148,1.63E+11,1.64E+11,42002314664,3.71E+11,12320,221997,350359,346487,931163,24,1091,2091,942,3063,5284,4329,965,1744,2768,2842,372,440,5637,461,944,33007,5985,13992,14615,46057,41007,20403,19925,34977,44046,48320,36686,30928,5722,8655,11214,5342,30682,246,14771,16013,370,6887,7257,3872,2728,1144,76,690,1223,1208,508,167,1988,1688,103,81,12,12080
11680600,1123060,대치1동,6654,5039,4468,4575,3649,4116,2497717911,1573471130,476073132,956223142,2938164846,6299156090,8534426725,54426607479,2.62E+11,46408764811,3.71E+11,5787,80641,157562,136029,380019,16,91,159,2843,392,461,6,618,353,11,963,146,13,476,27,386,6945,10319,7206,9349,35104,28021,13380,17612,27140,26138,28957,29850,23805,6858,3650,9421,3877,23764,41,11993,11896,5,6868,6873,1013,583,430,22,119,289,410,144,29,777,182,24,24,6,14360
11680610,1123079,대치2동,7062,6122.5,4762,5773,4340,5094,5432888565,8007486422,914297192,926508308,2242472764,5865343580,5649119432,1.46E+11,3.58E+11,82007079528,5.93E+11,20165,368814,1064052,1092736,2545767,32,3017,162,2702,3045,13136,2546,873,1821,4917,2953,312,285,8423,892,892,46323,10557,14873,16081,56380,47733,24753,24195,33765,49975,62209,44983,37038,8317,7445,13460,7820,36880,158,18757,18366,127,9998,10125,3579,2341,1238,68,469,1034,1255,617,136,2099,1293,113,67,7,15069
11680630,1123063,대치4동,7373,6316.5,5294,6059,4529,5367,8626978681,5052906265,682667798,2451276554,2557658457,8449596009,12674253135,2.00E+11,4.10E+11,66986095946,6.90E+11,20128,304682,801984,889159,2015953,16,531,91,2396,2552,7049,2233,895,2131,1143,3022,322,139,4210,221,950,28360,9344,13740,12483,44026,37492,18127,21672,26545,36753,47754,38918,19237,2901,6340,7011,2986,18956,281,9203,10175,464,1985,2449,3756,2513,1243,95,649,1296,1109,471,136,2478,1124,95,55,4,10306
11680640,1123064,역삼1동,7611,6851.5,5794,6771,4950,5951,32240606460,19698893023,2793027588,7353162637,14487982299,3671066132,24555192867,1.12E+12,6.61E+11,1.71E+11,1.97E+12,69761,668057,1494293,1578267,3810378,44,9452,752,3463,12026,22289,14797,5448,6306,12464,14405,1064,1158,36901,1371,4903,147147,5591,48494,33451,110232,105746,55375,43513,66304,109988,147730,98962,35409,2203,17422,10397,5389,34328,1081,16845,17809,1217,2678,3895,15116,11039,4077,364,2791,5127,4383,1900,551,7576,6736,636,153,15,21372
11680650,1123065,역삼2동,6616,5520,4801,5363,4123,4791,3923936518,4062844933,1433489681,1088812304,2387490538,1248202494,2636244581,1.46E+11,1.59E+11,41831017895,3.50E+11,10270,145464,185891,143741,485366,26,2452,63,1155,3638,5879,3224,1149,2665,4870,1991,335,549,4910,1024,908,34812,11283,19305,19293,63730,55741,26890,29919,49201,58909,63866,50988,37321,8191,9343,14458,5331,36989,332,17333,19683,297,8691,8988,3489,2500,989,69,528,1135,1120,499,138,1758,1563,119,43,6,15305
11680655,1123066,도곡1동,6580,5555,4684,5349,4103,4783,1945098532,2039397429,290886673,482809182,3730286607,676890514,1619345594,73598818560,1.06E+11,50893998973,2.32E+11,8712,182215,258939,217176,667042,23,1347,0,692,315,2425,1581,2820,704,313,988,295,105,3592,144,483,15804,7294,10572,11720,43659,35699,16533,20093,36288,37906,35872,32731,20914,3899,5462,7074,4481,20776,138,10041,11171,129,5802,5931,1656,1158,498,38,232,485,565,268,68,995,564,40,54,3,8974
11680656,1123067,도곡2동,6603,5025,4493,4860,3883,4411,3016825943,2138486444,744025513,1070405822,1625231411,933795404,1366164716,71728387245,1.29E+11,44477089501,2.47E+11,6395,221291,332277,260283,820246,20,2158,84,963,837,5230,3485,348,766,2501,1500,276,232,2132,230,416,21296,7455,7859,10440,36666,29515,13366,17848,29617,30985,30048,27409,32768,7282,6685,11724,7080,32670,98,15238,17569,45,9727,9772,1970,1333,637,43,225,632,687,317,66,1041,842,42,40,5,13615
11680660,1123068,개포1동,6273,4949.5,4061,4726,3713,4261,48472354,400247558,12024540,33363515,121778958,35573524,70051471,2502827132,7199745706,4159174820,13931799129,1094,43133,54515,18844,117586,18,116,21,218,32,212,0,53,236,0,54,0,474,0,0,94,1510,1763,2230,3042,11164,8743,4136,4967,9341,9401,7918,8314,6912,1136,1376,2139,2263,6892,20,3342,3548,7,1499,1506,490,312,178,9,35,82,168,162,34,436,28,4,17,5,3599
11680670,1123080,개포2동,7394,6174,5284,6068,4624,5413,996108584,695295566,88668522,130032229,603405885,789342254,1163850444,15492585189,53222721028,15281826886,85160983547,4064,143534,159738,76731,384067,31,28,15,1171,72,546,26,206,392,18,462,71,25,117,14,261,3424,5877,6504,8370,32003,25102,11854,14528,25595,26904,24269,23643,34192,7523,8153,12011,6507,34097,95,13734,14530,62,6681,6743,902,512,390,17,116,215,319,194,41,751,82,13,43,13,9948
11680690,1123071,개포4동,6589,4785,4095,4547,3757,4166,1371496816,1994774596,216063712,641420709,941498946,292587075,1373578540,41491445424,74211523292,21652471318,1.39E+11,1758,72594,77275,39127,190754,29,2468,74,547,49,3328,385,681,375,322,621,249,94,1585,254,582,11679,2757,4747,5457,19446,15851,7543,8665,16748,16546,15354,14757,23614,3833,6706,7844,5234,23434,180,11370,12208,258,3451,3709,2403,1767,636,29,295,803,869,354,53,1520,795,36,45,7,8563
11680700,1123076,세곡동,7011,5655,4555,5350,4213,4825,1301478497,1710949661,233181190,468270717,994944382,596474668,638918412,43576182560,63878942442,17578312618,1.26E+11,10702,206099,167860,76460,461121,64,42,40,340,35,773,0,593,147,47,277,37,505,35,138,120,3138,13756,11397,13188,56039,45469,21014,26179,50243,46068,40635,44932,43960,8284,11603,14154,9931,43784,176,20429,22864,758,11467,12225,897,597,300,15,165,240,265,171,41,711,130,18,25,13,18782
11680720,1123072,일원본동,6624,4985,4227,4661,3788,4239,631750057,1999900856,100652183,282107759,1781016959,475194859,835595119,31960077928,63629899125,28915722241,1.25E+11,4927,182597,233997,85089,506610,27,6,44,684,59,294,0,6411,194,7,312,60,20,0,0,144,8235,6080,5688,8021,31954,25320,11888,13987,26853,27388,24204,22834,22906,5087,4874,7998,4953,22882,24,11389,11605,104,6884,6988,526,297,229,10,49,125,208,116,18,429,34,18,36,9,8384
11680730,1123073,일원1동,6033,4438,3647,4208,3464,3846,1602090708,919188089,63969727,622798039,1017589678,190353893,1690175120,38632510853,48990658168,17697932590,1.07E+11,1887,39406,41817,19088,102198,15,595,21,602,27,511,57,365,69,968,520,182,10,201,67,273,4609,2130,4317,4922,19717,15672,7510,8037,15759,16410,15385,15133,14884,1660,4228,4274,4728,14749,135,7229,7652,506,3033,3539,1917,1579,338,12,141,250,698,678,138,1706,151,23,32,5,4641
