adminCode,adminCode2,Dong,salary_23,salary_45,salary_6a,salary_male,salary_female,salary_avg,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_01,sales_23,sales_45,sales_6ab,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_교육 서비스업,workers_금융 및 보험업,workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_01,popLiv_23,popLiv_45,popLiv_6a,popLiv_total,popLiv_male,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_01,popReg_23,popReg_45,popReg_6a,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11260600,1107061,중화1동,5680,4048,3381,3860,3182,3549,537138902,848575347,61128588,377842016,615247230,248678392,499648189,18809998636,32052007136,11827340775,63188994736,27119,307357,227587,151445,713508,14,184,17,592,27,664,150,349,104,54,243,18,35,52,637,303,3458,2828,4199,4330,19159,15132,7123,8139,17446,15236,13019,14828,19232,2209,5620,5686,5718,19045,187,9462,9764,738,2120,2858,1047,712,335,13,99,291,414,197,33,915,67,12,45,8,5613
11260610,1107062,중화2동,5396,3712,3127,3527,3002,3283,2404723106,2331815927,599375871,797385455,1477417225,67421162,2382328998,67580509410,90918225767,35113659441,1.96E+11,15185,233500,171444,119750,539879,28,361,91,114,129,1296,115,370,113,297,1051,177,661,175,1106,577,6657,3138,6933,8515,33982,26516,12859,13428,27877,25494,24545,28149,24773,1976,7230,7748,7819,24334,439,12592,11946,2199,868,3067,2136,1372,764,43,225,513,822,427,106,1923,142,14,51,6,6202
11260620,1107064,묵1동,5667,4495.5,3701,4237,3418,3857,2348925172,2192379139,443720343,652935056,1124730730,291872312,1851645039,60553454230,81575627627,26970941902,1.71E+11,4703,67646,82372,64405,219126,30,724,51,578,87,1185,63,415,184,47,686,229,27,87,339,481,5260,4374,7184,7902,32350,25827,12059,13849,28872,25224,22357,26854,34217,4849,9489,10928,8954,33997,220,16376,17821,788,6568,7356,1515,983,532,37,196,386,543,295,58,1295,138,25,50,7,10717
11260630,1107065,묵2동,5594,4001.5,3429,3849,3130,3513,1152683331,2012699310,203621861,456171485,788035032,157752522,778661068,37051702697,55340518369,24350318582,1.18E+11,15030,188044,127771,66680,397525,19,245,45,342,27,936,44,250,106,193,531,63,14,37,710,388,3931,2569,5428,6075,23341,18750,8751,9958,20636,17967,16755,19643,18653,1957,5355,5881,5463,18398,255,9014,9392,996,1652,2648,1775,1248,527,35,204,438,690,339,69,1592,121,9,46,7,5601
11260655,1107073,망우본동,5484,4004.5,3368,3811,3136,3498,2888539666,3690805721,571974715,690927665,2763385731,230637913,2036452497,81643214357,1.36E+11,57701865837,2.77E+11,17397,216914,222028,127651,583990,56,445,99,972,291,1982,54,1346,224,178,1137,307,954,94,1698,565,10415,5939,11202,12501,49091,39092,18026,21345,40082,38683,37767,39834,36008,4609,10640,10591,10174,35594,414,17544,17941,1822,3446,5268,2890,1965,925,52,285,703,1115,604,131,2564,202,46,67,11,10105
11260660,1107068,망우3동,5290,3656.5,3143,3548,2944,3262,724685485,878275156,254500756,190503108,273613686,113898025,582061898,17660790501,31141460816,8652558729,58036871944,6290,62155,43256,22892,134593,11,125,18,306,17,377,6,196,30,98,212,24,353,0,1188,154,3104,1649,3105,3664,15447,11835,5600,6336,14027,11944,9994,11376,16243,1608,4226,5188,5223,15876,367,8050,7892,1348,61,1409,1089,705,384,20,101,280,420,219,49,1009,43,4,29,4,5203
11260680,1107069,신내1동,5760,4379,3673,4191,3420,3841,2775496863,1434865684,244651747,840021719,1743068782,884278059,3194707120,59665326086,1.03E+11,34286281701,2.00E+11,19902,341511,223534,108509,693456,48,319,381,477,69,932,104,2079,180,92,676,92,1508,48,270,371,7671,7271,8975,10638,43332,34389,15963,19148,36567,34086,31854,35050,38419,6409,9070,12072,10877,38265,154,18386,19684,436,11411,11847,1777,1234,543,31,207,468,661,349,61,1528,143,31,69,6,12801
11260690,1107070,신내2동,5686,4503,3663,4327,3417,3908,1251103343,874845546,215964497,340989135,1541136322,839882254,1480992712,36459770094,78340639451,18234469423,1.35E+11,6552,92421,109054,96024,304051,21,17,1831,705,38,551,55,600,192,78,424,50,46,55,22,263,4927,2927,4517,5298,22399,17292,7950,9624,19256,17217,15678,17018,20036,2613,4942,6311,6178,19952,84,9545,10540,9,8425,8434,1143,720,423,18,135,317,425,212,36,989,94,11,34,15,6917
11290525,1108081,성북동,5943,4667.5,3966,4405,3635,4037,1533684584,1495452599,55343376,92946040,266394161,79263586,500813396,25110000874,43484977053,15716172106,84811963429,12050,141023,158307,106631,418011,50,159,40,749,110,731,427,247,97,440,846,106,30,285,92,442,4801,3316,6275,6592,25721,20877,9548,11408,21221,21384,20241,20661,16809,1845,5435,5208,4328,16184,625,7580,8724,2391,630,3021,1077,650,427,25,136,296,336,190,94,798,168,48,53,10,4813
11290555,1108082,삼선동,5865,4743,3745,4479,3545,4033,3168810418,4329607774,482567951,563486731,2721767362,1125153018,3804135983,1.03E+11,1.57E+11,54493022262,3.18E+11,31006,519183,680436,478136,1708761,40,158,1950,1717,199,1445,65,615,152,579,977,177,31,274,306,393,9044,4030,9604,7792,31150,26175,11729,14562,25154,25717,26466,27363,23101,2660,7846,6962,5638,22473,628,10676,11847,2002,2897,4899,1889,1142,747,46,255,533,607,340,108,1592,179,51,53,14,5748
11290575,1108083,동선동,5776,4409.5,3375,4051,3209,3605,6041729861,3327042058,1135304819,1282460098,1723772028,908696040,11894988471,1.94E+11,1.24E+11,23369682777,3.53E+11,23349,111746,190045,214320,539460,18,521,26,2770,88,1240,400,511,183,491,1908,201,143,147,188,664,9481,4395,10907,6338,29594,25300,10606,15014,23669,24578,26518,26436,15954,1466,7739,3742,3009,15079,875,6371,8914,1129,1086,2215,1899,1144,755,73,366,522,548,284,106,1620,190,40,41,8,3442
11290580,1108058,돈암1동,5970,4754.5,3761,4533,3626,4107,370726731,181644293,64526461,96850960,416839121,556703820,298055437,7913843144,24122282424,7502646192,39836827197,14942,128321,144875,123606,411744,10,23,14,596,7,142,0,161,121,0,95,18,5,5,58,96,1341,2553,3474,3858,17091,13040,5859,7632,15107,12929,11011,13112,14489,1847,3817,4529,4297,14385,104,6740,7679,164,5341,5505,387,246,141,6,40,101,127,87,26,327,21,10,26,3,4198
11290590,1108059,돈암2동,6350,5254,4008,5112,3946,4577,77566689,242665623,2303960,41421346,149957896,162348638,85213517,3896593753,8769704654,2781308540,15532820464,3272,80367,60483,22090,166212,29,9,62,385,55,153,34,145,200,603,76,37,0,19,0,146,1924,3199,3673,4551,17797,14110,6277,8337,17618,13781,10665,14378,23565,4358,5548,8298,5362,23460,105,11138,12438,47,7791,7838,369,202,167,4,43,112,121,76,13,313,18,18,18,2,7634
11290600,1108060,안암동,5797,4358,3633,3961,3213,3604,4627271504,2861537243,91366339,996422189,773486955,122176450,9353886732,1.41E+11,62639589071,17263677680,2.30E+11,9471,131528,268980,180027,590006,32,221,14,4411,70,1208,269,2607,116,257,1635,142,49,339,361,436,12135,3418,13730,5188,29866,26496,13201,12903,22060,27994,30803,25129,17248,1370,9416,3509,2957,15123,2125,7588,7453,1179,1209,2388,1454,1016,438,50,271,440,423,199,71,1080,259,73,38,4,3124
11290610,1108061,보문동,5744,4186.5,3455,3959,3223,3610,931332310,1694465288,92849808,549037480,448195100,194448248,873944089,34362499319,41114598177,11733354663,88084396248,9983,178029,149805,96175,433992,10,424,116,304,82,1004,44,444,92,509,377,29,168,137,622,371,4737,2249,5314,4933,19853,16372,7550,8628,17677,16313,14945,16551,16719,2057,5727,5117,3819,16312,407,7840,8499,988,2491,3479,1442,1053,389,20,135,359,523,312,93,1303,90,20,21,8,4442
11290620,1108062,정릉1동,6108,4772.5,3666,4571,3617,4129,743147875,917457732,59034218,409131996,668813802,313573659,1320326327,25504538911,37331518912,11500219584,75656603734,10514,143602,106923,51682,312721,13,83,53,140,27,288,0,280,104,14,269,32,26,19,162,153,1650,2868,3766,4485,17456,13906,6350,7942,15299,13138,12050,15136,18121,2972,4727,5874,4550,17894,227,8607,9389,577,4535,5112,755,489,266,11,87,180,246,177,54,686,25,13,27,4,6147
11290630,1108063,정릉2동,5764,4421,3624,4231,3398,3843,1055360345,757536056,74693654,348630332,772772683,408728773,1272357698,27552466043,40819557185,14053994863,83698375789,4139,59764,118181,58507,240591,55,151,36,331,58,524,5,395,96,8,348,88,216,5,127,237,2625,3322,5505,5892,24146,19191,8725,10711,21738,18720,16270,20035,22893,2954,6239,7136,6564,22657,236,11004,11721,923,3105,4028,898,599,299,22,101,213,290,203,69,799,44,13,34,8,6396
11290640,1108064,정릉3동,5517,4078.5,3299,3722,3145,3474,1114394608,815046782,113660608,238646327,159089141,40547375,3133600351,36478469576,20934959460,6315560646,66862590033,13889,220215,206077,107780,547961,28,12,15,2364,12,255,37,128,5,86,443,31,237,46,104,314,4089,2590,7646,3657,20045,16777,8439,8533,16514,17618,17338,15636,16638,1583,6464,3984,4609,15176,1462,7604,7647,1537,756,2293,687,433,254,18,59,156,237,163,54,552,40,34,54,7,3647
11290650,1108065,정릉4동,5768,4550,3620,4326,3454,3929,1098767137,1359971364,96276309,245059954,1085395696,207821542,1704479842,34651934896,52715593926,21924859035,1.11E+11,22367,267077,359612,188076,837132,34,90,19,856,32,324,42,349,83,51,377,105,863,11,138,233,3578,2974,5222,5452,23413,18227,8373,10161,20986,17821,15495,18605,24842,3375,6362,8060,7048,24417,425,11735,12720,590,5173,5763,876,585,291,12,104,216,282,199,63,757,41,18,54,6,7265
11290660,1108066,길음1동,6656,5141,3920,5026,3913,4509,1582304598,1517872663,99790107,420084006,1394394740,759284370,2159055976,46446242647,82178590214,19575422463,1.50E+11,27902,483634,373046,208192,1092774,30,0,59,742,92,550,0,599,288,101,589,51,57,5,82,329,3544,10586,9262,11401,44175,35618,15861,21854,40889,34179,30513,36891,34896,8049,7182,12992,6677,34745,151,16514,18366,97,11470,11567,1098,609,489,16,159,279,305,237,102,997,49,10,31,11,10882
11290685,1108068,길음2동,5704,4462,3438,4187,3401,3820,770847441,805075157,42517769,179427244,549353085,464958151,930994690,23420634441,41722045525,15132051130,81205725786,9778,83985,129994,96471,320228,22,122,20,225,21,1580,273,659,141,143,817,137,33,78,127,287,4663,3702,5328,6306,23881,19217,8601,11010,19467,18141,18990,20268,21822,4097,5526,7537,4664,21674,148,10360,11185,519,5152,5671,1198,653,545,28,230,341,327,211,61,1014,138,11,30,5,5059
11290705,1108084,종암동,6033,4571,3609,4370,3526,3980,2255340262,1910777586,461110549,573753740,1693469812,870209905,1652491324,61240989807,1.01E+11,27809867736,1.92E+11,2999,66311,65570,48929,183809,54,231,700,853,330,1020,28,676,211,78,920,163,27,35,1045,405,6722,7173,12486,11307,47931,38991,18177,21275,42742,38920,35258,39045,40050,5836,11848,12404,9971,38095,1955,18916,19335,1419,8072,9491,2006,1271,735,36,232,561,660,397,120,1806,104,21,63,12,10720
11290715,1108071,월곡1동,6025,4525.5,3640,4347,3538,3969,1290264949,1399118806,141398808,815694159,1549503056,319513591,956598229,34286038056,64471989869,21890570690,1.22E+11,7017,110572,123139,80701,321429,24,244,72,526,164,1061,38,531,223,356,510,67,24,24,666,463,4969,5081,6791,7413,29625,23858,10921,13537,25234,23523,22490,24185,26152,4201,6295,8677,6980,25925,227,12541,13465,1021,6228,7249,1353,897,456,21,156,337,487,270,82,1182,89,30,44,8,7513
11290725,1108072,월곡2동,5841,4449,3668,4185,3394,3829,2169932217,1837607651,258924932,630696703,1117154983,253884944,2347867440,58151013602,70925969820,22327690462,1.54E+11,16075,290523,241036,150157,697791,34,25,17,1271,69,1014,56,919,133,168,904,147,44,1036,1072,316,7191,3792,7831,6905,29267,23853,10969,12932,23811,23323,23723,24553,19785,2362,6582,5603,5241,19188,597,9267,10007,1213,3384,4597,1606,1035,571,35,211,481,549,253,77,1381,128,46,44,7,5330
11290760,1108076,장위1동,5431,3849,3159,3653,3112,3400,686233192,703118591,67373521,169852513,382773485,113592940,662062030,15757601395,26087240180,9804107028,52311010633,9794,126954,91253,39929,267930,33,61,24,228,46,440,0,262,12,6,242,15,0,0,796,173,2305,3688,5834,6765,26485,21081,9680,11710,24526,20645,17648,21504,24006,3396,6510,7827,6275,23798,208,11727,12247,1482,90,1572,1054,687,367,20,103,251,387,231,62,988,23,7,31,5,6521
11290770,1108077,장위2동,5516,3893.5,3315,3680,3164,3444,892122214,927008263,84575237,311076120,660185869,156341308,568949376,19496817409,46254391946,21589794317,87909953048,12434,193467,153796,96131,455828,29,351,72,254,52,808,27,338,48,240,479,20,187,24,1328,254,4496,1455,3219,3590,14992,11688,5352,6278,12667,11814,10828,11444,13595,1353,3727,4121,4396,13363,232,6607,6846,1751,347,2098,1638,1059,579,34,154,390,620,330,110,1527,61,9,34,7,3311
11290780,1108078,장위3동,5530,4170,3334,3921,3251,3625,345645758,700169224,81131735,129353559,380148068,158970833,346796216,11408495655,23919597674,8197501877,43872391422,5856,77586,65582,34763,183787,35,127,44,336,8,694,0,262,40,63,263,61,820,10,999,214,3967,1258,2367,2488,9931,7962,3870,4155,8910,7932,7012,7996,15920,2934,4428,5210,3349,15772,148,7679,8028,909,4619,5528,902,647,255,11,79,211,352,195,54,812,52,7,27,4,5160
11290810,1108085,석관동,5733,4160,3484,3930,3285,3642,2497279516,1820944893,179901472,417616932,916780213,239225121,1758604492,53420451230,77048384400,26805406158,1.59E+11,28623,378887,303512,202573,913595,30,336,56,1983,101,1525,25,347,179,53,904,199,477,34,983,371,7659,4248,7752,8185,34485,27316,12762,14576,29454,26568,24792,28448,35250,3891,10067,10623,10672,34380,870,17090,17487,2582,4830,7412,2102,1390,712,40,243,534,742,439,104,1906,126,13,42,15,9738
11305534,1109069,삼양동,5529,3991.5,3276,3783,3182,3504,689339309,1402049896,42975595,520451871,1597704406,507644896,1062342130,30165036675,61833835901,26197193213,1.19E+11,11959,184359,117331,51586,365235,32,52,21,442,24,580,12,383,79,35,326,90,205,5,591,280,3125,3802,5696,7085,29613,22809,10918,12184,25979,22395,19539,23324,23011,2759,5655,7445,7153,22819,192,11464,11555,1885,2647,4532,1159,744,415,15,116,276,413,251,88,1051,25,12,63,8,5972
11305535,1109070,미아동,5466,3894.5,3222,3678,3077,3389,2100215818,2249823599,236663879,680542240,1813064842,142982044,2409643485,60015940395,82612847945,33953097619,1.79E+11,22685,280578,289135,170818,763216,26,298,269,726,446,932,30,740,153,220,878,88,30,48,600,553,6088,2429,7291,7202,29762,23688,11122,12224,22782,23677,24379,23914,21692,1903,6705,6386,6700,21136,556,10184,11016,1470,1100,2570,1655,1030,625,44,214,418,607,290,82,1482,99,31,40,3,4830
11305545,1109071,송중동,5478,3984.5,3291,3731,3140,3448,4857867951,3885672779,304017266,724418236,1857724322,212217602,5055506465,1.34E+11,1.27E+11,41356567478,3.07E+11,22129,220440,376197,372476,991242,56,179,157,611,344,1331,219,506,148,561,1851,195,63,86,642,515,7408,5560,10050,11531,46305,36306,16331,20396,36652,35197,35608,37768,29774,3321,8149,9427,8878,29146,628,14142,15240,1991,2985,4976,2004,1292,712,36,309,492,701,377,89,1735,175,26,60,8,6965
11305555,1109072,송천동,5557,3974,3204,3760,3170,3483,2088878331,1766013387,192437519,618198433,1453406916,237233190,1874953298,50510898029,80950747565,29847574424,1.63E+11,39307,519355,441483,239794,1239939,17,190,245,757,139,1285,52,533,157,64,889,68,178,209,1313,616,6723,4221,6861,8787,35531,27208,12470,15234,27856,27128,26346,27503,25875,2268,6342,8211,9060,25459,416,12670,12957,3011,1255,4266,2188,1370,818,37,240,515,796,419,181,1987,108,22,63,8,5807
11305575,1109073,삼각산동,6155,4851,3877,4820,3698,4302,1009691570,913577054,100132110,205893990,1058798448,755546127,764745951,24661855714,57950073311,14866597594,98243272570,10148,82529,80589,39661,212927,20,0,44,509,46,271,0,299,114,0,257,43,0,0,38,124,1745,5561,5084,6733,26379,20857,9496,12386,24377,20554,17407,21092,30887,6272,6553,11287,6779,30778,109,14769,16007,50,11291,11341,761,462,299,19,131,223,243,115,30,706,19,3,27,6,9426
11305595,1109060,번1동,5469,3880.5,3332,3664,3079,3380,2754400340,4450660288,723086261,1550632463,1800376399,370904611,3456611475,1.20E+11,1.11E+11,32386966459,2.67E+11,44157,599776,572664,442125,1658722,25,169,389,390,1885,1420,79,658,219,572,1208,303,234,112,393,564,8659,1763,5227,5366,21240,17013,8114,8688,17315,16439,16649,17652,18592,1516,5998,5717,5363,18091,501,9193,9035,1672,880,2552,1733,1079,654,50,243,449,625,301,65,1429,249,16,33,6,4736
11305603,1109061,번2동,5352,3920,3313,3746,3077,3432,263326097,389303571,129177403,198469188,283514518,13112552,263466739,9540871603,14992048409,6134710904,30931097655,8228,114169,94269,45762,262428,36,66,304,127,0,351,43,475,76,235,128,93,369,14,411,188,3011,1763,2883,3728,16064,12196,5766,6456,14533,12179,10413,11657,15295,1407,3604,4670,5618,15210,85,7433,7969,290,2625,2915,650,504,146,6,57,148,255,143,41,527,52,23,36,12,3705
11305608,1109062,번3동,5415,4104.5,3296,3845,3208,3553,688396445,1003833295,71313676,444320121,829429989,179307909,573364113,21873472751,39942046022,14591038300,76979921186,7962,98643,75839,30197,212641,36,41,43,275,15,331,0,211,85,13,222,116,205,13,288,292,2150,2324,3249,4478,19393,14515,6489,8235,16745,14192,12397,14728,16315,1848,3255,4988,6228,16251,64,7707,8764,35,6861,6896,866,652,214,14,67,191,313,229,52,763,41,20,36,6,4501
11305615,1109063,수유1동,5394,3779.5,3125,3584,3027,3321,979464968,2733002813,377003781,279554128,1238728890,142539919,1199108460,41565714058,85496753000,47176387972,1.75E+11,21123,176316,153039,64944,415422,39,150,61,659,96,1103,0,536,78,80,604,124,510,38,580,430,5049,2318,4583,5085,21826,16891,7753,9155,19385,17203,14745,16232,20491,2049,5772,6174,6499,20230,261,10019,10352,1541,622,2163,1462,908,554,22,152,304,540,329,115,1314,57,19,61,11,5633
11305625,1109064,수유2동,5488,4100.5,3408,3845,3271,3584,1343397280,858704189,74378513,336020858,913883325,243793443,887650400,28502266607,47590743405,20954693027,97935353439,9798,132202,95214,52751,289965,15,253,59,179,71,760,38,492,70,850,476,80,50,41,482,466,4413,2495,4511,5613,23638,18067,8128,10005,19491,16987,16473,19319,20986,2175,5198,6436,7180,20823,163,9951,10968,868,2640,3508,1357,865,492,20,167,328,483,275,84,1206,52,12,84,3,5375
11305635,1109065,수유3동,5368,3781,3132,3545,2995,3276,6391524347,3885631399,321234317,1048089336,1915489564,62194922,5393196990,1.66E+11,1.31E+11,49771109644,3.52E+11,28934,174042,215515,212091,630582,23,148,1143,197,717,1298,130,577,145,52,2116,323,52,197,546,472,8113,2848,9462,8635,34539,28254,13407,14339,27615,26388,27987,31027,23882,1792,8192,7020,6882,23065,817,11390,11640,1793,301,2094,2305,1367,938,60,358,539,848,391,109,2083,155,18,42,7,4984
11305645,1109074,우이동,5395,3989.5,3328,3783,3166,3498,2499515378,1477708794,88924071,285650010,422462987,84876139,887678894,31641566955,57675131941,25946922580,1.16E+11,16615,187347,177938,74695,456595,37,77,25,104,31,474,10,197,50,51,866,137,997,15,103,223,3360,2532,5030,5553,23886,18408,8381,10123,19701,18185,17317,18431,20318,2203,4980,6302,6836,20152,166,9751,10503,1134,856,1990,996,616,380,19,110,204,353,243,67,895,38,15,45,3,5882
11305660,1109075,인수동,5306,3874.5,3211,3668,3072,3384,1143470419,1160557370,81070963,261774736,639922077,283642480,647196575,27720489192,44196495449,17658308980,90222490196,11256,110300,99314,47839,268709,50,165,102,593,53,641,53,1152,54,563,534,74,320,148,476,382,5310,4348,7127,8508,36610,28186,12832,15469,32042,28115,24817,27770,29816,3270,7241,9191,10123,29602,214,14327,15423,1817,670,2487,1518,1027,491,18,150,299,566,368,117,1372,55,18,63,10,7567
11320511,1110059,창1동,5656,4520,3621,4314,3415,3901,1549365517,1250506477,105223464,355350258,1412232914,280773798,1449568906,45012719422,56986240148,18505735771,1.22E+11,7368,97953,70730,39444,215495,21,42,46,428,64,659,53,332,143,173,361,75,32,19,122,217,2766,3227,5593,6516,26447,20647,9666,11228,22106,20390,19200,20892,24417,3216,6328,7956,6923,24277,140,11623,12773,399,7314,7713,1361,964,397,14,129,299,495,341,83,1250,56,9,40,6,8140
11320512,1110060,창2동,5448,4098,3438,3902,3187,3567,779625540,1549096852,37182273,321141696,722018045,429125701,870086297,30035107025,53517092339,17801252547,1.02E+11,3882,66125,52330,26012,148349,24,17,45,236,26,762,0,609,108,48,334,53,396,11,1043,257,3945,4372,8118,8689,36180,28651,13621,15062,33661,27621,24076,29247,28832,3591,7884,9307,8053,28537,295,13941,14781,665,2942,3607,1368,914,454,20,152,382,500,261,53,1250,59,8,46,5,8170
11320513,1110061,창3동,5451,3896,3295,3724,3119,3450,850924916,602025152,59035434,169575779,666604465,125708619,339774335,16849091963,33770768728,11906773675,62866408701,5553,102773,134772,107940,351038,15,44,23,178,10,444,0,218,55,0,319,23,0,12,287,148,1761,1650,2346,3425,13178,10220,4772,5531,11752,9841,8818,10470,13528,1553,3133,4454,4391,13438,90,6784,6815,1083,1163,2246,961,620,341,17,98,229,371,207,39,901,24,3,29,4,3649
11320514,1110062,창4동,5867,4902,3904,4743,3594,4232,1941639286,1487496212,233653646,508733080,1065098040,584700364,1939817817,45639143426,74945562626,19387785000,1.42E+11,21395,367631,349091,206165,944282,36,210,473,825,330,1510,36,292,408,286,664,309,566,347,68,229,6562,4891,7325,9121,36024,28106,13161,15522,29242,28540,26671,27972,26038,3867,6510,8758,6903,25933,105,12521,13534,916,10045,10961,1293,860,433,20,125,340,496,261,51,1036,179,23,46,9,8528
11320515,1110063,창5동,5760,4787.5,4024,4530,3553,4089,2141202486,2190994329,450269884,1001968797,2628429625,749279605,2314546938,68630883518,1.17E+11,38935909648,2.27E+11,25888,76448,116836,80016,299188,18,215,129,803,126,918,18,800,256,88,962,140,303,72,176,584,5590,3368,5468,6097,25541,20053,9019,11222,19509,19407,19672,21625,24262,3034,6827,7483,6923,24149,113,11629,12650,146,6948,7094,2150,1637,513,22,218,443,800,551,116,1905,149,19,69,8,7801
11320521,1110064,도봉1동,5345,3899.5,3270,3666,3088,3410,2148846879,1737199187,1906803276,313574950,815899732,72137135,841586953,36749112756,87445983824,48760869995,1.74E+11,13767,113899,112993,65661,306320,37,196,45,414,64,986,42,311,76,79,785,94,1069,78,441,407,5157,2210,3944,5810,25379,18771,9211,9463,19192,18964,18472,18456,20541,1730,4474,6215,8129,20388,153,10273,10237,1140,1107,2247,1673,1078,595,26,137,403,648,350,109,1448,117,19,81,8,6697
11320522,1110065,도봉2동,5690,4409,3668,4168,3383,3820,1164648461,1178319452,204640649,360520562,506873223,232852106,532643765,21937463070,44959516930,18603855784,86033479549,19574,314223,235085,105279,674161,45,125,780,422,134,811,18,349,734,214,499,104,892,391,144,405,6028,2961,4428,5682,24616,18711,8855,9991,19858,18934,17040,19014,26212,2884,6190,7716,9428,26081,131,12847,13395,495,8553,9048,1459,962,497,31,147,358,486,357,80,1262,114,21,54,8,8430
11320660,1110051,쌍문1동,5493,4028.5,3372,3853,3201,3555,743034096,1758454380,38005077,185450030,409992932,295883969,1191034840,27325335777,41337547462,13624643054,83478561133,3451,100965,94111,41169,239696,43,34,21,1352,18,448,12,507,48,27,362,66,338,0,190,145,3568,3042,5077,4937,22690,17391,7550,10327,19292,17404,15718,17149,21421,2507,5594,6605,6717,20951,470,10089,10920,948,1971,2919,910,609,301,26,74,219,327,203,61,800,41,17,44,8,6449
11320670,1110052,쌍문2동,5384,4008.5,3391,3816,3120,3488,1386216208,1564074561,177831961,721352867,1449881022,663191650,2235478967,42752247074,75643100023,26693656758,1.47E+11,14429,117809,95874,52001,280113,15,216,48,410,91,776,17,688,103,195,491,81,360,46,358,438,4318,2912,4609,5239,22413,17333,7908,9683,18406,16720,16182,18024,18387,2076,4686,5787,5840,18244,143,8781,9645,645,2973,3618,1278,818,460,22,161,347,473,228,47,1101,101,8,62,6,4956
11320680,1110053,쌍문3동,5533,4018.5,3331,3787,3140,3480,1123682511,1430088812,72662818,265339391,1052505931,268982279,722684351,33283690260,54309417123,22962712214,1.11E+11,12366,81683,81571,57342,232962,16,164,17,143,37,640,414,879,60,42,419,51,21,87,292,197,3483,2611,4747,5015,21424,16879,7594,9307,17352,16852,15692,17619,16902,1720,4967,5193,5027,16746,156,8119,8740,814,1930,2744,960,630,330,20,133,259,328,177,43,849,61,11,35,4,3861
11320681,1110054,쌍문4동,5570,4566.5,3993,4496,3442,4009,407173817,1080141923,26592108,257893983,464886538,491779334,1360479734,14624821256,39293308160,12572444467,67851053617,5233,81796,63097,25145,175271,15,7,15,700,23,217,0,108,95,0,133,27,0,0,0,102,1427,2803,3282,3880,16962,12999,5854,7613,14121,13224,11764,12886,18317,2834,4471,5960,5053,18268,49,8644,9691,91,6120,6211,611,381,230,13,47,140,239,145,27,560,10,13,27,1,5448
11320690,1110055,방학1동,5602,4390,3681,4143,3373,3798,2970275041,2954675528,207861269,1007207656,1996983338,661824620,2530404320,74709192044,1.32E+11,47570712206,2.57E+11,19434,187288,171665,99139,477526,32,158,1583,485,223,1890,13,997,241,52,1255,196,1137,267,446,757,9700,3357,5771,7435,29235,22761,10819,12083,21243,21961,23635,24206,28345,3369,6929,9143,8910,28102,243,14033,14259,1070,4495,5565,2346,1433,913,48,270,663,884,396,85,2060,161,19,93,13,10216
11320700,1110056,방학2동,5298,3703,3204,3561,2960,3301,658713835,1063082022,66516071,204297052,686624921,153047994,851015192,22372566675,42965506235,18126814692,84315902794,3935,59629,46760,20846,131170,20,97,22,191,24,589,0,252,0,5,263,33,6,5,429,221,2137,1671,2695,3635,15964,11878,5573,6413,13116,11502,10763,12130,19185,2026,4391,6184,6587,18991,194,9699,9518,1072,234,1306,1222,806,416,14,121,301,478,251,57,1135,21,12,51,3,4880
11320710,1110057,방학3동,5624,4557.5,3910,4445,3460,4009,973791506,963539299,167290837,126841487,656025106,189193399,583859610,17554810468,40775771745,15884739157,74799180980,9358,128360,88699,35129,261546,29,53,45,517,40,338,0,474,148,7,293,52,373,13,26,161,2540,4133,4997,6376,28377,21323,9723,12221,26018,20900,17108,21267,26471,4135,5891,8344,8104,26404,67,12828,13658,65,9237,9302,863,601,262,10,67,206,337,197,46,766,33,7,50,7,8435
11350560,1111051,월계1동,5825,4388,3590,4155,3356,3801,3081927511,1678832677,130917460,722638724,1274275824,445214073,5318270849,81105135303,76454970922,23227226282,1.86E+11,8006,108277,145249,122917,384449,45,58,14,1094,40,578,32,401,81,245,827,113,539,49,344,320,4735,3667,7729,6064,27753,22497,11690,10920,23212,22212,21639,22927,21535,2568,6609,6356,6004,20886,649,10815,10147,638,4503,5141,1421,937,484,18,180,400,469,292,62,1261,76,23,59,2,6905
