salary_avg,house_total,business_total,sales_sum,transport_sum,bus_sum,workers_total,popLiv_total,popReg_total,business_total.1,car_total,adminCode,adminCode2,Dong,Cluster
3515,2854,500,78513255365.0,122402,20,2513,15904,20216,992,5682,11530760,1117065,개봉3동,2
3496,4938,743,174000000000.0,417781,15,4372,16304,23241,1091,6904,11530770,1117067,오류1동,0
3718,10224,807,143000000000.0,673823,60,7051,53023,38416,1518,14220,11530780,1117068,오류2동,5
3564,1844,609,76792351107.0,760457,45,5003,23548,23229,1199,8127,11530790,1117069,수궁동,0
3421,3652,11980,982000000000.0,2238178,105,145192,59529,26631,13045,20104,11545510,1118051,가산동,4
3544,10847,3004,240000000000.0,739351,68,21878,36621,47919,3866,17714,11545610,1118052,독산1동,5
3271,1590,665,91828174573.0,280736,8,2726,14010,19428,1162,5227,11545620,1118053,독산2동,2
3339,2882,1516,161000000000.0,451560,21,7477,21521,27140,2189,7440,11545630,1118054,독산3동,0
3286,1480,657,81498130020.0,325490,14,3138,11409,16391,989,4464,11545640,1118055,독산4동,2
3562,6403,2297,329000000000.0,743788,43,13578,27535,33929,2905,11703,11545670,1118057,시흥1동,3
3957,7650,201,32867823402.0,193968,19,1385,15624,20775,563,7167,11545680,1118058,시흥2동,0
3511,587,2964,51556782746.0,107794,17,10040,10082,10599,3360,4340,11545690,1118059,시흥3동,2
3429,2536,381,71585531514.0,220826,24,1556,11330,20504,847,6244,11545700,1118060,시흥4동,2
3410,2869,663,102000000000.0,349338,35,2988,11413,19151,1154,5407,11545710,1118061,시흥5동,0
4002,4821,832,216000000000.0,878755,17,4631,18713,22654,1476,6174,11560515,1119073,영등포본동,0
3849,5703,6046,796000000000.0,1524041,41,34242,52310,30980,6519,10480,11560535,1119074,영등포동,1
5227,10683,8162,845000000000.0,4025897,55,148229,94599,32869,8164,21157,11560540,1119054,여의동,4
4108,4882,2834,187000000000.0,937887,20,16460,25019,21178,3288,7825,11560550,1119055,당산1동,0
4416,9250,1714,289000000000.0,1612633,47,18730,37283,37175,2426,12829,11560560,1119056,당산2동,5
3719,2832,529,74253398048.0,150273,24,2600,14061,19648,1009,5714,11560585,1119075,도림동,2
4413,8895,4600,274000000000.0,936632,42,37898,39458,32479,5401,14080,11560605,1119076,문래동,5
4014,3670,2015,101000000000.0,355845,22,20326,18585,18620,3339,9852,11560610,1119061,양평1동,0
4281,4923,1784,121000000000.0,493578,33,17961,27553,22620,2195,12009,11560620,1119062,양평2동,3
3615,2845,746,137000000000.0,559582,24,5299,18607,20734,1181,4923,11560630,1119063,신길1동,0
3620,4308,652,89205926292.0,189086,24,2397,12845,17235,1013,4898,11560650,1119065,신길3동,2
3712,3314,295,32271564668.0,120339,11,1589,8023,13052,549,3681,11560660,1119066,신길4동,2
3545,1408,298,42712314555.0,117580,19,2093,10753,11133,702,3509,11560670,1119067,신길5동,2
3880,4200,714,149000000000.0,549108,24,4016,18935,19471,1321,5314,11560680,1119068,신길6동,0
4166,6420,358,50772416849.0,488712,32,3065,17240,19967,546,6685,11560690,1119069,신길7동,0
3477,3236,755,120000000000.0,164007,17,3880,15985,16368,1191,4911,11560700,1119070,대림1동,2
3489,2999,909,166000000000.0,138114,12,4090,18618,17582,1342,4078,11560710,1119071,대림2동,2
3743,5326,1681,147000000000.0,1154437,41,9609,24214,25234,2850,8018,11560720,1119072,대림3동,3
4258,9345,2429,426000000000.0,1849780,52,11141,34839,32335,2275,8720,11590510,1120072,노량진1동,5
3568,1641,681,232000000000.0,398637,12,4833,18038,11265,1465,2510,11590520,1120052,노량진2동,2
4326,10004,1085,278000000000.0,1556154,45,6999,45676,46469,1684,12530,11590530,1120053,상도1동,5
3680,6913,856,184000000000.0,579931,34,4271,21683,28000,1265,8296,11590540,1120054,상도2동,3
3654,1951,579,117000000000.0,250931,34,2261,17317,24535,929,5762,11590550,1120055,상도3동,0
4356,2131,445,107000000000.0,204588,33,2469,23136,28510,980,6920,11590560,1120056,상도4동,0
3677,8302,1156,237000000000.0,655899,50,9164,33902,31020,1528,9127,11590605,1120071,흑석동,3
4323,1776,1499,264000000000.0,253212,12,9442,24589,23030,1850,5524,11590620,1120063,사당1동,0
4340,7145,1228,309000000000.0,1496765,32,4954,33022,28689,1586,7997,11590630,1120073,사당2동,3
3842,5819,543,75200432952.0,177111,22,3758,19207,24118,980,7137,11590640,1120065,사당3동,0
3975,1679,392,85329218003.0,350372,3,1422,13865,14130,671,3490,11590650,1120066,사당4동,2
4288,2177,244,28801579666.0,126113,29,1319,11050,14395,490,4212,11590651,1120067,사당5동,2
4257,8034,1115,240000000000.0,1280323,49,11906,40380,36348,1628,10581,11590660,1120068,대방동,5
4169,5429,744,104000000000.0,181561,13,4398,22083,25121,1049,7645,11590670,1120069,신대방1동,0
3538,3782,900,191000000000.0,436742,28,22200,25130,22412,1229,5643,11590680,1120070,신대방2동,0
4180,2740,1008,144000000000.0,326787,25,6050,17087,24667,1421,6144,11620525,1121052,보라매동,0
4105,4840,237,50522487804.0,211921,7,866,11414,15025,442,4433,11620545,1121054,청림동,2
3621,9044,439,66779102433.0,275817,31,2172,22481,28741,835,8363,11620565,1121079,성현동,3
3648,4694,1042,218000000000.0,503166,17,5626,23617,29666,1427,6288,11620575,1121057,행운동,0
3479,2070,954,255000000000.0,466992,36,8052,24258,17990,1247,3944,11620585,1121058,낙성대동,0
3418,5612,1442,320000000000.0,118228,16,11005,38113,37252,1909,7564,11620595,1121080,청룡동,3
3602,7086,1069,187000000000.0,411429,44,6787,28135,33181,1643,8725,11620605,1121078,은천동,3
3849,1963,713,192000000000.0,107364,9,4826,15671,15787,1465,2986,11620615,1121061,중앙동,2
3345,2150,690,140000000000.0,1011489,24,4102,24473,26131,1094,5906,11620625,1121062,인헌동,0
3353,2571,657,158000000000.0,2294297,7,5469,23847,18135,913,5038,11620630,1121063,남현동,0
3439,1764,942,347000000000.0,2445587,21,6844,22064,23668,1302,5054,11620645,1121064,서원동,0
3332,2036,577,78215638609.0,78201,10,2038,16814,18691,829,3301,11620655,1121065,신원동,2
3125,2802,495,87249017043.0,407211,24,2313,17318,24549,904,5507,11620665,1121066,서림동,0
4016,1951,861,125000000000.0,1770522,18,4090,20712,24760,906,5107,11620685,1121068,신사동_관,0
3398,2073,1420,334000000000.0,648308,17,5417,28169,24176,1634,4633,11620695,1121069,신림동,0
3491,4318,171,38244964634.0,170113,15,1895,10245,14997,398,4856,11620715,1121071,난향동,2
3664,2089,1370,162000000000.0,5225673,26,6114,27396,20895,2066,4718,11620725,1121072,조원동,0
3620,3108,1323,185000000000.0,718487,53,12113,32663,26871,1724,4945,11620735,1121073,대학동,3
3382,6556,509,64820327276.0,285728,31,1872,19021,20520,1051,6120,11620745,1121082,삼성동,0
5009,4788,908,138000000000.0,460723,38,5477,20407,30515,1585,8381,11620765,1121083,미성동,3
5115,2411,423,82364888078.0,328707,21,1872,17619,26411,918,6377,11620775,1121081,난곡동,0
4963,4970,3140,358000000000.0,1552022,31,29048,31348,20496,3655,16814,11650510,1122051,서초1동,1
5825,6382,4310,402000000000.0,3009609,45,46480,46985,27047,4520,9900,11650520,1122052,서초2동,1
5301,6412,6800,555000000000.0,2136827,75,69013,63546,32418,7518,15292,11650530,1122053,서초3동,1
5680,9096,2793,700000000000.0,375342,39,25370,41724,30550,2954,11850,11650531,1122054,서초4동,5
5032,10667,2027,261000000000.0,414646,25,15909,32951,26398,2446,9927,11650540,1122055,잠원동,3
5853,4794,584,91843620956.0,92585,4,2264,3781,283,655,2362,11650550,1122056,반포본동,2
5574,7004,1404,281000000000.0,615936,22,8952,32685,34547,1645,11692,11650560,1122057,반포1동,3
5329,6546,379,88374034013.0,295649,20,2202,16009,15749,460,5847,11650570,1122058,반포2동,0
5194,7183,860,207000000000.0,416442,13,6458,25001,23784,958,7837,11650580,1122059,반포3동,3
4656,3952,3309,813000000000.0,3055166,32,27773,44109,19448,3579,7046,11650581,1122060,반포4동,1
4478,3814,1329,198000000000.0,219476,23,10540,17649,20711,1669,8191,11650590,1122061,방배본동,0
5039,2351,1431,235000000000.0,636887,21,12514,20387,16830,1756,7371,11650600,1122062,방배1동,0
4923,2901,1400,228000000000.0,292555,36,17476,21488,18436,1976,6250,11650610,1122063,방배2동,0
4631,4710,734,73702569459.0,761110,47,11072,17705,17194,1184,7073,11650620,1122064,방배3동,0
4198,4241,1782,256000000000.0,303556,26,14183,26881,23339,2403,7902,11650621,1122065,방배4동,0
4580,11315,2946,342000000000.0,2120348,70,35763,54303,42671,3707,21321,11650651,1122066,양재1동,5
4024,1295,4758,328000000000.0,706948,47,47028,37819,21713,5332,12855,11650652,1122067,양재2동,1
4567,5325,377,38978408482.0,280979,60,5671,24771,17365,644,8312,11650660,1122068,내곡동,3
5558,3925,4570,996000000000.0,758978,16,28815,37366,15787,3098,7876,11680510,1123051,신사동_강,1
5255,2654,5131,833000000000.0,2065923,18,39403,44155,22023,5770,10529,11680521,1123052,논현1동,1
5331,3468,5392,580000000000.0,1588942,26,58249,44603,20811,5731,10295,11680531,1123053,논현2동,1
5006,8012,4089,973000000000.0,2055959,24,31573,44114,25805,4360,12272,11680545,1123077,압구정동,1
6447,7683,4064,832000000000.0,363582,24,38204,42769,25392,4597,11850,11680565,1123078,청담동,1
5709,3328,3595,890000000000.0,1747304,33,56107,41622,12662,4292,8378,11680580,1123058,삼성1동,1
4513,7257,3183,371000000000.0,931163,24,33007,41007,30928,3872,12080,11680590,1123059,삼성2동,5
4116,6873,863,371000000000.0,380019,16,6945,28021,23805,1013,14360,11680600,1123060,대치1동,3
5094,10125,3167,593000000000.0,2545767,32,46323,47733,37038,3579,15069,11680610,1123079,대치2동,5
5367,2449,3099,690000000000.0,2015953,16,28360,37492,19237,3756,10306,11680630,1123063,대치4동,1
5951,3895,13674,1970000000000.0,3810378,44,147147,105746,35409,15116,21372,11680640,1123064,역삼1동,4
4791,8988,3109,350000000000.0,485366,26,34812,55741,37321,3489,15305,11680650,1123065,역삼2동,5
4783,5931,1309,232000000000.0,667042,23,15804,35699,20914,1656,8974,11680655,1123066,도곡1동,3
4411,9772,1746,247000000000.0,820246,20,21296,29515,32768,1970,13615,11680656,1123067,도곡2동,5
4261,1506,230,13931799129.0,117586,18,1510,8743,6912,490,3599,11680660,1123068,개포1동,2
5413,6743,676,85160983547.0,384067,31,3424,25102,34192,902,9948,11680670,1123080,개포2동,3
4166,3709,2007,139000000000.0,190754,29,11679,15851,23614,2403,8563,11680690,1123071,개포4동,0
4825,12225,355,126000000000.0,461121,64,3138,45469,43960,897,18782,11680700,1123076,세곡동,5
4239,6988,220,125000000000.0,506610,27,8235,25320,22906,526,8384,11680720,1123072,일원본동,3
3846,3539,660,107000000000.0,102198,15,4609,15672,14884,1917,4641,11680730,1123073,일원1동,2
4362,7243,1249,152000000000.0,1154545,16,16569,23109,14263,1650,5261,11680750,1123075,수서동,0
4086,2488,367,56847579970.0,197892,6,2531,15119,12772,785,4332,11710510,1124051,풍납1동,2
4039,6034,674,144000000000.0,877024,24,14376,35695,24326,1188,7921,11710520,1124052,풍납2동,3
3738,1952,474,64846704815.0,374715,5,2392,12458,12260,895,4131,11710531,1124053,거여1동,2
3762,4748,626,116000000000.0,91511,10,3842,16628,23746,1082,5929,11710532,1124054,거여2동,0
4546,3312,447,62140891808.0,308178,14,1656,12252,18528,998,5933,11710540,1124055,마천1동,2
3894,2259,759,119000000000.0,193630,10,4056,14645,18089,1343,5779,11710550,1124056,마천2동,2
5730,2273,1013,179000000000.0,317516,8,9163,17406,15338,1359,6826,11710561,1124057,방이1동,0
4406,1554,2389,416000000000.0,384200,14,18659,37147,26511,3030,7876,11710562,1124058,방이2동,3
4015,6039,432,65577116036.0,673821,25,4183,18563,17769,533,6695,11710566,1124059,오륜동,0
4846,7583,1577,223000000000.0,593468,35,14566,37231,37957,3214,13855,11710570,1124060,오금동,5
3869,1672,1589,215000000000.0,538228,11,10996,30292,23875,2528,7718,11710580,1124061,송파1동,0
3803,4695,608,111000000000.0,62291,9,4713,17854,18931,938,6722,11710590,1124062,송파2동,0
4447,1576,1918,288000000000.0,775961,18,14242,28967,31603,2722,9988,11710600,1124063,석촌동,3
4078,956,1276,272000000000.0,223144,12,10014,29329,29726,1969,8944,11710610,1124064,삼전동,0
4683,5307,3009,298000000000.0,278069,25,27026,39073,25788,3647,12638,11710620,1124065,가락본동,3
4458,9761,3097,162000000000.0,982905,10,11090,28270,27611,2954,11407,11710631,1124066,가락1동,3
4883,6690,1193,246000000000.0,582639,22,8940,26474,31573,1936,10988,11710632,1124067,가락2동,3
4270,3404,1045,147000000000.0,129134,17,6661,20640,19791,1397,10929,11710641,1124068,문정1동,0
4373,6216,2240,391000000000.0,1054935,18,11286,41918,28891,2802,14066,11710642,1124069,문정2동,3
3997,8522,797,141000000000.0,401309,39,11040,33167,29053,3032,11057,11710646,1124070,장지동,3
5714,1738,2393,599000000000.0,522915,11,16389,35533,28383,479,8821,11710650,1124071,잠실본동,3
5418,11291,648,173000000000.0,786159,7,3816,29881,35000,1523,12331,11710670,1124079,잠실2동,3
5288,11372,1244,313000000000.0,546449,20,9232,48766,34134,1444,12002,11710680,1124080,잠실3동,5
5320,6899,307,85184685067.0,632622,7,1684,20216,21243,2445,10094,11710690,1124075,잠실4동,3
5591,5994,1559,437000000000.0,3606263,15,31220,42768,16666,196,12816,11710710,1124077,잠실6동,1
4091,4548,123,35258758258.0,567949,3,931,9955,9434,782,3619,11710720,1124078,잠실7동,2
4404,11669,436,88831957871.0,340423,48,16346,51336,33082,912,12836,11740515,1125051,강일동,5
4931,7018,1273,265000000000.0,455363,23,5495,26048,25572,1655,8325,11740530,1125053,명일1동,3
4446,4348,1062,214000000000.0,418102,17,4658,16063,17306,1304,5862,11740540,1125054,명일2동,0
3706,7178,265,37331697154.0,106129,22,1860,24902,23937,581,8722,11740550,1125055,고덕1동,0
3821,6144,362,43968193797.0,146346,15,1958,21100,22904,1798,7892,11740560,1125056,고덕2동,0
4331,3929,1073,164000000000.0,88925,14,4581,27382,34324,1892,10350,11740570,1125072,암사1동,3
4734,4316,521,95657365862.0,574082,7,3970,15059,15035,819,5030,11740580,1125058,암사2동,2
3646,5017,325,76200176326.0,100203,8,1791,13644,17506,596,6284,11740590,1125059,암사3동,2
3692,3621,759,108000000000.0,326816,15,4459,31092,26623,1504,8796,11740600,1125061,천호1동,0
3708,4129,2749,474000000000.0,133392,30,13623,45047,33836,3685,9508,11740610,1125073,천호2동,3
4127,5646,1267,213000000000.0,70807,10,6922,27309,26765,1816,7587,11740620,1125063,천호3동,0
3687,3475,1784,171000000000.0,454657,20,15643,23985,19775,2090,8286,11740640,1125065,성내1동,0
3870,3019,1324,215000000000.0,1732484,16,6942,24568,23414,1950,6502,11740650,1125066,성내2동,0
3915,3303,1782,306000000000.0,141741,14,9738,27052,22984,2422,7122,11740660,1125067,성내3동,0
4756,9549,2635,420000000000.0,517897,36,17639,56160,45225,3968,15958,11740685,1125074,길동,5
4207,6873,260,4997140661.0,331987,9,1220,4720,74,416,562,11740690,1125070,둔촌1동,2
4206,5554,998,149000000000.0,487627,29,8495,27695,24212,1565,8063,11740700,1125071,둔촌2동,3
