"동별","연령별","항목","단위","2023. 1/4",
"대방동","10~14세","한국인","","1742",
"대방동","10~14세","외국인","","10",
"대방동","15~19세","계","","1966",
"대방동","15~19세","한국인","","1961",
"대방동","15~19세","외국인","","5",
"대방동","20~24세","계","","2645",
"대방동","20~24세","한국인","","2617",
"대방동","20~24세","외국인","","28",
"대방동","25~29세","계","","3592",
"대방동","25~29세","한국인","","3550",
"대방동","25~29세","외국인","","42",
"대방동","30~34세","계","","2863",
"대방동","30~34세","한국인","","2833",
"대방동","30~34세","외국인","","30",
"대방동","35~39세","계","","2109",
"대방동","35~39세","한국인","","2076",
"대방동","35~39세","외국인","","33",
"대방동","40~44세","계","","2758",
"대방동","40~44세","한국인","","2723",
"대방동","40~44세","외국인","","35",
"대방동","45~49세","계","","3081",
"대방동","45~49세","한국인","","3057",
"대방동","45~49세","외국인","","24",
"대방동","50~54세","계","","3368",
"대방동","50~54세","한국인","","3335",
"대방동","50~54세","외국인","","33",
"대방동","55~59세","계","","2403",
"대방동","55~59세","한국인","","2374",
"대방동","55~59세","외국인","","29",
"대방동","60~64세","계","","2322",
"대방동","60~64세","한국인","","2298",
"대방동","60~64세","외국인","","24",
"대방동","65~69세","계","","1846",
"대방동","65~69세","한국인","","1842",
"대방동","65~69세","외국인","","4",
"대방동","70~74세","계","","1470",
"대방동","70~74세","한국인","","1465",
"대방동","70~74세","외국인","","5",
"대방동","75~79세","계","","1035",
"대방동","75~79세","한국인","","1034",
"대방동","75~79세","외국인","","1",
"대방동","80~84세","계","","802",
"대방동","80~84세","한국인","","802",
"대방동","80~84세","외국인","","0",
"대방동","85~89세","계","","409",
"대방동","85~89세","한국인","","405",
"대방동","85~89세","외국인","","4",
"대방동","90~94세","계","","155",
"대방동","90~94세","한국인","","155",
"대방동","90~94세","외국인","","0",
"대방동","95~99세","계","","33",
"대방동","95~99세","한국인","","33",
"대방동","95~99세","외국인","","0",
"대방동","100세 이상","계","","6",
"대방동","100세 이상","한국인","","6",
"대방동","100세 이상","외국인","","0",
"신대방1동","계","계","","25121",
"신대방1동","계","한국인","","23359",
"신대방1동","계","외국인","","1762",
"신대방1동","0~4세","계","","533",
"신대방1동","0~4세","한국인","","507",
"신대방1동","0~4세","외국인","","26",
"신대방1동","5~9세","계","","869",
"신대방1동","5~9세","한국인","","816",
"신대방1동","5~9세","외국인","","53",
"신대방1동","10~14세","계","","1111",
"신대방1동","10~14세","한국인","","1076",
"신대방1동","10~14세","외국인","","35",
"신대방1동","15~19세","계","","1218",
"신대방1동","15~19세","한국인","","1194",
"신대방1동","15~19세","외국인","","24",
"신대방1동","20~24세","계","","1520",
"신대방1동","20~24세","한국인","","1480",
"신대방1동","20~24세","외국인","","40",
"신대방1동","25~29세","계","","2046",
"신대방1동","25~29세","한국인","","1992",
"신대방1동","25~29세","외국인","","54",
"신대방1동","30~34세","계","","1749",
"신대방1동","30~34세","한국인","","1636",
"신대방1동","30~34세","외국인","","113",
"신대방1동","35~39세","계","","1588",
"신대방1동","35~39세","한국인","","1439",
"신대방1동","35~39세","외국인","","149",
"신대방1동","40~44세","계","","1867",
"신대방1동","40~44세","한국인","","1727",
"신대방1동","40~44세","외국인","","140",
"신대방1동","45~49세","계","","2105",
"신대방1동","45~49세","한국인","","1966",
"신대방1동","45~49세","외국인","","139",
"신대방1동","50~54세","계","","2349",
"신대방1동","50~54세","한국인","","2105",
"신대방1동","50~54세","외국인","","244",
"신대방1동","55~59세","계","","1990",
"신대방1동","55~59세","한국인","","1684",
"신대방1동","55~59세","외국인","","306",
"신대방1동","60~64세","계","","1996",
"신대방1동","60~64세","한국인","","1725",
"신대방1동","60~64세","외국인","","271",
"신대방1동","65~69세","계","","1497",
"신대방1동","65~69세","한국인","","1383",
"신대방1동","65~69세","외국인","","114",
"신대방1동","70~74세","계","","1008",
"신대방1동","70~74세","한국인","","965",
"신대방1동","70~74세","외국인","","43",
"신대방1동","75~79세","계","","764",
"신대방1동","75~79세","한국인","","758",
"신대방1동","75~79세","외국인","","6",
"신대방1동","80~84세","계","","554",
"신대방1동","80~84세","한국인","","551",
"신대방1동","80~84세","외국인","","3",
"신대방1동","85~89세","계","","246",
"신대방1동","85~89세","한국인","","244",
"신대방1동","85~89세","외국인","","2",
"신대방1동","90~94세","계","","93",
"신대방1동","90~94세","한국인","","93",
"신대방1동","90~94세","외국인","","0",
"신대방1동","95~99세","계","","17",
"신대방1동","95~99세","한국인","","17",
"신대방1동","95~99세","외국인","","0",
"신대방1동","100세 이상","계","","1",
"신대방1동","100세 이상","한국인","","1",
"신대방1동","100세 이상","외국인","","0",
"신대방2동","계","계","","22412",
"신대방2동","계","한국인","","22177",
"신대방2동","계","외국인","","235",
"신대방2동","0~4세","계","","626",
"신대방2동","0~4세","한국인","","623",
"신대방2동","0~4세","외국인","","3",
"신대방2동","5~9세","계","","852",
"신대방2동","5~9세","한국인","","848",
"신대방2동","5~9세","외국인","","4",
"신대방2동","10~14세","계","","899",
"신대방2동","10~14세","한국인","","894",
"신대방2동","10~14세","외국인","","5",
"신대방2동","15~19세","계","","917",
"신대방2동","15~19세","한국인","","913",
"신대방2동","15~19세","외국인","","4",
"신대방2동","20~24세","계","","1300",
"신대방2동","20~24세","한국인","","1278",
"신대방2동","20~24세","외국인","","22",
"신대방2동","25~29세","계","","2464",
"신대방2동","25~29세","한국인","","2433",
"신대방2동","25~29세","외국인","","31",
"신대방2동","30~34세","계","","2175",
"신대방2동","30~34세","한국인","","2159",
"신대방2동","30~34세","외국인","","16",
"신대방2동","35~39세","계","","1705",
"신대방2동","35~39세","한국인","","1678",
"신대방2동","35~39세","외국인","","27",
"신대방2동","40~44세","계","","1815",
"신대방2동","40~44세","한국인","","1792",
"신대방2동","40~44세","외국인","","23",
"신대방2동","45~49세","계","","1682",
"신대방2동","45~49세","한국인","","1672",
"신대방2동","45~49세","외국인","","10",
"신대방2동","50~54세","계","","1720",
"신대방2동","50~54세","한국인","","1702",
"신대방2동","50~54세","외국인","","18",
"신대방2동","55~59세","계","","1389",
"신대방2동","55~59세","한국인","","1357",
"신대방2동","55~59세","외국인","","32",
"신대방2동","60~64세","계","","1373",
"신대방2동","60~64세","한국인","","1347",
"신대방2동","60~64세","외국인","","26",
"신대방2동","65~69세","계","","1113",
"신대방2동","65~69세","한국인","","1101",
"신대방2동","65~69세","외국인","","12",
"신대방2동","70~74세","계","","839",
"신대방2동","70~74세","한국인","","838",
"신대방2동","70~74세","외국인","","1",
"신대방2동","75~79세","계","","715",
"신대방2동","75~79세","한국인","","715",
"신대방2동","75~79세","외국인","","0",
"신대방2동","80~84세","계","","519",
"신대방2동","80~84세","한국인","","519",
"신대방2동","80~84세","외국인","","0",
"신대방2동","85~89세","계","","226",
"신대방2동","85~89세","한국인","","226",
"신대방2동","85~89세","외국인","","0",
"신대방2동","90~94세","계","","64",
"신대방2동","90~94세","한국인","","63",
"신대방2동","90~94세","외국인","","1",
"신대방2동","95~99세","계","","17",
"신대방2동","95~99세","한국인","","17",
"신대방2동","95~99세","외국인","","0",
"신대방2동","100세 이상","계","","2",
"신대방2동","100세 이상","한국인","","2",
"신대방2동","100세 이상","외국인","","0",
"흑석동","계","계","","31020",
"흑석동","계","한국인","","28722",
"흑석동","계","외국인","","2298",
"흑석동","0~4세","계","","861",
"흑석동","0~4세","한국인","","850",
"흑석동","0~4세","외국인","","11",
"흑석동","5~9세","계","","1343",
"흑석동","5~9세","한국인","","1339",
"흑석동","5~9세","외국인","","4",
"흑석동","10~14세","계","","1117",
"흑석동","10~14세","한국인","","1111",
"흑석동","10~14세","외국인","","6",
"흑석동","15~19세","계","","1121",
"흑석동","15~19세","한국인","","1081",
"흑석동","15~19세","외국인","","40",
"흑석동","20~24세","계","","3271",
"흑석동","20~24세","한국인","","2083",
"흑석동","20~24세","외국인","","1188",
"흑석동","25~29세","계","","2926",
"흑석동","25~29세","한국인","","2228",
"흑석동","25~29세","외국인","","698",
"흑석동","30~34세","계","","2023",
"흑석동","30~34세","한국인","","1870",
"흑석동","30~34세","외국인","","153",
"흑석동","35~39세","계","","2031",
"흑석동","35~39세","한국인","","1957",
"흑석동","35~39세","외국인","","74",
"흑석동","40~44세","계","","2366",
"흑석동","40~44세","한국인","","2332",
"흑석동","40~44세","외국인","","34",
"흑석동","45~49세","계","","2099",
"흑석동","45~49세","한국인","","2083",
"흑석동","45~49세","외국인","","16",
"흑석동","50~54세","계","","2492",
"흑석동","50~54세","한국인","","2473",
"흑석동","50~54세","외국인","","19",
"흑석동","55~59세","계","","2227",
"흑석동","55~59세","한국인","","2207",
"흑석동","55~59세","외국인","","20",
"흑석동","60~64세","계","","2044",
"흑석동","60~64세","한국인","","2027",
"흑석동","60~64세","외국인","","17",
"흑석동","65~69세","계","","1633",
"흑석동","65~69세","한국인","","1628",
"흑석동","65~69세","외국인","","5",
"흑석동","70~74세","계","","1193",
"흑석동","70~74세","한국인","","1190",
"흑석동","70~74세","외국인","","3",
"흑석동","75~79세","계","","934",
"흑석동","75~79세","한국인","","928",
"흑석동","75~79세","외국인","","6",
"흑석동","80~84세","계","","742",
"흑석동","80~84세","한국인","","741",
"흑석동","80~84세","외국인","","1",
"흑석동","85~89세","계","","408",
"흑석동","85~89세","한국인","","406",
"흑석동","85~89세","외국인","","2",
"흑석동","90~94세","계","","149",
"흑석동","90~94세","한국인","","149",
"흑석동","90~94세","외국인","","0",
"흑석동","95~99세","계","","36",
"흑석동","95~99세","한국인","","36",
"흑석동","95~99세","외국인","","0",
"흑석동","100세 이상","계","","4",
"흑석동","100세 이상","한국인","","3",
"흑석동","100세 이상","외국인","","1",
"노량진1동","계","계","","32335",
"노량진1동","계","한국인","","31831",
"노량진1동","계","외국인","","504",
"노량진1동","0~4세","계","","758",
"노량진1동","0~4세","한국인","","756",
"노량진1동","0~4세","외국인","","2",
"노량진1동","5~9세","계","","874",
"노량진1동","5~9세","한국인","","867",
"노량진1동","5~9세","외국인","","7",
"노량진1동","10~14세","계","","861",
"노량진1동","10~14세","한국인","","855",
"노량진1동","10~14세","외국인","","6",
"노량진1동","15~19세","계","","1029",
"노량진1동","15~19세","한국인","","1002",
"노량진1동","15~19세","외국인","","27",
"노량진1동","20~24세","계","","2230",
"노량진1동","20~24세","한국인","","2097",
"노량진1동","20~24세","외국인","","133",
"노량진1동","25~29세","계","","3677",
"노량진1동","25~29세","한국인","","3566",
"노량진1동","25~29세","외국인","","111",
"노량진1동","30~34세","계","","3191",
"노량진1동","30~34세","한국인","","3138",
"노량진1동","30~34세","외국인","","53",
"노량진1동","35~39세","계","","2392",
"노량진1동","35~39세","한국인","","2357",
"노량진1동","35~39세","외국인","","35",
"노량진1동","40~44세","계","","2285",
"노량진1동","40~44세","한국인","","2243",
"노량진1동","40~44세","외국인","","42",
"노량진1동","45~49세","계","","1918",
"노량진1동","45~49세","한국인","","1903",
"노량진1동","45~49세","외국인","","15",
"노량진1동","50~54세","계","","2392",
"노량진1동","50~54세","한국인","","2378",
"노량진1동","50~54세","외국인","","14",
"노량진1동","55~59세","계","","2250",
"노량진1동","55~59세","한국인","","2223",
"노량진1동","55~59세","외국인","","27",
"노량진1동","60~64세","계","","2435",
"노량진1동","60~64세","한국인","","2412",
"노량진1동","60~64세","외국인","","23",
"노량진1동","65~69세","계","","2043",
"노량진1동","65~69세","한국인","","2037",
"노량진1동","65~69세","외국인","","6",
"노량진1동","70~74세","계","","1386",
"노량진1동","70~74세","한국인","","1384",
"노량진1동","70~74세","외국인","","2",
"노량진1동","75~79세","계","","1113",
"노량진1동","75~79세","한국인","","1112",
"노량진1동","75~79세","외국인","","1",
"노량진1동","80~84세","계","","866",
"노량진1동","80~84세","한국인","","866",
"노량진1동","80~84세","외국인","","0",
"노량진1동","85~89세","계","","453",
"노량진1동","85~89세","한국인","","453",
"노량진1동","85~89세","외국인","","0",
"노량진1동","90~94세","계","","139",
"노량진1동","90~94세","한국인","","139",
"노량진1동","90~94세","외국인","","0",
"노량진1동","95~99세","계","","36",
"노량진1동","95~99세","한국인","","36",
"노량진1동","95~99세","외국인","","0",
"노량진1동","100세 이상","계","","7",
"노량진1동","100세 이상","한국인","","7",
"노량진1동","100세 이상","외국인","","0",
"사당2동","계","계","","28689",
"사당2동","계","한국인","","28344",
"사당2동","계","외국인","","345",
"사당2동","0~4세","계","","838",
"사당2동","0~4세","한국인","","832",
"사당2동","0~4세","외국인","","6",
"사당2동","5~9세","계","","977",
"사당2동","5~9세","한국인","","972",
"사당2동","5~9세","외국인","","5",
"사당2동","10~14세","계","","817",
"사당2동","10~14세","한국인","","814",
"사당2동","10~14세","외국인","","3",
"사당2동","15~19세","계","","1016",
"사당2동","15~19세","한국인","","1009",
"사당2동","15~19세","외국인","","7",
"사당2동","20~24세","계","","1528",
"사당2동","20~24세","한국인","","1511",
"사당2동","20~24세","외국인","","17",
"사당2동","25~29세","계","","2054",
"사당2동","25~29세","한국인","","2027",
"사당2동","25~29세","외국인","","27",
"사당2동","30~34세","계","","2364",
"사당2동","30~34세","한국인","","2336",
"사당2동","30~34세","외국인","","28",
"사당2동","35~39세","계","","2176",
"사당2동","35~39세","한국인","","2143",
"사당2동","35~39세","외국인","","33",
"사당2동","40~44세","계","","2174",
"사당2동","40~44세","한국인","","2139",
"사당2동","40~44세","외국인","","35",
"사당2동","45~49세","계","","2108",
"사당2동","45~49세","한국인","","2087",
"사당2동","45~49세","외국인","","21",
"사당2동","50~54세","계","","2448",
"사당2동","50~54세","한국인","","2414",
"사당2동","50~54세","외국인","","34",
"사당2동","55~59세","계","","2110",
"사당2동","55~59세","한국인","","2043",
"사당2동","55~59세","외국인","","67",
"사당2동","60~64세","계","","2223",
"사당2동","60~64세","한국인","","2182",
"사당2동","60~64세","외국인","","41",
"사당2동","65~69세","계","","1981",
"사당2동","65~69세","한국인","","1965",
"사당2동","65~69세","외국인","","16",
"사당2동","70~74세","계","","1427",
"사당2동","70~74세","한국인","","1425",
"사당2동","70~74세","외국인","","2",
"사당2동","75~79세","계","","1164",
"사당2동","75~79세","한국인","","1163",
"사당2동","75~79세","외국인","","1",
"사당2동","80~84세","계","","804",
"사당2동","80~84세","한국인","","803",
"사당2동","80~84세","외국인","","1",
"사당2동","85~89세","계","","328",
"사당2동","85~89세","한국인","","328",
"사당2동","85~89세","외국인","","0",
"사당2동","90~94세","계","","117",
"사당2동","90~94세","한국인","","116",
"사당2동","90~94세","외국인","","1",
"사당2동","95~99세","계","","32",
"사당2동","95~99세","한국인","","32",
"사당2동","95~99세","외국인","","0",
"사당2동","100세 이상","계","","3",
"사당2동","100세 이상","한국인","","3",
"사당2동","100세 이상","외국인","","0",
"보라매동","계","계","","24667",
"보라매동","계","한국인","","24227",
"보라매동","계","외국인","","440",
"보라매동","0~4세","계","","385",
"보라매동","0~4세","한국인","","375",
"보라매동","0~4세","외국인","","10",
"보라매동","5~9세","계","","603",
"보라매동","5~9세","한국인","","593",
"보라매동","5~9세","외국인","","10",
"보라매동","10~14세","계","","600",
"보라매동","10~14세","한국인","","594",
"보라매동","10~14세","외국인","","6",
"보라매동","15~19세","계","","767",
"보라매동","15~19세","한국인","","761",
"보라매동","15~19세","외국인","","6",
"보라매동","20~24세","계","","1564",
"보라매동","20~24세","한국인","","1535",
"보라매동","20~24세","외국인","","29",
"보라매동","25~29세","계","","3276",
"보라매동","25~29세","한국인","","3225",
"보라매동","25~29세","외국인","","51",
"보라매동","30~34세","계","","2452",
"보라매동","30~34세","한국인","","2407",
"보라매동","30~34세","외국인","","45",
"보라매동","35~39세","계","","1733",
"보라매동","35~39세","한국인","","1682",
"보라매동","35~39세","외국인","","51",
"보라매동","40~44세","계","","1646",
"보라매동","40~44세","한국인","","1608",
"보라매동","40~44세","외국인","","38",
"보라매동","45~49세","계","","1568",
"보라매동","45~49세","한국인","","1544",
"보라매동","45~49세","외국인","","24",
"보라매동","50~54세","계","","1803",
"보라매동","50~54세","한국인","","1769",
"보라매동","50~54세","외국인","","34",
"보라매동","55~59세","계","","1645",
"보라매동","55~59세","한국인","","1590",
"보라매동","55~59세","외국인","","55",
"보라매동","60~64세","계","","1879",
"보라매동","60~64세","한국인","","1836",
"보라매동","60~64세","외국인","","43",
"보라매동","65~69세","계","","1578",
"보라매동","65~69세","한국인","","1553",
"보라매동","65~69세","외국인","","25",
"보라매동","70~74세","계","","1200",
"보라매동","70~74세","한국인","","1191",
"보라매동","70~74세","외국인","","9",
"보라매동","75~79세","계","","923",
"보라매동","75~79세","한국인","","921",
"보라매동","75~79세","외국인","","2",
"보라매동","80~84세","계","","657",
"보라매동","80~84세","한국인","","656",
"보라매동","80~84세","외국인","","1",
"보라매동","85~89세","계","","269",
"보라매동","85~89세","한국인","","269",
"보라매동","85~89세","외국인","","0",
"보라매동","90~94세","계","","93",
"보라매동","90~94세","한국인","","93",
"보라매동","90~94세","외국인","","0",
"보라매동","95~99세","계","","24",
"보라매동","95~99세","한국인","","23",
"보라매동","95~99세","외국인","","1",
"보라매동","100세 이상","계","","2",
"보라매동","100세 이상","한국인","","2",
"보라매동","100세 이상","외국인","","0",
"청림동","계","계","","15025",
"청림동","계","한국인","","14924",
"청림동","계","외국인","","101",
"청림동","0~4세","계","","530",
"청림동","0~4세","한국인","","528",
"청림동","0~4세","외국인","","2",
"청림동","5~9세","계","","550",
"청림동","5~9세","한국인","","547",
"청림동","5~9세","외국인","","3",
"청림동","10~14세","계","","529",
"청림동","10~14세","한국인","","529",
"청림동","10~14세","외국인","","0",
"청림동","15~19세","계","","606",
"청림동","15~19세","한국인","","606",
"청림동","15~19세","외국인","","0",
"청림동","20~24세","계","","708",
"청림동","20~24세","한국인","","697",
"청림동","20~24세","외국인","","11",
"청림동","25~29세","계","","1002",
"청림동","25~29세","한국인","","982",
"청림동","25~29세","외국인","","20",
"청림동","30~34세","계","","1231",
"청림동","30~34세","한국인","","1211",
"청림동","30~34세","외국인","","20",
"청림동","35~39세","계","","1177",
"청림동","35~39세","한국인","","1165",
"청림동","35~39세","외국인","","12",
"청림동","40~44세","계","","1219",
"청림동","40~44세","한국인","","1211",
"청림동","40~44세","외국인","","8",
"청림동","45~49세","계","","1141",
"청림동","45~49세","한국인","","1135",
"청림동","45~49세","외국인","","6",
"청림동","50~54세","계","","1249",
"청림동","50~54세","한국인","","1246",
"청림동","50~54세","외국인","","3",
"청림동","55~59세","계","","1068",
"청림동","55~59세","한국인","","1062",
"청림동","55~59세","외국인","","6",
"청림동","60~64세","계","","1133",
"청림동","60~64세","한국인","","1130",
"청림동","60~64세","외국인","","3",
"청림동","65~69세","계","","910",
"청림동","65~69세","한국인","","905",
"청림동","65~69세","외국인","","5",
"청림동","70~74세","계","","701",
"청림동","70~74세","한국인","","699",
"청림동","70~74세","외국인","","2",
"청림동","75~79세","계","","529",
"청림동","75~79세","한국인","","529",
"청림동","75~79세","외국인","","0",
"청림동","80~84세","계","","431",
"청림동","80~84세","한국인","","431",
"청림동","80~84세","외국인","","0",
"청림동","85~89세","계","","225",
"청림동","85~89세","한국인","","225",
"청림동","85~89세","외국인","","0",
"청림동","90~94세","계","","74",
"청림동","90~94세","한국인","","74",
"청림동","90~94세","외국인","","0",
"청림동","95~99세","계","","8",
"청림동","95~99세","한국인","","8",
"청림동","95~99세","외국인","","0",
"청림동","100세 이상","계","","4",
"청림동","100세 이상","한국인","","4",
"청림동","100세 이상","외국인","","0",
"행운동","계","계","","29666",
"행운동","계","한국인","","29159",
"행운동","계","외국인","","507",
"행운동","0~4세","계","","406",
"행운동","0~4세","한국인","","400",
"행운동","0~4세","외국인","","6",
"행운동","5~9세","계","","509",
"행운동","5~9세","한국인","","504",
"행운동","5~9세","외국인","","5",
"행운동","10~14세","계","","556",
"행운동","10~14세","한국인","","547",
"행운동","10~14세","외국인","","9",
"행운동","15~19세","계","","740",
"행운동","15~19세","한국인","","736",
"행운동","15~19세","외국인","","4",
"행운동","20~24세","계","","2522",
"행운동","20~24세","한국인","","2449",
"행운동","20~24세","외국인","","73",
"행운동","25~29세","계","","5480",
"행운동","25~29세","한국인","","5359",
"행운동","25~29세","외국인","","121",
"행운동","30~34세","계","","3878",
"행운동","30~34세","한국인","","3807",
"행운동","30~34세","외국인","","71",
"행운동","35~39세","계","","2217",
"행운동","35~39세","한국인","","2172",
"행운동","35~39세","외국인","","45",
"행운동","40~44세","계","","1929",
"행운동","40~44세","한국인","","1897",
"행운동","40~44세","외국인","","32",
"행운동","45~49세","계","","1605",
"행운동","45~49세","한국인","","1573",
"행운동","45~49세","외국인","","32",
"행운동","50~54세","계","","1873",
"행운동","50~54세","한국인","","1844",
"행운동","50~54세","외국인","","29",
"행운동","55~59세","계","","1614",
"행운동","55~59세","한국인","","1586",
"행운동","55~59세","외국인","","28",
"행운동","60~64세","계","","1771",
"행운동","60~64세","한국인","","1739",
"행운동","60~64세","외국인","","32",
"행운동","65~69세","계","","1506",
"행운동","65~69세","한국인","","1496",
"행운동","65~69세","외국인","","10",
"행운동","70~74세","계","","1211",
"행운동","70~74세","한국인","","1204",
"행운동","70~74세","외국인","","7",
"행운동","75~79세","계","","917",
"행운동","75~79세","한국인","","916",
"행운동","75~79세","외국인","","1",
"행운동","80~84세","계","","612",
"행운동","80~84세","한국인","","612",
"행운동","80~84세","외국인","","0",
"행운동","85~89세","계","","239",
"행운동","85~89세","한국인","","237",
"행운동","85~89세","외국인","","2",
"행운동","90~94세","계","","68",
"행운동","90~94세","한국인","","68",
"행운동","90~94세","외국인","","0",
"행운동","95~99세","계","","11",
"행운동","95~99세","한국인","","11",
"행운동","95~99세","외국인","","0",
"행운동","100세 이상","계","","2",
"행운동","100세 이상","한국인","","2",
"행운동","100세 이상","외국인","","0",
"낙성대동","계","계","","17990",
"낙성대동","계","한국인","","17425",
"낙성대동","계","외국인","","565",
"낙성대동","0~4세","계","","215",
"낙성대동","0~4세","한국인","","209",
"낙성대동","0~4세","외국인","","6",
"낙성대동","5~9세","계","","317",
"낙성대동","5~9세","한국인","","313",
"낙성대동","5~9세","외국인","","4",
"낙성대동","10~14세","계","","342",
"낙성대동","10~14세","한국인","","337",
"낙성대동","10~14세","외국인","","5",
"낙성대동","15~19세","계","","556",
"낙성대동","15~19세","한국인","","549",
"낙성대동","15~19세","외국인","","7",
"낙성대동","20~24세","계","","2144",
"낙성대동","20~24세","한국인","","2022",
"낙성대동","20~24세","외국인","","122",
"낙성대동","25~29세","계","","4020",
"낙성대동","25~29세","한국인","","3880",
"낙성대동","25~29세","외국인","","140",
"낙성대동","30~34세","계","","2586",
"낙성대동","30~34세","한국인","","2505",
"낙성대동","30~34세","외국인","","81",
"낙성대동","35~39세","계","","1301",
"낙성대동","35~39세","한국인","","1236",
"낙성대동","35~39세","외국인","","65",
"낙성대동","40~44세","계","","1051",
"낙성대동","40~44세","한국인","","1014",
"낙성대동","40~44세","외국인","","37",
"낙성대동","45~49세","계","","911",
"낙성대동","45~49세","한국인","","887",
"낙성대동","45~49세","외국인","","24",
"낙성대동","50~54세","계","","930",
"낙성대동","50~54세","한국인","","901",
"낙성대동","50~54세","외국인","","29",
"낙성대동","55~59세","계","","771",
"낙성대동","55~59세","한국인","","749",
"낙성대동","55~59세","외국인","","22",
"낙성대동","60~64세","계","","804",
"낙성대동","60~64세","한국인","","790",
"낙성대동","60~64세","외국인","","14",
"낙성대동","65~69세","계","","609",
"낙성대동","65~69세","한국인","","603",
"낙성대동","65~69세","외국인","","6",
"낙성대동","70~74세","계","","512",
"낙성대동","70~74세","한국인","","511",
"낙성대동","70~74세","외국인","","1",
"낙성대동","75~79세","계","","414",
"낙성대동","75~79세","한국인","","413",
"낙성대동","75~79세","외국인","","1",
"낙성대동","80~84세","계","","329",
"낙성대동","80~84세","한국인","","328",
"낙성대동","80~84세","외국인","","1",
"낙성대동","85~89세","계","","136",
"낙성대동","85~89세","한국인","","136",
"낙성대동","85~89세","외국인","","0",
"낙성대동","90~94세","계","","31",
"낙성대동","90~94세","한국인","","31",
"낙성대동","90~94세","외국인","","0",
"낙성대동","95~99세","계","","9",
"낙성대동","95~99세","한국인","","9",
"낙성대동","95~99세","외국인","","0",
"낙성대동","100세 이상","계","","2",
"낙성대동","100세 이상","한국인","","2",
"낙성대동","100세 이상","외국인","","0",
"중앙동","계","계","","15787",
"중앙동","계","한국인","","15413",
"중앙동","계","외국인","","374",
"중앙동","0~4세","계","","176",
"중앙동","0~4세","한국인","","173",
"중앙동","0~4세","외국인","","3",
"중앙동","5~9세","계","","191",
"중앙동","5~9세","한국인","","188",
"중앙동","5~9세","외국인","","3",
"중앙동","10~14세","계","","219",
"중앙동","10~14세","한국인","","218",
"중앙동","10~14세","외국인","","1",
"중앙동","15~19세","계","","362",
"중앙동","15~19세","한국인","","356",
"중앙동","15~19세","외국인","","6",
"중앙동","20~24세","계","","1526",
"중앙동","20~24세","한국인","","1457",
"중앙동","20~24세","외국인","","69",
"중앙동","25~29세","계","","3212",
"중앙동","25~29세","한국인","","3139",
"중앙동","25~29세","외국인","","73",
"중앙동","30~34세","계","","2202",
"중앙동","30~34세","한국인","","2148",
"중앙동","30~34세","외국인","","54",
"중앙동","35~39세","계","","1084",
"중앙동","35~39세","한국인","","1049",
"중앙동","35~39세","외국인","","35",
"중앙동","40~44세","계","","945",
"중앙동","40~44세","한국인","","927",
"중앙동","40~44세","외국인","","18",
"중앙동","45~49세","계","","774",
"중앙동","45~49세","한국인","","756",
"중앙동","45~49세","외국인","","18",
"중앙동","50~54세","계","","908",
"중앙동","50~54세","한국인","","885",
"중앙동","50~54세","외국인","","23",
"중앙동","55~59세","계","","842",
"중앙동","55~59세","한국인","","803",
"중앙동","55~59세","외국인","","39",
"중앙동","60~64세","계","","921",
"중앙동","60~64세","한국인","","899",
"중앙동","60~64세","외국인","","22",
"중앙동","65~69세","계","","738",
"중앙동","65~69세","한국인","","734",
"중앙동","65~69세","외국인","","4",
"중앙동","70~74세","계","","647",
"중앙동","70~74세","한국인","","644",
"중앙동","70~74세","외국인","","3",
"중앙동","75~79세","계","","483",
"중앙동","75~79세","한국인","","482",
"중앙동","75~79세","외국인","","1",
"중앙동","80~84세","계","","376",
"중앙동","80~84세","한국인","","376",
"중앙동","80~84세","외국인","","0",
"중앙동","85~89세","계","","138",
"중앙동","85~89세","한국인","","137",
"중앙동","85~89세","외국인","","1",
"중앙동","90~94세","계","","36",
"중앙동","90~94세","한국인","","35",
"중앙동","90~94세","외국인","","1",
"중앙동","95~99세","계","","6",
"중앙동","95~99세","한국인","","6",
"중앙동","95~99세","외국인","","0",
"중앙동","100세 이상","계","","1",
"중앙동","100세 이상","한국인","","1",
"중앙동","100세 이상","외국인","","0",
"인헌동","계","계","","26131",
"인헌동","계","한국인","","25747",
"인헌동","계","외국인","","384",
"인헌동","0~4세","계","","455",
"인헌동","0~4세","한국인","","446",
"인헌동","0~4세","외국인","","9",
"인헌동","5~9세","계","","464",
"인헌동","5~9세","한국인","","456",
"인헌동","5~9세","외국인","","8",
"인헌동","10~14세","계","","597",
"인헌동","10~14세","한국인","","591",
"인헌동","10~14세","외국인","","6",
"인헌동","15~19세","계","","830",
"인헌동","15~19세","한국인","","826",
"인헌동","15~19세","외국인","","4",
"인헌동","20~24세","계","","1955",
"인헌동","20~24세","한국인","","1922",
"인헌동","20~24세","외국인","","33",
"인헌동","25~29세","계","","4137",
"인헌동","25~29세","한국인","","4044",
"인헌동","25~29세","외국인","","93",
"인헌동","30~34세","계","","3173",
"인헌동","30~34세","한국인","","3110",
"인헌동","30~34세","외국인","","63",
"인헌동","35~39세","계","","1889",
"인헌동","35~39세","한국인","","1840",
"인헌동","35~39세","외국인","","49",
"인헌동","40~44세","계","","1695",
"인헌동","40~44세","한국인","","1669",
"인헌동","40~44세","외국인","","26",
"인헌동","45~49세","계","","1582",
