"동별","연령별","항목","단위","2023. 1/4",
"용신동","60~64세","외국인","","92",
"용신동","65~69세","계","","2107",
"용신동","65~69세","한국인","","2072",
"용신동","65~69세","외국인","","35",
"용신동","70~74세","계","","1421",
"용신동","70~74세","한국인","","1415",
"용신동","70~74세","외국인","","6",
"용신동","75~79세","계","","1153",
"용신동","75~79세","한국인","","1150",
"용신동","75~79세","외국인","","3",
"용신동","80~84세","계","","944",
"용신동","80~84세","한국인","","943",
"용신동","80~84세","외국인","","1",
"용신동","85~89세","계","","435",
"용신동","85~89세","한국인","","432",
"용신동","85~89세","외국인","","3",
"용신동","90~94세","계","","120",
"용신동","90~94세","한국인","","119",
"용신동","90~94세","외국인","","1",
"용신동","95~99세","계","","31",
"용신동","95~99세","한국인","","31",
"용신동","95~99세","외국인","","0",
"용신동","100세 이상","계","","5",
"용신동","100세 이상","한국인","","5",
"용신동","100세 이상","외국인","","0",
"제기동","계","계","","26468",
"제기동","계","한국인","","24133",
"제기동","계","외국인","","2335",
"제기동","0~4세","계","","433",
"제기동","0~4세","한국인","","409",
"제기동","0~4세","외국인","","24",
"제기동","5~9세","계","","481",
"제기동","5~9세","한국인","","470",
"제기동","5~9세","외국인","","11",
"제기동","10~14세","계","","553",
"제기동","10~14세","한국인","","539",
"제기동","10~14세","외국인","","14",
"제기동","15~19세","계","","860",
"제기동","15~19세","한국인","","776",
"제기동","15~19세","외국인","","84",
"제기동","20~24세","계","","3065",
"제기동","20~24세","한국인","","2129",
"제기동","20~24세","외국인","","936",
"제기동","25~29세","계","","3093",
"제기동","25~29세","한국인","","2385",
"제기동","25~29세","외국인","","708",
"제기동","30~34세","계","","1870",
"제기동","30~34세","한국인","","1676",
"제기동","30~34세","외국인","","194",
"제기동","35~39세","계","","1500",
"제기동","35~39세","한국인","","1409",
"제기동","35~39세","외국인","","91",
"제기동","40~44세","계","","1425",
"제기동","40~44세","한국인","","1369",
"제기동","40~44세","외국인","","56",
"제기동","45~49세","계","","1438",
"제기동","45~49세","한국인","","1391",
"제기동","45~49세","외국인","","47",
"제기동","50~54세","계","","1958",
"제기동","50~54세","한국인","","1907",
"제기동","50~54세","외국인","","51",
"제기동","55~59세","계","","1810",
"제기동","55~59세","한국인","","1753",
"제기동","55~59세","외국인","","57",
"제기동","60~64세","계","","2092",
"제기동","60~64세","한국인","","2059",
"제기동","60~64세","외국인","","33",
"제기동","65~69세","계","","1827",
"제기동","65~69세","한국인","","1808",
"제기동","65~69세","외국인","","19",
"제기동","70~74세","계","","1420",
"제기동","70~74세","한국인","","1412",
"제기동","70~74세","외국인","","8",
"제기동","75~79세","계","","1127",
"제기동","75~79세","한국인","","1126",
"제기동","75~79세","외국인","","1",
"제기동","80~84세","계","","915",
"제기동","80~84세","한국인","","915",
"제기동","80~84세","외국인","","0",
"제기동","85~89세","계","","441",
"제기동","85~89세","한국인","","440",
"제기동","85~89세","외국인","","1",
"제기동","90~94세","계","","124",
"제기동","90~94세","한국인","","124",
"제기동","90~94세","외국인","","0",
"제기동","95~99세","계","","28",
"제기동","95~99세","한국인","","28",
"제기동","95~99세","외국인","","0",
"제기동","100세 이상","계","","8",
"제기동","100세 이상","한국인","","8",
"제기동","100세 이상","외국인","","0",
"전농1동","계","계","","29353",
"전농1동","계","한국인","","28749",
"전농1동","계","외국인","","604",
"전농1동","0~4세","계","","664",
"전농1동","0~4세","한국인","","652",
"전농1동","0~4세","외국인","","12",
"전농1동","5~9세","계","","945",
"전농1동","5~9세","한국인","","937",
"전농1동","5~9세","외국인","","8",
"전농1동","10~14세","계","","803",
"전농1동","10~14세","한국인","","791",
"전농1동","10~14세","외국인","","12",
"전농1동","15~19세","계","","1041",
"전농1동","15~19세","한국인","","1024",
"전농1동","15~19세","외국인","","17",
"전농1동","20~24세","계","","2185",
"전농1동","20~24세","한국인","","2071",
"전농1동","20~24세","외국인","","114",
"전농1동","25~29세","계","","2532",
"전농1동","25~29세","한국인","","2392",
"전농1동","25~29세","외국인","","140",
"전농1동","30~34세","계","","2147",
"전농1동","30~34세","한국인","","2091",
"전농1동","30~34세","외국인","","56",
"전농1동","35~39세","계","","1900",
"전농1동","35~39세","한국인","","1851",
"전농1동","35~39세","외국인","","49",
"전농1동","40~44세","계","","2143",
"전농1동","40~44세","한국인","","2103",
"전농1동","40~44세","외국인","","40",
"전농1동","45~49세","계","","1943",
"전농1동","45~49세","한국인","","1909",
"전농1동","45~49세","외국인","","34",
"전농1동","50~54세","계","","2478",
"전농1동","50~54세","한국인","","2449",
"전농1동","50~54세","외국인","","29",
"전농1동","55~59세","계","","2315",
"전농1동","55~59세","한국인","","2265",
"전농1동","55~59세","외국인","","50",
"전농1동","60~64세","계","","2401",
"전농1동","60~64세","한국인","","2383",
"전농1동","60~64세","외국인","","18",
"전농1동","65~69세","계","","1998",
"전농1동","65~69세","한국인","","1985",
"전농1동","65~69세","외국인","","13",
"전농1동","70~74세","계","","1324",
"전농1동","70~74세","한국인","","1319",
"전농1동","70~74세","외국인","","5",
"전농1동","75~79세","계","","1152",
"전농1동","75~79세","한국인","","1149",
"전농1동","75~79세","외국인","","3",
"전농1동","80~84세","계","","828",
"전농1동","80~84세","한국인","","826",
"전농1동","80~84세","외국인","","2",
"전농1동","85~89세","계","","411",
"전농1동","85~89세","한국인","","410",
"전농1동","85~89세","외국인","","1",
"전농1동","90~94세","계","","115",
"전농1동","90~94세","한국인","","115",
"전농1동","90~94세","외국인","","0",
"전농1동","95~99세","계","","20",
"전농1동","95~99세","한국인","","19",
"전농1동","95~99세","외국인","","1",
"전농1동","100세 이상","계","","8",
"전농1동","100세 이상","한국인","","8",
"전농1동","100세 이상","외국인","","0",
"전농2동","계","계","","18656",
"전농2동","계","한국인","","18108",
"전농2동","계","외국인","","548",
"전농2동","0~4세","계","","421",
"전농2동","0~4세","한국인","","417",
"전농2동","0~4세","외국인","","4",
"전농2동","5~9세","계","","631",
"전농2동","5~9세","한국인","","630",
"전농2동","5~9세","외국인","","1",
"전농2동","10~14세","계","","766",
"전농2동","10~14세","한국인","","762",
"전농2동","10~14세","외국인","","4",
"전농2동","15~19세","계","","846",
"전농2동","15~19세","한국인","","833",
"전농2동","15~19세","외국인","","13",
"전농2동","20~24세","계","","1195",
"전농2동","20~24세","한국인","","965",
"전농2동","20~24세","외국인","","230",
"전농2동","25~29세","계","","1155",
"전농2동","25~29세","한국인","","1052",
"전농2동","25~29세","외국인","","103",
"전농2동","30~34세","계","","1138",
"전농2동","30~34세","한국인","","1070",
"전농2동","30~34세","외국인","","68",
"전농2동","35~39세","계","","1078",
"전농2동","35~39세","한국인","","1023",
"전농2동","35~39세","외국인","","55",
"전농2동","40~44세","계","","1363",
"전농2동","40~44세","한국인","","1335",
"전농2동","40~44세","외국인","","28",
"전농2동","45~49세","계","","1425",
"전농2동","45~49세","한국인","","1414",
"전농2동","45~49세","외국인","","11",
"전농2동","50~54세","계","","1678",
"전농2동","50~54세","한국인","","1669",
"전농2동","50~54세","외국인","","9",
"전농2동","55~59세","계","","1536",
"전농2동","55~59세","한국인","","1525",
"전농2동","55~59세","외국인","","11",
"전농2동","60~64세","계","","1586",
"전농2동","60~64세","한국인","","1581",
"전농2동","60~64세","외국인","","5",
"전농2동","65~69세","계","","1278",
"전농2동","65~69세","한국인","","1276",
"전농2동","65~69세","외국인","","2",
"전농2동","70~74세","계","","871",
"전농2동","70~74세","한국인","","867",
"전농2동","70~74세","외국인","","4",
"전농2동","75~79세","계","","721",
"전농2동","75~79세","한국인","","721",
"전농2동","75~79세","외국인","","0",
"전농2동","80~84세","계","","606",
"전농2동","80~84세","한국인","","606",
"전농2동","80~84세","외국인","","0",
"전농2동","85~89세","계","","276",
"전농2동","85~89세","한국인","","276",
"전농2동","85~89세","외국인","","0",
"전농2동","90~94세","계","","67",
"전농2동","90~94세","한국인","","67",
"전농2동","90~94세","외국인","","0",
"전농2동","95~99세","계","","17",
"전농2동","95~99세","한국인","","17",
"전농2동","95~99세","외국인","","0",
"전농2동","100세 이상","계","","2",
"전농2동","100세 이상","한국인","","2",
"전농2동","100세 이상","외국인","","0",
"답십리2동","계","계","","27955",
"답십리2동","계","한국인","","27694",
"답십리2동","계","외국인","","261",
"답십리2동","0~4세","계","","796",
"답십리2동","0~4세","한국인","","791",
"답십리2동","0~4세","외국인","","5",
"답십리2동","5~9세","계","","851",
"답십리2동","5~9세","한국인","","847",
"답십리2동","5~9세","외국인","","4",
"답십리2동","10~14세","계","","832",
"답십리2동","10~14세","한국인","","830",
"답십리2동","10~14세","외국인","","2",
"답십리2동","15~19세","계","","979",
"답십리2동","15~19세","한국인","","972",
"답십리2동","15~19세","외국인","","7",
"답십리2동","20~24세","계","","1467",
"답십리2동","20~24세","한국인","","1450",
"답십리2동","20~24세","외국인","","17",
"답십리2동","25~29세","계","","1867",
"답십리2동","25~29세","한국인","","1822",
"답십리2동","25~29세","외국인","","45",
"답십리2동","30~34세","계","","2141",
"답십리2동","30~34세","한국인","","2108",
"답십리2동","30~34세","외국인","","33",
"답십리2동","35~39세","계","","2126",
"답십리2동","35~39세","한국인","","2092",
"답십리2동","35~39세","외국인","","34",
"답십리2동","40~44세","계","","2028",
"답십리2동","40~44세","한국인","","2003",
"답십리2동","40~44세","외국인","","25",
"답십리2동","45~49세","계","","1908",
"답십리2동","45~49세","한국인","","1887",
"답십리2동","45~49세","외국인","","21",
"답십리2동","50~54세","계","","2415",
"답십리2동","50~54세","한국인","","2388",
"답십리2동","50~54세","외국인","","27",
"답십리2동","55~59세","계","","2275",
"답십리2동","55~59세","한국인","","2252",
"답십리2동","55~59세","외국인","","23",
"답십리2동","60~64세","계","","2431",
"답십리2동","60~64세","한국인","","2418",
"답십리2동","60~64세","외국인","","13",
"답십리2동","65~69세","계","","1977",
"답십리2동","65~69세","한국인","","1974",
"답십리2동","65~69세","외국인","","3",
"답십리2동","70~74세","계","","1403",
"답십리2동","70~74세","한국인","","1402",
"답십리2동","70~74세","외국인","","1",
"답십리2동","75~79세","계","","1068",
"답십리2동","75~79세","한국인","","1068",
"답십리2동","75~79세","외국인","","0",
"답십리2동","80~84세","계","","843",
"답십리2동","80~84세","한국인","","843",
"답십리2동","80~84세","외국인","","0",
"답십리2동","85~89세","계","","400",
"답십리2동","85~89세","한국인","","400",
"답십리2동","85~89세","외국인","","0",
"답십리2동","90~94세","계","","120",
"답십리2동","90~94세","한국인","","120",
"답십리2동","90~94세","외국인","","0",
"답십리2동","95~99세","계","","27",
"답십리2동","95~99세","한국인","","26",
"답십리2동","95~99세","외국인","","1",
"답십리2동","100세 이상","계","","1",
"답십리2동","100세 이상","한국인","","1",
"답십리2동","100세 이상","외국인","","0",
"장안1동","계","계","","38611",
"장안1동","계","한국인","","37975",
"장안1동","계","외국인","","636",
"장안1동","0~4세","계","","1012",
"장안1동","0~4세","한국인","","999",
"장안1동","0~4세","외국인","","13",
"장안1동","5~9세","계","","1241",
"장안1동","5~9세","한국인","","1221",
"장안1동","5~9세","외국인","","20",
"장안1동","10~14세","계","","1310",
"장안1동","10~14세","한국인","","1291",
"장안1동","10~14세","외국인","","19",
"장안1동","15~19세","계","","1293",
"장안1동","15~19세","한국인","","1279",
"장안1동","15~19세","외국인","","14",
"장안1동","20~24세","계","","2023",
"장안1동","20~24세","한국인","","1960",
"장안1동","20~24세","외국인","","63",
"장안1동","25~29세","계","","3152",
"장안1동","25~29세","한국인","","3058",
"장안1동","25~29세","외국인","","94",
"장안1동","30~34세","계","","3262",
"장안1동","30~34세","한국인","","3192",
"장안1동","30~34세","외국인","","70",
"장안1동","35~39세","계","","2998",
"장안1동","35~39세","한국인","","2930",
"장안1동","35~39세","외국인","","68",
"장안1동","40~44세","계","","3373",
"장안1동","40~44세","한국인","","3310",
"장안1동","40~44세","외국인","","63",
"장안1동","45~49세","계","","2966",
"장안1동","45~49세","한국인","","2914",
"장안1동","45~49세","외국인","","52",
"장안1동","50~54세","계","","3136",
"장안1동","50~54세","한국인","","3078",
"장안1동","50~54세","외국인","","58",
"장안1동","55~59세","계","","2822",
"장안1동","55~59세","한국인","","2774",
"장안1동","55~59세","외국인","","48",
"장안1동","60~64세","계","","3098",
"장안1동","60~64세","한국인","","3072",
"장안1동","60~64세","외국인","","26",
"장안1동","65~69세","계","","2540",
"장안1동","65~69세","한국인","","2525",
"장안1동","65~69세","외국인","","15",
"장안1동","70~74세","계","","1773",
"장안1동","70~74세","한국인","","1766",
"장안1동","70~74세","외국인","","7",
"장안1동","75~79세","계","","1293",
"장안1동","75~79세","한국인","","1291",
"장안1동","75~79세","외국인","","2",
"장안1동","80~84세","계","","829",
"장안1동","80~84세","한국인","","828",
"장안1동","80~84세","외국인","","1",
"장안1동","85~89세","계","","353",
"장안1동","85~89세","한국인","","350",
"장안1동","85~89세","외국인","","3",
"장안1동","90~94세","계","","106",
"장안1동","90~94세","한국인","","106",
"장안1동","90~94세","외국인","","0",
"장안1동","95~99세","계","","21",
"장안1동","95~99세","한국인","","21",
"장안1동","95~99세","외국인","","0",
"장안1동","100세 이상","계","","10",
"장안1동","100세 이상","한국인","","10",
"장안1동","100세 이상","외국인","","0",
"장안2동","계","계","","32672",
"장안2동","계","한국인","","32373",
"장안2동","계","외국인","","299",
"장안2동","0~4세","계","","1083",
"장안2동","0~4세","한국인","","1077",
"장안2동","0~4세","외국인","","6",
"장안2동","5~9세","계","","1451",
"장안2동","5~9세","한국인","","1445",
"장안2동","5~9세","외국인","","6",
"장안2동","10~14세","계","","1519",
"장안2동","10~14세","한국인","","1514",
"장안2동","10~14세","외국인","","5",
"장안2동","15~19세","계","","1335",
"장안2동","15~19세","한국인","","1333",
"장안2동","15~19세","외국인","","2",
"장안2동","20~24세","계","","1672",
"장안2동","20~24세","한국인","","1652",
"장안2동","20~24세","외국인","","20",
"장안2동","25~29세","계","","2116",
"장안2동","25~29세","한국인","","2076",
"장안2동","25~29세","외국인","","40",
"장안2동","30~34세","계","","2229",
"장안2동","30~34세","한국인","","2185",
"장안2동","30~34세","외국인","","44",
"장안2동","35~39세","계","","2535",
"장안2동","35~39세","한국인","","2495",
"장안2동","35~39세","외국인","","40",
"장안2동","40~44세","계","","3035",
"장안2동","40~44세","한국인","","3010",
"장안2동","40~44세","외국인","","25",
"장안2동","45~49세","계","","2726",
"장안2동","45~49세","한국인","","2702",
"장안2동","45~49세","외국인","","24",
"장안2동","50~54세","계","","2800",
"장안2동","50~54세","한국인","","2765",
"장안2동","50~54세","외국인","","35",
"장안2동","55~59세","계","","2257",
"장안2동","55~59세","한국인","","2229",
"장안2동","55~59세","외국인","","28",
"장안2동","60~64세","계","","2392",
"장안2동","60~64세","한국인","","2373",
"장안2동","60~64세","외국인","","19",
"장안2동","65~69세","계","","2080",
"장안2동","65~69세","한국인","","2077",
"장안2동","65~69세","외국인","","3",
"장안2동","70~74세","계","","1375",
"장안2동","70~74세","한국인","","1374",
"장안2동","70~74세","외국인","","1",
"장안2동","75~79세","계","","1020",
"장안2동","75~79세","한국인","","1019",
"장안2동","75~79세","외국인","","1",
"장안2동","80~84세","계","","648",
"장안2동","80~84세","한국인","","648",
"장안2동","80~84세","외국인","","0",
"장안2동","85~89세","계","","285",
"장안2동","85~89세","한국인","","285",
"장안2동","85~89세","외국인","","0",
"장안2동","90~94세","계","","96",
"장안2동","90~94세","한국인","","96",
"장안2동","90~94세","외국인","","0",
"장안2동","95~99세","계","","16",
"장안2동","95~99세","한국인","","16",
"장안2동","95~99세","외국인","","0",
"장안2동","100세 이상","계","","2",
"장안2동","100세 이상","한국인","","2",
"장안2동","100세 이상","외국인","","0",
"이문1동","계","계","","21266",
"이문1동","계","한국인","","17993",
"이문1동","계","외국인","","3273",
"이문1동","0~4세","계","","237",
"이문1동","0~4세","한국인","","212",
"이문1동","0~4세","외국인","","25",
"이문1동","5~9세","계","","367",
"이문1동","5~9세","한국인","","358",
"이문1동","5~9세","외국인","","9",
"이문1동","10~14세","계","","480",
"이문1동","10~14세","한국인","","474",
"이문1동","10~14세","외국인","","6",
"이문1동","15~19세","계","","878",
"이문1동","15~19세","한국인","","802",
"이문1동","15~19세","외국인","","76",
"이문1동","20~24세","계","","4195",
"이문1동","20~24세","한국인","","2795",
"이문1동","20~24세","외국인","","1400",
"이문1동","25~29세","계","","3416",
"이문1동","25~29세","한국인","","2298",
"이문1동","25~29세","외국인","","1118",
"이문1동","30~34세","계","","1501",
"이문1동","30~34세","한국인","","1218",
"이문1동","30~34세","외국인","","283",
"이문1동","35~39세","계","","983",
"이문1동","35~39세","한국인","","872",
"이문1동","35~39세","외국인","","111",
"이문1동","40~44세","계","","1040",
"이문1동","40~44세","한국인","","970",
"이문1동","40~44세","외국인","","70",
"이문1동","45~49세","계","","1157",
"이문1동","45~49세","한국인","","1102",
"이문1동","45~49세","외국인","","55",
"이문1동","50~54세","계","","1387",
"이문1동","50~54세","한국인","","1351",
"이문1동","50~54세","외국인","","36",
"이문1동","55~59세","계","","1204",
"이문1동","55~59세","한국인","","1165",
"이문1동","55~59세","외국인","","39",
"이문1동","60~64세","계","","1179",
"이문1동","60~64세","한국인","","1151",
"이문1동","60~64세","외국인","","28",
"이문1동","65~69세","계","","956",
"이문1동","65~69세","한국인","","949",
"이문1동","65~69세","외국인","","7",
"이문1동","70~74세","계","","711",
"이문1동","70~74세","한국인","","707",
"이문1동","70~74세","외국인","","4",
"이문1동","75~79세","계","","664",
"이문1동","75~79세","한국인","","661",
"이문1동","75~79세","외국인","","3",
"이문1동","80~84세","계","","579",
"이문1동","80~84세","한국인","","577",
"이문1동","80~84세","외국인","","2",
"이문1동","85~89세","계","","241",
"이문1동","85~89세","한국인","","240",
"이문1동","85~89세","외국인","","1",
"이문1동","90~94세","계","","73",
"이문1동","90~94세","한국인","","73",
"이문1동","90~94세","외국인","","0",
"이문1동","95~99세","계","","15",
"이문1동","95~99세","한국인","","15",
"이문1동","95~99세","외국인","","0",
"이문1동","100세 이상","계","","3",
"이문1동","100세 이상","한국인","","3",
"이문1동","100세 이상","외국인","","0",
"이문2동","계","계","","20075",
"이문2동","계","한국인","","19583",
"이문2동","계","외국인","","492",
"이문2동","0~4세","계","","447",
"이문2동","0~4세","한국인","","436",
"이문2동","0~4세","외국인","","11",
"이문2동","5~9세","계","","613",
"이문2동","5~9세","한국인","","596",
"이문2동","5~9세","외국인","","17",
"이문2동","10~14세","계","","807",
"이문2동","10~14세","한국인","","804",
"이문2동","10~14세","외국인","","3",
"이문2동","15~19세","계","","847",
"이문2동","15~19세","한국인","","839",
"이문2동","15~19세","외국인","","8",
"이문2동","20~24세","계","","1450",
"이문2동","20~24세","한국인","","1326",
"이문2동","20~24세","외국인","","124",
"이문2동","25~29세","계","","1498",
"이문2동","25~29세","한국인","","1374",
"이문2동","25~29세","외국인","","124",
"이문2동","30~34세","계","","1263",
"이문2동","30~34세","한국인","","1220",
"이문2동","30~34세","외국인","","43",
"이문2동","35~39세","계","","1169",
"이문2동","35~39세","한국인","","1133",
"이문2동","35~39세","외국인","","36",
"이문2동","40~44세","계","","1444",
"이문2동","40~44세","한국인","","1413",
"이문2동","40~44세","외국인","","31",
"이문2동","45~49세","계","","1463",
"이문2동","45~49세","한국인","","1440",
"이문2동","45~49세","외국인","","23",
"이문2동","50~54세","계","","1783",
"이문2동","50~54세","한국인","","1766",
"이문2동","50~54세","외국인","","17",
"이문2동","55~59세","계","","1583",
"이문2동","55~59세","한국인","","1557",
"이문2동","55~59세","외국인","","26",
"이문2동","60~64세","계","","1520",
"이문2동","60~64세","한국인","","1507",
"이문2동","60~64세","외국인","","13",
"이문2동","65~69세","계","","1343",
"이문2동","65~69세","한국인","","1334",
"이문2동","65~69세","외국인","","9",
"이문2동","70~74세","계","","1024",
"이문2동","70~74세","한국인","","1020",
"이문2동","70~74세","외국인","","4",
"이문2동","75~79세","계","","838",
"이문2동","75~79세","한국인","","836",
"이문2동","75~79세","외국인","","2",
"이문2동","80~84세","계","","623",
"이문2동","80~84세","한국인","","623",
"이문2동","80~84세","외국인","","0",
"이문2동","85~89세","계","","268",
"이문2동","85~89세","한국인","","267",
"이문2동","85~89세","외국인","","1",
"이문2동","90~94세","계","","76",
"이문2동","90~94세","한국인","","76",
"이문2동","90~94세","외국인","","0",
"이문2동","95~99세","계","","15",
"이문2동","95~99세","한국인","","15",
"이문2동","95~99세","외국인","","0",
"이문2동","100세 이상","계","","1",
"이문2동","100세 이상","한국인","","1",
"이문2동","100세 이상","외국인","","0",
"답십리1동","계","계","","28476",
"답십리1동","계","한국인","","28072",
"답십리1동","계","외국인","","404",
"답십리1동","0~4세","계","","1064",
"답십리1동","0~4세","한국인","","1053",
"답십리1동","0~4세","외국인","","11",
"답십리1동","5~9세","계","","1367",
"답십리1동","5~9세","한국인","","1351",
"답십리1동","5~9세","외국인","","16",
"답십리1동","10~14세","계","","1027",
"답십리1동","10~14세","한국인","","1020",
"답십리1동","10~14세","외국인","","7",
"답십리1동","15~19세","계","","923",
"답십리1동","15~19세","한국인","","914",
"답십리1동","15~19세","외국인","","9",
"답십리1동","20~24세","계","","1666",
"답십리1동","20~24세","한국인","","1621",
"답십리1동","20~24세","외국인","","45",
"답십리1동","25~29세","계","","2299",
"답십리1동","25~29세","한국인","","2245",
"답십리1동","25~29세","외국인","","54",
"답십리1동","30~34세","계","","2386",
"답십리1동","30~34세","한국인","","2334",
"답십리1동","30~34세","외국인","","52",
"답십리1동","35~39세","계","","2540",
"답십리1동","35~39세","한국인","","2490",
"답십리1동","35~39세","외국인","","50",
"답십리1동","40~44세","계","","2757",
"답십리1동","40~44세","한국인","","2723",
"답십리1동","40~44세","외국인","","34",
"답십리1동","45~49세","계","","2046",
"답십리1동","45~49세","한국인","","2026",
"답십리1동","45~49세","외국인","","20",
"답십리1동","50~54세","계","","2158",
"답십리1동","50~54세","한국인","","2119",
"답십리1동","50~54세","외국인","","39",
"답십리1동","55~59세","계","","1975",
"답십리1동","55~59세","한국인","","1942",
"답십리1동","55~59세","외국인","","33",
"답십리1동","60~64세","계","","2045",
"답십리1동","60~64세","한국인","","2026",
"답십리1동","60~64세","외국인","","19",
"답십리1동","65~69세","계","","1464",
"답십리1동","65~69세","한국인","","1456",
"답십리1동","65~69세","외국인","","8",
"답십리1동","70~74세","계","","995",
"답십리1동","70~74세","한국인","","990",
"답십리1동","70~74세","외국인","","5",
"답십리1동","75~79세","계","","784",
"답십리1동","75~79세","한국인","","783",
"답십리1동","75~79세","외국인","","1",
"답십리1동","80~84세","계","","593",
"답십리1동","80~84세","한국인","","592",
"답십리1동","80~84세","외국인","","1",
"답십리1동","85~89세","계","","269",
"답십리1동","85~89세","한국인","","269",
"답십리1동","85~89세","외국인","","0",
"답십리1동","90~94세","계","","90",
"답십리1동","90~94세","한국인","","90",
"답십리1동","90~94세","외국인","","0",
"답십리1동","95~99세","계","","20",
"답십리1동","95~99세","한국인","","20",
"답십리1동","95~99세","외국인","","0",
"답십리1동","100세 이상","계","","8",
"답십리1동","100세 이상","한국인","","8",
"답십리1동","100세 이상","외국인","","0",
"면목2동","계","계","","24155",
"면목2동","계","한국인","","23786",
"면목2동","계","외국인","","369",
"면목2동","0~4세","계","","454",
"면목2동","0~4세","한국인","","441",
"면목2동","0~4세","외국인","","13",
"면목2동","5~9세","계","","601",
"면목2동","5~9세","한국인","","589",
"면목2동","5~9세","외국인","","12",
"면목2동","10~14세","계","","666",
"면목2동","10~14세","한국인","","657",
"면목2동","10~14세","외국인","","9",
"면목2동","15~19세","계","","737",
"면목2동","15~19세","한국인","","727",
"면목2동","15~19세","외국인","","10",
"면목2동","20~24세","계","","1220",
"면목2동","20~24세","한국인","","1192",
"면목2동","20~24세","외국인","","28",
"면목2동","25~29세","계","","1879",
"면목2동","25~29세","한국인","","1836",
"면목2동","25~29세","외국인","","43",
"면목2동","30~34세","계","","1941",
"면목2동","30~34세","한국인","","1896",
"면목2동","30~34세","외국인","","45",
"면목2동","35~39세","계","","1506",
"면목2동","35~39세","한국인","","1450",
"면목2동","35~39세","외국인","","56",
"면목2동","40~44세","계","","1733",
"면목2동","40~44세","한국인","","1698",
"면목2동","40~44세","외국인","","35",
"면목2동","45~49세","계","","1638",
"면목2동","45~49세","한국인","","1621",
"면목2동","45~49세","외국인","","17",
"면목2동","50~54세","계","","2235",
"면목2동","50~54세","한국인","","2205",
"면목2동","50~54세","외국인","","30",
"면목2동","55~59세","계","","2364",
"면목2동","55~59세","한국인","","2325",
"면목2동","55~59세","외국인","","39",
"면목2동","60~64세","계","","2324",
"면목2동","60~64세","한국인","","2301",
"면목2동","60~64세","외국인","","23",
"면목2동","65~69세","계","","1752",
"면목2동","65~69세","한국인","","1745",
"면목2동","65~69세","외국인","","7",
"면목2동","70~74세","계","","1150",
"면목2동","70~74세","한국인","","1148",
"면목2동","70~74세","외국인","","2",
"면목2동","75~79세","계","","913",
"면목2동","75~79세","한국인","","913",
"면목2동","75~79세","외국인","","0",
"면목2동","80~84세","계","","651",
"면목2동","80~84세","한국인","","651",
"면목2동","80~84세","외국인","","0",
"면목2동","85~89세","계","","269",
"면목2동","85~89세","한국인","","269",
"면목2동","85~89세","외국인","","0",
"면목2동","90~94세","계","","93",
"면목2동","90~94세","한국인","","93",
"면목2동","90~94세","외국인","","0",
"면목2동","95~99세","계","","27",
"면목2동","95~99세","한국인","","27",
"면목2동","95~99세","외국인","","0",
"면목2동","100세 이상","계","","2",
"면목2동","100세 이상","한국인","","2",
"면목2동","100세 이상","외국인","","0",
"면목4동","계","계","","18645",
"면목4동","계","한국인","","18358",
"면목4동","계","외국인","","287",
"면목4동","0~4세","계","","395",
"면목4동","0~4세","한국인","","387",
"면목4동","0~4세","외국인","","8",
"면목4동","5~9세","계","","522",
"면목4동","5~9세","한국인","","511",
"면목4동","5~9세","외국인","","11",
"면목4동","10~14세","계","","591",
"면목4동","10~14세","한국인","","583",
"면목4동","10~14세","외국인","","8",
"면목4동","15~19세","계","","589",
"면목4동","15~19세","한국인","","580",
"면목4동","15~19세","외국인","","9",
"면목4동","20~24세","계","","949",
"면목4동","20~24세","한국인","","929",
"면목4동","20~24세","외국인","","20",
"면목4동","25~29세","계","","1370",
"면목4동","25~29세","한국인","","1334",
"면목4동","25~29세","외국인","","36",
"면목4동","30~34세","계","","1292",
"면목4동","30~34세","한국인","","1247",
"면목4동","30~34세","외국인","","45",
"면목4동","35~39세","계","","1242",
"면목4동","35~39세","한국인","","1210",
"면목4동","35~39세","외국인","","32",
"면목4동","40~44세","계","","1461",
"면목4동","40~44세","한국인","","1440",
"면목4동","40~44세","외국인","","21",
"면목4동","45~49세","계","","1388",
"면목4동","45~49세","한국인","","1364",
"면목4동","45~49세","외국인","","24",
"면목4동","50~54세","계","","1698",
"면목4동","50~54세","한국인","","1675",
"면목4동","50~54세","외국인","","23",
"면목4동","55~59세","계","","1534",
"면목4동","55~59세","한국인","","1504",
"면목4동","55~59세","외국인","","30",
"면목4동","60~64세","계","","1648",
"면목4동","60~64세","한국인","","1637",
"면목4동","60~64세","외국인","","11",
"면목4동","65~69세","계","","1357",
"면목4동","65~69세","한국인","","1350",
"면목4동","65~69세","외국인","","7",
"면목4동","70~74세","계","","1020",
"면목4동","70~74세","한국인","","1019",
"면목4동","70~74세","외국인","","1",
"면목4동","75~79세","계","","794",
"면목4동","75~79세","한국인","","794",
"면목4동","75~79세","외국인","","0",
"면목4동","80~84세","계","","569",
"면목4동","80~84세","한국인","","568",
"면목4동","80~84세","외국인","","1",
"면목4동","85~89세","계","","148",
"면목4동","85~89세","한국인","","148",
"면목4동","85~89세","외국인","","0",
"면목4동","90~94세","계","","57",
"면목4동","90~94세","한국인","","57",
"면목4동","90~94세","외국인","","0",
"면목4동","95~99세","계","","17",
"면목4동","95~99세","한국인","","17",
