"""동별""","""연령별""","""항목""","""2023. 1/4""",ADSTRD_CD_x,ADSTRD_NM,ADSTRD_CD_y
장위2동,55~59세,한국인,1125,1108077,장위2동,11290770
장위2동,55~59세,외국인,11,1108077,장위2동,11290770
장위2동,60~64세,계,1220,1108077,장위2동,11290770
장위2동,60~64세,한국인,1211,1108077,장위2동,11290770
장위2동,60~64세,외국인,9,1108077,장위2동,11290770
장위2동,65~69세,계,1053,1108077,장위2동,11290770
장위2동,65~69세,한국인,1052,1108077,장위2동,11290770
장위2동,65~69세,외국인,1,1108077,장위2동,11290770
장위2동,70~74세,계,786,1108077,장위2동,11290770
장위2동,70~74세,한국인,780,1108077,장위2동,11290770
장위2동,70~74세,외국인,6,1108077,장위2동,11290770
장위2동,75~79세,계,592,1108077,장위2동,11290770
장위2동,75~79세,한국인,591,1108077,장위2동,11290770
장위2동,75~79세,외국인,1,1108077,장위2동,11290770
장위2동,80~84세,계,467,1108077,장위2동,11290770
장위2동,80~84세,한국인,467,1108077,장위2동,11290770
장위2동,80~84세,외국인,0,1108077,장위2동,11290770
장위2동,85~89세,계,202,1108077,장위2동,11290770
장위2동,85~89세,한국인,202,1108077,장위2동,11290770
장위2동,85~89세,외국인,0,1108077,장위2동,11290770
장위2동,90~94세,계,64,1108077,장위2동,11290770
장위2동,90~94세,한국인,64,1108077,장위2동,11290770
장위2동,90~94세,외국인,0,1108077,장위2동,11290770
장위2동,95~99세,계,8,1108077,장위2동,11290770
장위2동,95~99세,한국인,8,1108077,장위2동,11290770
장위2동,95~99세,외국인,0,1108077,장위2동,11290770
장위2동,100세 이상,계,2,1108077,장위2동,11290770
장위2동,100세 이상,한국인,2,1108077,장위2동,11290770
장위2동,100세 이상,외국인,0,1108077,장위2동,11290770
장위3동,계,계,15920,1108078,장위3동,11290780
장위3동,계,한국인,15772,1108078,장위3동,11290780
장위3동,계,외국인,148,1108078,장위3동,11290780
장위3동,0~4세,계,692,1108078,장위3동,11290780
장위3동,0~4세,한국인,689,1108078,장위3동,11290780
장위3동,0~4세,외국인,3,1108078,장위3동,11290780
장위3동,5~9세,계,909,1108078,장위3동,11290780
장위3동,5~9세,한국인,906,1108078,장위3동,11290780
장위3동,5~9세,외국인,3,1108078,장위3동,11290780
장위3동,10~14세,계,681,1108078,장위3동,11290780
장위3동,10~14세,한국인,677,1108078,장위3동,11290780
장위3동,10~14세,외국인,4,1108078,장위3동,11290780
장위3동,15~19세,계,652,1108078,장위3동,11290780
장위3동,15~19세,한국인,652,1108078,장위3동,11290780
장위3동,15~19세,외국인,0,1108078,장위3동,11290780
장위3동,20~24세,계,1017,1108078,장위3동,11290780
장위3동,20~24세,한국인,988,1108078,장위3동,11290780
장위3동,20~24세,외국인,29,1108078,장위3동,11290780
장위3동,25~29세,계,984,1108078,장위3동,11290780
장위3동,25~29세,한국인,957,1108078,장위3동,11290780
장위3동,25~29세,외국인,27,1108078,장위3동,11290780
장위3동,30~34세,계,1103,1108078,장위3동,11290780
장위3동,30~34세,한국인,1084,1108078,장위3동,11290780
장위3동,30~34세,외국인,19,1108078,장위3동,11290780
장위3동,35~39세,계,1324,1108078,장위3동,11290780
장위3동,35~39세,한국인,1305,1108078,장위3동,11290780
장위3동,35~39세,외국인,19,1108078,장위3동,11290780
장위3동,40~44세,계,1546,1108078,장위3동,11290780
장위3동,40~44세,한국인,1530,1108078,장위3동,11290780
장위3동,40~44세,외국인,16,1108078,장위3동,11290780
장위3동,45~49세,계,1158,1108078,장위3동,11290780
장위3동,45~49세,한국인,1153,1108078,장위3동,11290780
장위3동,45~49세,외국인,5,1108078,장위3동,11290780
장위3동,50~54세,계,1394,1108078,장위3동,11290780
장위3동,50~54세,한국인,1384,1108078,장위3동,11290780
장위3동,50~54세,외국인,10,1108078,장위3동,11290780
장위3동,55~59세,계,1112,1108078,장위3동,11290780
장위3동,55~59세,한국인,1103,1108078,장위3동,11290780
장위3동,55~59세,외국인,9,1108078,장위3동,11290780
장위3동,60~64세,계,1119,1108078,장위3동,11290780
장위3동,60~64세,한국인,1117,1108078,장위3동,11290780
장위3동,60~64세,외국인,2,1108078,장위3동,11290780
장위3동,65~69세,계,857,1108078,장위3동,11290780
장위3동,65~69세,한국인,855,1108078,장위3동,11290780
장위3동,65~69세,외국인,2,1108078,장위3동,11290780
장위3동,70~74세,계,544,1108078,장위3동,11290780
장위3동,70~74세,한국인,544,1108078,장위3동,11290780
장위3동,70~74세,외국인,0,1108078,장위3동,11290780
장위3동,75~79세,계,383,1108078,장위3동,11290780
장위3동,75~79세,한국인,383,1108078,장위3동,11290780
장위3동,75~79세,외국인,0,1108078,장위3동,11290780
장위3동,80~84세,계,284,1108078,장위3동,11290780
장위3동,80~84세,한국인,284,1108078,장위3동,11290780
장위3동,80~84세,외국인,0,1108078,장위3동,11290780
장위3동,85~89세,계,124,1108078,장위3동,11290780
장위3동,85~89세,한국인,124,1108078,장위3동,11290780
장위3동,85~89세,외국인,0,1108078,장위3동,11290780
장위3동,90~94세,계,28,1108078,장위3동,11290780
장위3동,90~94세,한국인,28,1108078,장위3동,11290780
장위3동,90~94세,외국인,0,1108078,장위3동,11290780
장위3동,95~99세,계,8,1108078,장위3동,11290780
장위3동,95~99세,한국인,8,1108078,장위3동,11290780
장위3동,95~99세,외국인,0,1108078,장위3동,11290780
장위3동,100세 이상,계,1,1108078,장위3동,11290780
장위3동,100세 이상,한국인,1,1108078,장위3동,11290780
장위3동,100세 이상,외국인,0,1108078,장위3동,11290780
성북동,계,계,16809,1108081,성북동,11290525
성북동,계,한국인,16184,1108081,성북동,11290525
성북동,계,외국인,625,1108081,성북동,11290525
성북동,0~4세,계,325,1108081,성북동,11290525
성북동,0~4세,한국인,316,1108081,성북동,11290525
성북동,0~4세,외국인,9,1108081,성북동,11290525
성북동,5~9세,계,379,1108081,성북동,11290525
성북동,5~9세,한국인,355,1108081,성북동,11290525
성북동,5~9세,외국인,24,1108081,성북동,11290525
성북동,10~14세,계,501,1108081,성북동,11290525
성북동,10~14세,한국인,479,1108081,성북동,11290525
성북동,10~14세,외국인,22,1108081,성북동,11290525
성북동,15~19세,계,640,1108081,성북동,11290525
성북동,15~19세,한국인,617,1108081,성북동,11290525
성북동,15~19세,외국인,23,1108081,성북동,11290525
성북동,20~24세,계,1208,1108081,성북동,11290525
성북동,20~24세,한국인,1136,1108081,성북동,11290525
성북동,20~24세,외국인,72,1108081,성북동,11290525
성북동,25~29세,계,1608,1108081,성북동,11290525
성북동,25~29세,한국인,1532,1108081,성북동,11290525
성북동,25~29세,외국인,76,1108081,성북동,11290525
성북동,30~34세,계,1473,1108081,성북동,11290525
성북동,30~34세,한국인,1425,1108081,성북동,11290525
성북동,30~34세,외국인,48,1108081,성북동,11290525
성북동,35~39세,계,1146,1108081,성북동,11290525
성북동,35~39세,한국인,1079,1108081,성북동,11290525
성북동,35~39세,외국인,67,1108081,성북동,11290525
성북동,40~44세,계,1204,1108081,성북동,11290525
성북동,40~44세,한국인,1144,1108081,성북동,11290525
성북동,40~44세,외국인,60,1108081,성북동,11290525
성북동,45~49세,계,1206,1108081,성북동,11290525
성북동,45~49세,한국인,1147,1108081,성북동,11290525
성북동,45~49세,외국인,59,1108081,성북동,11290525
성북동,50~54세,계,1529,1108081,성북동,11290525
성북동,50~54세,한국인,1472,1108081,성북동,11290525
성북동,50~54세,외국인,57,1108081,성북동,11290525
성북동,55~59세,계,1269,1108081,성북동,11290525
성북동,55~59세,한국인,1228,1108081,성북동,11290525
성북동,55~59세,외국인,41,1108081,성북동,11290525
성북동,60~64세,계,1204,1108081,성북동,11290525
성북동,60~64세,한국인,1169,1108081,성북동,11290525
성북동,60~64세,외국인,35,1108081,성북동,11290525
성북동,65~69세,계,974,1108081,성북동,11290525
성북동,65~69세,한국인,962,1108081,성북동,11290525
성북동,65~69세,외국인,12,1108081,성북동,11290525
성북동,70~74세,계,648,1108081,성북동,11290525
성북동,70~74세,한국인,640,1108081,성북동,11290525
성북동,70~74세,외국인,8,1108081,성북동,11290525
성북동,75~79세,계,585,1108081,성북동,11290525
성북동,75~79세,한국인,580,1108081,성북동,11290525
성북동,75~79세,외국인,5,1108081,성북동,11290525
성북동,80~84세,계,502,1108081,성북동,11290525
성북동,80~84세,한국인,498,1108081,성북동,11290525
성북동,80~84세,외국인,4,1108081,성북동,11290525
성북동,85~89세,계,269,1108081,성북동,11290525
성북동,85~89세,한국인,269,1108081,성북동,11290525
성북동,85~89세,외국인,0,1108081,성북동,11290525
성북동,90~94세,계,103,1108081,성북동,11290525
성북동,90~94세,한국인,100,1108081,성북동,11290525
성북동,90~94세,외국인,3,1108081,성북동,11290525
성북동,95~99세,계,29,1108081,성북동,11290525
성북동,95~99세,한국인,29,1108081,성북동,11290525
성북동,95~99세,외국인,0,1108081,성북동,11290525
성북동,100세 이상,계,7,1108081,성북동,11290525
성북동,100세 이상,한국인,7,1108081,성북동,11290525
성북동,100세 이상,외국인,0,1108081,성북동,11290525
삼선동,계,계,23101,1108082,삼선동,11290555
삼선동,계,한국인,22473,1108082,삼선동,11290555
삼선동,계,외국인,628,1108082,삼선동,11290555
삼선동,0~4세,계,331,1108082,삼선동,11290555
삼선동,0~4세,한국인,327,1108082,삼선동,11290555
삼선동,0~4세,외국인,4,1108082,삼선동,11290555
삼선동,5~9세,계,536,1108082,삼선동,11290555
삼선동,5~9세,한국인,531,1108082,삼선동,11290555
삼선동,5~9세,외국인,5,1108082,삼선동,11290555
삼선동,10~14세,계,758,1108082,삼선동,11290555
삼선동,10~14세,한국인,754,1108082,삼선동,11290555
삼선동,10~14세,외국인,4,1108082,삼선동,11290555
삼선동,15~19세,계,1035,1108082,삼선동,11290555
삼선동,15~19세,한국인,1018,1108082,삼선동,11290555
삼선동,15~19세,외국인,17,1108082,삼선동,11290555
삼선동,20~24세,계,2259,1108082,삼선동,11290555
삼선동,20~24세,한국인,1993,1108082,삼선동,11290555
삼선동,20~24세,외국인,266,1108082,삼선동,11290555
삼선동,25~29세,계,2376,1108082,삼선동,11290555
삼선동,25~29세,한국인,2212,1108082,삼선동,11290555
삼선동,25~29세,외국인,164,1108082,삼선동,11290555
삼선동,30~34세,계,1753,1108082,삼선동,11290555
삼선동,30~34세,한국인,1696,1108082,삼선동,11290555
삼선동,30~34세,외국인,57,1108082,삼선동,11290555
삼선동,35~39세,계,1458,1108082,삼선동,11290555
삼선동,35~39세,한국인,1425,1108082,삼선동,11290555
삼선동,35~39세,외국인,33,1108082,삼선동,11290555
삼선동,40~44세,계,1452,1108082,삼선동,11290555
삼선동,40~44세,한국인,1432,1108082,삼선동,11290555
삼선동,40~44세,외국인,20,1108082,삼선동,11290555
삼선동,45~49세,계,1715,1108082,삼선동,11290555
삼선동,45~49세,한국인,1704,1108082,삼선동,11290555
삼선동,45~49세,외국인,11,1108082,삼선동,11290555
삼선동,50~54세,계,2150,1108082,삼선동,11290555
삼선동,50~54세,한국인,2135,1108082,삼선동,11290555
삼선동,50~54세,외국인,15,1108082,삼선동,11290555
삼선동,55~59세,계,1645,1108082,삼선동,11290555
삼선동,55~59세,한국인,1632,1108082,삼선동,11290555
삼선동,55~59세,외국인,13,1108082,삼선동,11290555
삼선동,60~64세,계,1556,1108082,삼선동,11290555
삼선동,60~64세,한국인,1548,1108082,삼선동,11290555
삼선동,60~64세,외국인,8,1108082,삼선동,11290555
삼선동,65~69세,계,1271,1108082,삼선동,11290555
삼선동,65~69세,한국인,1265,1108082,삼선동,11290555
삼선동,65~69세,외국인,6,1108082,삼선동,11290555
삼선동,70~74세,계,891,1108082,삼선동,11290555
삼선동,70~74세,한국인,889,1108082,삼선동,11290555
삼선동,70~74세,외국인,2,1108082,삼선동,11290555
삼선동,75~79세,계,810,1108082,삼선동,11290555
삼선동,75~79세,한국인,809,1108082,삼선동,11290555
삼선동,75~79세,외국인,1,1108082,삼선동,11290555
삼선동,80~84세,계,675,1108082,삼선동,11290555
삼선동,80~84세,한국인,673,1108082,삼선동,11290555
삼선동,80~84세,외국인,2,1108082,삼선동,11290555
삼선동,85~89세,계,316,1108082,삼선동,11290555
삼선동,85~89세,한국인,316,1108082,삼선동,11290555
삼선동,85~89세,외국인,0,1108082,삼선동,11290555
삼선동,90~94세,계,85,1108082,삼선동,11290555
삼선동,90~94세,한국인,85,1108082,삼선동,11290555
삼선동,90~94세,외국인,0,1108082,삼선동,11290555
삼선동,95~99세,계,24,1108082,삼선동,11290555
삼선동,95~99세,한국인,24,1108082,삼선동,11290555
삼선동,95~99세,외국인,0,1108082,삼선동,11290555
삼선동,100세 이상,계,5,1108082,삼선동,11290555
삼선동,100세 이상,한국인,5,1108082,삼선동,11290555
삼선동,100세 이상,외국인,0,1108082,삼선동,11290555
동선동,계,계,15954,1108083,동선동,11290575
동선동,계,한국인,15079,1108083,동선동,11290575
동선동,계,외국인,875,1108083,동선동,11290575
동선동,0~4세,계,157,1108083,동선동,11290575
동선동,0~4세,한국인,155,1108083,동선동,11290575
동선동,0~4세,외국인,2,1108083,동선동,11290575
동선동,5~9세,계,275,1108083,동선동,11290575
동선동,5~9세,한국인,272,1108083,동선동,11290575
동선동,5~9세,외국인,3,1108083,동선동,11290575
동선동,10~14세,계,346,1108083,동선동,11290575
동선동,10~14세,한국인,336,1108083,동선동,11290575
동선동,10~14세,외국인,10,1108083,동선동,11290575
동선동,15~19세,계,688,1108083,동선동,11290575
동선동,15~19세,한국인,655,1108083,동선동,11290575
동선동,15~19세,외국인,33,1108083,동선동,11290575
동선동,20~24세,계,2756,1108083,동선동,11290575
동선동,20~24세,한국인,2350,1108083,동선동,11290575
동선동,20~24세,외국인,406,1108083,동선동,11290575
동선동,25~29세,계,2429,1108083,동선동,11290575
동선동,25~29세,한국인,2228,1108083,동선동,11290575
동선동,25~29세,외국인,201,1108083,동선동,11290575
동선동,30~34세,계,1503,1108083,동선동,11290575
동선동,30~34세,한국인,1423,1108083,동선동,11290575
동선동,30~34세,외국인,80,1108083,동선동,11290575
동선동,35~39세,계,1051,1108083,동선동,11290575
동선동,35~39세,한국인,1010,1108083,동선동,11290575
동선동,35~39세,외국인,41,1108083,동선동,11290575
동선동,40~44세,계,936,1108083,동선동,11290575
동선동,40~44세,한국인,903,1108083,동선동,11290575
동선동,40~44세,외국인,33,1108083,동선동,11290575
동선동,45~49세,계,906,1108083,동선동,11290575
동선동,45~49세,한국인,890,1108083,동선동,11290575
동선동,45~49세,외국인,16,1108083,동선동,11290575
동선동,50~54세,계,1085,1108083,동선동,11290575
동선동,50~54세,한국인,1070,1108083,동선동,11290575
동선동,50~54세,외국인,15,1108083,동선동,11290575
동선동,55~59세,계,815,1108083,동선동,11290575
동선동,55~59세,한국인,804,1108083,동선동,11290575
동선동,55~59세,외국인,11,1108083,동선동,11290575
동선동,60~64세,계,803,1108083,동선동,11290575
동선동,60~64세,한국인,797,1108083,동선동,11290575
동선동,60~64세,외국인,6,1108083,동선동,11290575
동선동,65~69세,계,647,1108083,동선동,11290575
동선동,65~69세,한국인,638,1108083,동선동,11290575
동선동,65~69세,외국인,9,1108083,동선동,11290575
동선동,70~74세,계,486,1108083,동선동,11290575
동선동,70~74세,한국인,483,1108083,동선동,11290575
동선동,70~74세,외국인,3,1108083,동선동,11290575
동선동,75~79세,계,466,1108083,동선동,11290575
동선동,75~79세,한국인,464,1108083,동선동,11290575
동선동,75~79세,외국인,2,1108083,동선동,11290575
동선동,80~84세,계,371,1108083,동선동,11290575
동선동,80~84세,한국인,369,1108083,동선동,11290575
동선동,80~84세,외국인,2,1108083,동선동,11290575
동선동,85~89세,계,163,1108083,동선동,11290575
동선동,85~89세,한국인,162,1108083,동선동,11290575
동선동,85~89세,외국인,1,1108083,동선동,11290575
동선동,90~94세,계,56,1108083,동선동,11290575
동선동,90~94세,한국인,55,1108083,동선동,11290575
동선동,90~94세,외국인,1,1108083,동선동,11290575
동선동,95~99세,계,13,1108083,동선동,11290575
동선동,95~99세,한국인,13,1108083,동선동,11290575
동선동,95~99세,외국인,0,1108083,동선동,11290575
동선동,100세 이상,계,2,1108083,동선동,11290575
동선동,100세 이상,한국인,2,1108083,동선동,11290575
동선동,100세 이상,외국인,0,1108083,동선동,11290575
종암동,계,계,40050,1108084,종암동,11290705
종암동,계,한국인,38095,1108084,종암동,11290705
종암동,계,외국인,1955,1108084,종암동,11290705
종암동,0~4세,계,888,1108084,종암동,11290705
종암동,0~4세,한국인,873,1108084,종암동,11290705
종암동,0~4세,외국인,15,1108084,종암동,11290705
종암동,5~9세,계,1358,1108084,종암동,11290705
종암동,5~9세,한국인,1343,1108084,종암동,11290705
종암동,5~9세,외국인,15,1108084,종암동,11290705
종암동,10~14세,계,1637,1108084,종암동,11290705
종암동,10~14세,한국인,1629,1108084,종암동,11290705
종암동,10~14세,외국인,8,1108084,종암동,11290705
종암동,15~19세,계,1953,1108084,종암동,11290705
종암동,15~19세,한국인,1848,1108084,종암동,11290705
종암동,15~19세,외국인,105,1108084,종암동,11290705
종암동,20~24세,계,3441,1108084,종암동,11290705
종암동,20~24세,한국인,2646,1108084,종암동,11290705
종암동,20~24세,외국인,795,1108084,종암동,11290705
종암동,25~29세,계,3474,1108084,종암동,11290705
종암동,25~29세,한국인,2878,1108084,종암동,11290705
종암동,25~29세,외국인,596,1108084,종암동,11290705
종암동,30~34세,계,2553,1108084,종암동,11290705
종암동,30~34세,한국인,2393,1108084,종암동,11290705
종암동,30~34세,외국인,160,1108084,종암동,11290705
종암동,35~39세,계,2380,1108084,종암동,11290705
종암동,35~39세,한국인,2303,1108084,종암동,11290705
종암동,35~39세,외국인,77,1108084,종암동,11290705
종암동,40~44세,계,2971,1108084,종암동,11290705
종암동,40~44세,한국인,2921,1108084,종암동,11290705
종암동,40~44세,외국인,50,1108084,종암동,11290705
종암동,45~49세,계,3067,1108084,종암동,11290705
종암동,45~49세,한국인,3033,1108084,종암동,11290705
종암동,45~49세,외국인,34,1108084,종암동,11290705
종암동,50~54세,계,3493,1108084,종암동,11290705
종암동,50~54세,한국인,3461,1108084,종암동,11290705
종암동,50~54세,외국인,32,1108084,종암동,11290705
종암동,55~59세,계,2873,1108084,종암동,11290705
종암동,55~59세,한국인,2843,1108084,종암동,11290705
종암동,55~59세,외국인,30,1108084,종암동,11290705
종암동,60~64세,계,2876,1108084,종암동,11290705
종암동,60~64세,한국인,2854,1108084,종암동,11290705
종암동,60~64세,외국인,22,1108084,종암동,11290705
종암동,65~69세,계,2276,1108084,종암동,11290705
종암동,65~69세,한국인,2271,1108084,종암동,11290705
종암동,65~69세,외국인,5,1108084,종암동,11290705
종암동,70~74세,계,1592,1108084,종암동,11290705
종암동,70~74세,한국인,1586,1108084,종암동,11290705
종암동,70~74세,외국인,6,1108084,종암동,11290705
종암동,75~79세,계,1302,1108084,종암동,11290705
종암동,75~79세,한국인,1298,1108084,종암동,11290705
종암동,75~79세,외국인,4,1108084,종암동,11290705
종암동,80~84세,계,1066,1108084,종암동,11290705
종암동,80~84세,한국인,1065,1108084,종암동,11290705
종암동,80~84세,외국인,1,1108084,종암동,11290705
종암동,85~89세,계,592,1108084,종암동,11290705
종암동,85~89세,한국인,592,1108084,종암동,11290705
종암동,85~89세,외국인,0,1108084,종암동,11290705
종암동,90~94세,계,208,1108084,종암동,11290705
종암동,90~94세,한국인,208,1108084,종암동,11290705
종암동,90~94세,외국인,0,1108084,종암동,11290705
종암동,95~99세,계,41,1108084,종암동,11290705
종암동,95~99세,한국인,41,1108084,종암동,11290705
종암동,95~99세,외국인,0,1108084,종암동,11290705
종암동,100세 이상,계,9,1108084,종암동,11290705
종암동,100세 이상,한국인,9,1108084,종암동,11290705
종암동,100세 이상,외국인,0,1108084,종암동,11290705
석관동,계,계,35250,1108085,석관동,11290810
석관동,계,한국인,34380,1108085,석관동,11290810
석관동,계,외국인,870,1108085,석관동,11290810
석관동,0~4세,계,805,1108085,석관동,11290810
석관동,0~4세,한국인,784,1108085,석관동,11290810
석관동,0~4세,외국인,21,1108085,석관동,11290810
석관동,5~9세,계,987,1108085,석관동,11290810
석관동,5~9세,한국인,961,1108085,석관동,11290810
석관동,5~9세,외국인,26,1108085,석관동,11290810
석관동,10~14세,계,970,1108085,석관동,11290810
석관동,10~14세,한국인,947,1108085,석관동,11290810
석관동,10~14세,외국인,23,1108085,석관동,11290810
석관동,15~19세,계,1129,1108085,석관동,11290810
석관동,15~19세,한국인,1117,1108085,석관동,11290810
석관동,15~19세,외국인,12,1108085,석관동,11290810
석관동,20~24세,계,2226,1108085,석관동,11290810
석관동,20~24세,한국인,2084,1108085,석관동,11290810
석관동,20~24세,외국인,142,1108085,석관동,11290810
석관동,25~29세,계,2950,1108085,석관동,11290810
석관동,25~29세,한국인,2719,1108085,석관동,11290810
석관동,25~29세,외국인,231,1108085,석관동,11290810
석관동,30~34세,계,2637,1108085,석관동,11290810
석관동,30~34세,한국인,2529,1108085,석관동,11290810
석관동,30~34세,외국인,108,1108085,석관동,11290810
석관동,35~39세,계,2254,1108085,석관동,11290810
석관동,35~39세,한국인,2178,1108085,석관동,11290810
석관동,35~39세,외국인,76,1108085,석관동,11290810
석관동,40~44세,계,2463,1108085,석관동,11290810
석관동,40~44세,한국인,2398,1108085,석관동,11290810
석관동,40~44세,외국인,65,1108085,석관동,11290810
석관동,45~49세,계,2390,1108085,석관동,11290810
석관동,45~49세,한국인,2344,1108085,석관동,11290810
석관동,45~49세,외국인,46,1108085,석관동,11290810
석관동,50~54세,계,2949,1108085,석관동,11290810
석관동,50~54세,한국인,2913,1108085,석관동,11290810
석관동,50~54세,외국인,36,1108085,석관동,11290810
석관동,55~59세,계,2821,1108085,석관동,11290810
석관동,55~59세,한국인,2788,1108085,석관동,11290810
석관동,55~59세,외국인,33,1108085,석관동,11290810
석관동,60~64세,계,3074,1108085,석관동,11290810
석관동,60~64세,한국인,3050,1108085,석관동,11290810
석관동,60~64세,외국인,24,1108085,석관동,11290810
석관동,65~69세,계,2557,1108085,석관동,11290810
석관동,65~69세,한국인,2539,1108085,석관동,11290810
석관동,65~69세,외국인,18,1108085,석관동,11290810
석관동,70~74세,계,1827,1108085,석관동,11290810
석관동,70~74세,한국인,1823,1108085,석관동,11290810
석관동,70~74세,외국인,4,1108085,석관동,11290810
석관동,75~79세,계,1497,1108085,석관동,11290810
석관동,75~79세,한국인,1495,1108085,석관동,11290810
석관동,75~79세,외국인,2,1108085,석관동,11290810
석관동,80~84세,계,1099,1108085,석관동,11290810
석관동,80~84세,한국인,1098,1108085,석관동,11290810
석관동,80~84세,외국인,1,1108085,석관동,11290810
석관동,85~89세,계,457,1108085,석관동,11290810
석관동,85~89세,한국인,455,1108085,석관동,11290810
석관동,85~89세,외국인,2,1108085,석관동,11290810
석관동,90~94세,계,123,1108085,석관동,11290810
석관동,90~94세,한국인,123,1108085,석관동,11290810
석관동,90~94세,외국인,0,1108085,석관동,11290810
석관동,95~99세,계,32,1108085,석관동,11290810
석관동,95~99세,한국인,32,1108085,석관동,11290810
석관동,95~99세,외국인,0,1108085,석관동,11290810
석관동,100세 이상,계,3,1108085,석관동,11290810
석관동,100세 이상,한국인,3,1108085,석관동,11290810
석관동,100세 이상,외국인,0,1108085,석관동,11290810
번1동,계,계,18592,1109060,번1동,11305590
번1동,계,한국인,18091,1109060,번1동,11305590
번1동,계,외국인,501,1109060,번1동,11305590
번1동,0~4세,계,258,1109060,번1동,11305590
번1동,0~4세,한국인,255,1109060,번1동,11305590
번1동,0~4세,외국인,3,1109060,번1동,11305590
번1동,5~9세,계,312,1109060,번1동,11305590
번1동,5~9세,한국인,301,1109060,번1동,11305590
번1동,5~9세,외국인,11,1109060,번1동,11305590
번1동,10~14세,계,398,1109060,번1동,11305590
번1동,10~14세,한국인,392,1109060,번1동,11305590
번1동,10~14세,외국인,6,1109060,번1동,11305590
번1동,15~19세,계,548,1109060,번1동,11305590
번1동,15~19세,한국인,540,1109060,번1동,11305590
번1동,15~19세,외국인,8,1109060,번1동,11305590
번1동,20~24세,계,1357,1109060,번1동,11305590
번1동,20~24세,한국인,1202,1109060,번1동,11305590
번1동,20~24세,외국인,155,1109060,번1동,11305590
번1동,25~29세,계,1932,1109060,번1동,11305590
번1동,25~29세,한국인,1820,1109060,번1동,11305590
번1동,25~29세,외국인,112,1109060,번1동,11305590
번1동,30~34세,계,1561,1109060,번1동,11305590
번1동,30~34세,한국인,1510,1109060,번1동,11305590
번1동,30~34세,외국인,51,1109060,번1동,11305590
번1동,35~39세,계,1148,1109060,번1동,11305590
번1동,35~39세,한국인,1115,1109060,번1동,11305590
번1동,35~39세,외국인,33,1109060,번1동,11305590
번1동,40~44세,계,1371,1109060,번1동,11305590
번1동,40~44세,한국인,1340,1109060,번1동,11305590
번1동,40~44세,외국인,31,1109060,번1동,11305590
번1동,45~49세,계,1325,1109060,번1동,11305590
번1동,45~49세,한국인,1301,1109060,번1동,11305590
번1동,45~49세,외국인,24,1109060,번1동,11305590
번1동,50~54세,계,1570,1109060,번1동,11305590
번1동,50~54세,한국인,1554,1109060,번1동,11305590
번1동,50~54세,외국인,16,1109060,번1동,11305590
번1동,55~59세,계,1451,1109060,번1동,11305590
번1동,55~59세,한국인,1427,1109060,번1동,11305590
번1동,55~59세,외국인,24,1109060,번1동,11305590
번1동,60~64세,계,1519,1109060,번1동,11305590
번1동,60~64세,한국인,1505,1109060,번1동,11305590
번1동,60~64세,외국인,14,1109060,번1동,11305590
번1동,65~69세,계,1245,1109060,번1동,11305590
번1동,65~69세,한국인,1237,1109060,번1동,11305590
번1동,65~69세,외국인,8,1109060,번1동,11305590
번1동,70~74세,계,938,1109060,번1동,11305590
번1동,70~74세,한국인,935,1109060,번1동,11305590
번1동,70~74세,외국인,3,1109060,번1동,11305590
번1동,75~79세,계,788,1109060,번1동,11305590
번1동,75~79세,한국인,786,1109060,번1동,11305590
번1동,75~79세,외국인,2,1109060,번1동,11305590
번1동,80~84세,계,553,1109060,번1동,11305590
번1동,80~84세,한국인,553,1109060,번1동,11305590
번1동,80~84세,외국인,0,1109060,번1동,11305590
번1동,85~89세,계,242,1109060,번1동,11305590
번1동,85~89세,한국인,242,1109060,번1동,11305590
번1동,85~89세,외국인,0,1109060,번1동,11305590
번1동,90~94세,계,58,1109060,번1동,11305590
번1동,90~94세,한국인,58,1109060,번1동,11305590
번1동,90~94세,외국인,0,1109060,번1동,11305590
번1동,95~99세,계,16,1109060,번1동,11305590
번1동,95~99세,한국인,16,1109060,번1동,11305590
번1동,95~99세,외국인,0,1109060,번1동,11305590
번1동,100세 이상,계,2,1109060,번1동,11305590
번1동,100세 이상,한국인,2,1109060,번1동,11305590
번1동,100세 이상,외국인,0,1109060,번1동,11305590
번2동,계,계,15295,1109061,번2동,11305600
번2동,계,한국인,15210,1109061,번2동,11305600
번2동,계,외국인,85,1109061,번2동,11305600
번2동,0~4세,계,202,1109061,번2동,11305600
번2동,0~4세,한국인,201,1109061,번2동,11305600
번2동,0~4세,외국인,1,1109061,번2동,11305600
번2동,5~9세,계,304,1109061,번2동,11305600
번2동,5~9세,한국인,303,1109061,번2동,11305600
번2동,5~9세,외국인,1,1109061,번2동,11305600
번2동,10~14세,계,407,1109061,번2동,11305600
번2동,10~14세,한국인,406,1109061,번2동,11305600
번2동,10~14세,외국인,1,1109061,번2동,11305600
번2동,15~19세,계,494,1109061,번2동,11305600
번2동,15~19세,한국인,494,1109061,번2동,11305600
번2동,15~19세,외국인,0,1109061,번2동,11305600
번2동,20~24세,계,870,1109061,번2동,11305600
번2동,20~24세,한국인,868,1109061,번2동,11305600
번2동,20~24세,외국인,2,1109061,번2동,11305600
번2동,25~29세,계,1108,1109061,번2동,11305600
번2동,25~29세,한국인,1095,1109061,번2동,11305600
번2동,25~29세,외국인,13,1109061,번2동,11305600
