`행정동코드`,`구분`,`평균소득(만원)`,`소득금액구간`,`금액구간별인원수비중(%)`,`정보미제공구간해당여부(Y제공불가)`,ADSTRD_CD_x,ADSTRD_NM,ADSTRD_CD_y
11140605,60세이상,3525,2천만원미만,9,N,1102060,을지로동,11140605
11140605,60세이상,3525,3천만원미만,31,N,1102060,을지로동,11140605
11140605,60세이상,3525,4천만원미만,31,N,1102060,을지로동,11140605
11140605,60세이상,3525,5천만원미만,15,N,1102060,을지로동,11140605
11140605,60세이상,3525,5천만원이상,14,N,1102060,을지로동,11140605
11140615,전체,3595,2천만원미만,9,N,1102069,신당동,11140615
11140615,전체,3595,3천만원미만,28,N,1102069,신당동,11140615
11140615,전체,3595,4천만원미만,30,N,1102069,신당동,11140615
11140615,전체,3595,5천만원미만,20,N,1102069,신당동,11140615
11140615,전체,3595,5천만원이상,13,N,1102069,신당동,11140615
11140615,남성,3842,2천만원미만,5,N,1102069,신당동,11140615
11140615,남성,3842,3천만원미만,26,N,1102069,신당동,11140615
11140615,남성,3842,4천만원미만,28,N,1102069,신당동,11140615
11140615,남성,3842,5천만원미만,24,N,1102069,신당동,11140615
11140615,남성,3842,5천만원이상,17,N,1102069,신당동,11140615
11140615,여성,3319,2천만원미만,13,N,1102069,신당동,11140615
11140615,여성,3319,3천만원미만,30,N,1102069,신당동,11140615
11140615,여성,3319,4천만원미만,31,N,1102069,신당동,11140615
11140615,여성,3319,5천만원미만,16,N,1102069,신당동,11140615
11140615,여성,3319,5천만원이상,9,N,1102069,신당동,11140615
11140615,20대,2562,2천만원미만,24,N,1102069,신당동,11140615
11140615,20대,2562,3천만원미만,47,N,1102069,신당동,11140615
11140615,20대,2562,4천만원미만,22,N,1102069,신당동,11140615
11140615,20대,2562,5천만원미만,6,N,1102069,신당동,11140615
11140615,20대,2562,5천만원이상,2,N,1102069,신당동,11140615
11140615,30대,3335,2천만원미만,9,N,1102069,신당동,11140615
11140615,30대,3335,3천만원미만,33,N,1102069,신당동,11140615
11140615,30대,3335,4천만원미만,34,N,1102069,신당동,11140615
11140615,30대,3335,5천만원미만,16,N,1102069,신당동,11140615
11140615,30대,3335,5천만원이상,8,N,1102069,신당동,11140615
11140615,40대,4032,2천만원미만,5,N,1102069,신당동,11140615
11140615,40대,4032,3천만원미만,17,N,1102069,신당동,11140615
11140615,40대,4032,4천만원미만,30,N,1102069,신당동,11140615
11140615,40대,4032,5천만원미만,29,N,1102069,신당동,11140615
11140615,40대,4032,5천만원이상,18,N,1102069,신당동,11140615
11140615,50대,4259,2천만원미만,4,N,1102069,신당동,11140615
11140615,50대,4259,3천만원미만,14,N,1102069,신당동,11140615
11140615,50대,4259,4천만원미만,31,N,1102069,신당동,11140615
11140615,50대,4259,5천만원미만,28,N,1102069,신당동,11140615
11140615,50대,4259,5천만원이상,23,N,1102069,신당동,11140615
11140615,60세이상,3348,2천만원미만,8,N,1102069,신당동,11140615
11140615,60세이상,3348,3천만원미만,38,N,1102069,신당동,11140615
11140615,60세이상,3348,4천만원미만,26,N,1102069,신당동,11140615
11140615,60세이상,3348,5천만원미만,16,N,1102069,신당동,11140615
11140615,60세이상,3348,5천만원이상,12,N,1102069,신당동,11140615
11140625,전체,3672,2천만원미만,9,N,1102070,다산동,11140625
11140625,전체,3672,3천만원미만,23,N,1102070,다산동,11140625
11140625,전체,3672,4천만원미만,32,N,1102070,다산동,11140625
11140625,전체,3672,5천만원미만,21,N,1102070,다산동,11140625
11140625,전체,3672,5천만원이상,14,N,1102070,다산동,11140625
11140625,남성,3935,2천만원미만,7,N,1102070,다산동,11140625
11140625,남성,3935,3천만원미만,22,N,1102070,다산동,11140625
11140625,남성,3935,4천만원미만,28,N,1102070,다산동,11140625
11140625,남성,3935,5천만원미만,24,N,1102070,다산동,11140625
11140625,남성,3935,5천만원이상,20,N,1102070,다산동,11140625
11140625,여성,3386,2천만원미만,12,N,1102070,다산동,11140625
11140625,여성,3386,3천만원미만,25,N,1102070,다산동,11140625
11140625,여성,3386,4천만원미만,37,N,1102070,다산동,11140625
11140625,여성,3386,5천만원미만,17,N,1102070,다산동,11140625
11140625,여성,3386,5천만원이상,9,N,1102070,다산동,11140625
11140625,20대,2556,2천만원미만,26,N,1102070,다산동,11140625
11140625,20대,2556,3천만원미만,45,N,1102070,다산동,11140625
11140625,20대,2556,4천만원미만,22,N,1102070,다산동,11140625
11140625,20대,2556,5천만원미만,6,N,1102070,다산동,11140625
11140625,20대,2556,5천만원이상,1,N,1102070,다산동,11140625
11140625,30대,3411,2천만원미만,8,N,1102070,다산동,11140625
11140625,30대,3411,3천만원미만,28,N,1102070,다산동,11140625
11140625,30대,3411,4천만원미만,39,N,1102070,다산동,11140625
11140625,30대,3411,5천만원미만,16,N,1102070,다산동,11140625
11140625,30대,3411,5천만원이상,9,N,1102070,다산동,11140625
11140625,40대,4105,2천만원미만,6,N,1102070,다산동,11140625
11140625,40대,4105,3천만원미만,13,N,1102070,다산동,11140625
11140625,40대,4105,4천만원미만,31,N,1102070,다산동,11140625
11140625,40대,4105,5천만원미만,30,N,1102070,다산동,11140625
11140625,40대,4105,5천만원이상,20,N,1102070,다산동,11140625
11140625,50대,4366,2천만원미만,6,N,1102070,다산동,11140625
11140625,50대,4366,3천만원미만,12,N,1102070,다산동,11140625
11140625,50대,4366,4천만원미만,30,N,1102070,다산동,11140625
11140625,50대,4366,5천만원미만,27,N,1102070,다산동,11140625
11140625,50대,4366,5천만원이상,25,N,1102070,다산동,11140625
11140625,60세이상,3393,2천만원미만,11,N,1102070,다산동,11140625
11140625,60세이상,3393,3천만원미만,30,N,1102070,다산동,11140625
11140625,60세이상,3393,4천만원미만,30,N,1102070,다산동,11140625
11140625,60세이상,3393,5천만원미만,17,N,1102070,다산동,11140625
11140625,60세이상,3393,5천만원이상,11,N,1102070,다산동,11140625
11140635,전체,4329,2천만원미만,7,N,1102071,약수동,11140635
11140635,전체,4329,3천만원미만,18,N,1102071,약수동,11140635
11140635,전체,4329,4천만원미만,26,N,1102071,약수동,11140635
11140635,전체,4329,5천만원미만,19,N,1102071,약수동,11140635
11140635,전체,4329,5천만원이상,30,N,1102071,약수동,11140635
11140635,남성,4782,2천만원미만,5,N,1102071,약수동,11140635
11140635,남성,4782,3천만원미만,16,N,1102071,약수동,11140635
11140635,남성,4782,4천만원미만,20,N,1102071,약수동,11140635
11140635,남성,4782,5천만원미만,19,N,1102071,약수동,11140635
11140635,남성,4782,5천만원이상,39,N,1102071,약수동,11140635
11140635,여성,3819,2천만원미만,9,N,1102071,약수동,11140635
11140635,여성,3819,3천만원미만,20,N,1102071,약수동,11140635
11140635,여성,3819,4천만원미만,33,N,1102071,약수동,11140635
11140635,여성,3819,5천만원미만,18,N,1102071,약수동,11140635
11140635,여성,3819,5천만원이상,19,N,1102071,약수동,11140635
11140635,20대,2635,2천만원미만,23,N,1102071,약수동,11140635
11140635,20대,2635,3천만원미만,48,N,1102071,약수동,11140635
11140635,20대,2635,4천만원미만,21,N,1102071,약수동,11140635
11140635,20대,2635,5천만원미만,5,N,1102071,약수동,11140635
11140635,20대,2635,5천만원이상,3,N,1102071,약수동,11140635
11140635,30대,3850,2천만원미만,6,N,1102071,약수동,11140635
11140635,30대,3850,3천만원미만,21,N,1102071,약수동,11140635
11140635,30대,3850,4천만원미만,35,N,1102071,약수동,11140635
11140635,30대,3850,5천만원미만,17,N,1102071,약수동,11140635
11140635,30대,3850,5천만원이상,20,N,1102071,약수동,11140635
11140635,40대,5039,2천만원미만,3,N,1102071,약수동,11140635
11140635,40대,5039,3천만원미만,8,N,1102071,약수동,11140635
11140635,40대,5039,4천만원미만,22,N,1102071,약수동,11140635
11140635,40대,5039,5천만원미만,25,N,1102071,약수동,11140635
11140635,40대,5039,5천만원이상,42,N,1102071,약수동,11140635
11140635,50대,5037,2천만원미만,5,N,1102071,약수동,11140635
11140635,50대,5037,3천만원미만,10,N,1102071,약수동,11140635
11140635,50대,5037,4천만원미만,23,N,1102071,약수동,11140635
11140635,50대,5037,5천만원미만,21,N,1102071,약수동,11140635
11140635,50대,5037,5천만원이상,41,N,1102071,약수동,11140635
11140635,60세이상,3905,2천만원미만,11,N,1102071,약수동,11140635
11140635,60세이상,3905,3천만원미만,25,N,1102071,약수동,11140635
11140635,60세이상,3905,4천만원미만,26,N,1102071,약수동,11140635
11140635,60세이상,3905,5천만원미만,14,N,1102071,약수동,11140635
11140635,60세이상,3905,5천만원이상,24,N,1102071,약수동,11140635
11140645,전체,4092,2천만원미만,7,N,1102072,청구동,11140645
11140645,전체,4092,3천만원미만,19,N,1102072,청구동,11140645
11140645,전체,4092,4천만원미만,27,N,1102072,청구동,11140645
11140645,전체,4092,5천만원미만,21,N,1102072,청구동,11140645
11140645,전체,4092,5천만원이상,26,N,1102072,청구동,11140645
11140645,남성,4495,2천만원미만,4,N,1102072,청구동,11140645
11140645,남성,4495,3천만원미만,18,N,1102072,청구동,11140645
11140645,남성,4495,4천만원미만,21,N,1102072,청구동,11140645
11140645,남성,4495,5천만원미만,22,N,1102072,청구동,11140645
11140645,남성,4495,5천만원이상,35,N,1102072,청구동,11140645
11140645,여성,3641,2천만원미만,10,N,1102072,청구동,11140645
11140645,여성,3641,3천만원미만,21,N,1102072,청구동,11140645
11140645,여성,3641,4천만원미만,34,N,1102072,청구동,11140645
11140645,여성,3641,5천만원미만,19,N,1102072,청구동,11140645
11140645,여성,3641,5천만원이상,15,N,1102072,청구동,11140645
11140645,20대,2596,2천만원미만,26,N,1102072,청구동,11140645
11140645,20대,2596,3천만원미만,46,N,1102072,청구동,11140645
11140645,20대,2596,4천만원미만,21,N,1102072,청구동,11140645
11140645,20대,2596,5천만원미만,4,N,1102072,청구동,11140645
11140645,20대,2596,5천만원이상,3,N,1102072,청구동,11140645
11140645,30대,3767,2천만원미만,5,N,1102072,청구동,11140645
11140645,30대,3767,3천만원미만,23,N,1102072,청구동,11140645
11140645,30대,3767,4천만원미만,35,N,1102072,청구동,11140645
11140645,30대,3767,5천만원미만,19,N,1102072,청구동,11140645
11140645,30대,3767,5천만원이상,18,N,1102072,청구동,11140645
11140645,40대,4676,2천만원미만,4,N,1102072,청구동,11140645
11140645,40대,4676,3천만원미만,9,N,1102072,청구동,11140645
11140645,40대,4676,4천만원미만,24,N,1102072,청구동,11140645
11140645,40대,4676,5천만원미만,27,N,1102072,청구동,11140645
11140645,40대,4676,5천만원이상,37,N,1102072,청구동,11140645
11140645,50대,4715,2천만원미만,4,N,1102072,청구동,11140645
11140645,50대,4715,3천만원미만,10,N,1102072,청구동,11140645
11140645,50대,4715,4천만원미만,25,N,1102072,청구동,11140645
11140645,50대,4715,5천만원미만,23,N,1102072,청구동,11140645
11140645,50대,4715,5천만원이상,37,N,1102072,청구동,11140645
11140645,60세이상,3808,2천만원미만,9,N,1102072,청구동,11140645
11140645,60세이상,3808,3천만원미만,26,N,1102072,청구동,11140645
11140645,60세이상,3808,4천만원미만,23,N,1102072,청구동,11140645
11140645,60세이상,3808,5천만원미만,20,N,1102072,청구동,11140645
11140645,60세이상,3808,5천만원이상,21,N,1102072,청구동,11140645
11140650,전체,3789,2천만원미만,10,N,1102065,신당5동,11140650
11140650,전체,3789,3천만원미만,23,N,1102065,신당5동,11140650
11140650,전체,3789,4천만원미만,30,N,1102065,신당5동,11140650
11140650,전체,3789,5천만원미만,19,N,1102065,신당5동,11140650
11140650,전체,3789,5천만원이상,19,N,1102065,신당5동,11140650
11140650,남성,4108,2천만원미만,6,N,1102065,신당5동,11140650
11140650,남성,4108,3천만원미만,22,N,1102065,신당5동,11140650
11140650,남성,4108,4천만원미만,27,N,1102065,신당5동,11140650
11140650,남성,4108,5천만원미만,21,N,1102065,신당5동,11140650
11140650,남성,4108,5천만원이상,25,N,1102065,신당5동,11140650
11140650,여성,3433,2천만원미만,14,N,1102065,신당5동,11140650
11140650,여성,3433,3천만원미만,25,N,1102065,신당5동,11140650
11140650,여성,3433,4천만원미만,33,N,1102065,신당5동,11140650
11140650,여성,3433,5천만원미만,16,N,1102065,신당5동,11140650
11140650,여성,3433,5천만원이상,12,N,1102065,신당5동,11140650
11140650,20대,2523,2천만원미만,30,N,1102065,신당5동,11140650
11140650,20대,2523,3천만원미만,45,N,1102065,신당5동,11140650
11140650,20대,2523,4천만원미만,15,N,1102065,신당5동,11140650
11140650,20대,2523,5천만원미만,7,N,1102065,신당5동,11140650
11140650,20대,2523,5천만원이상,2,N,1102065,신당5동,11140650
11140650,30대,3589,2천만원미만,9,N,1102065,신당5동,11140650
11140650,30대,3589,3천만원미만,25,N,1102065,신당5동,11140650
11140650,30대,3589,4천만원미만,36,N,1102065,신당5동,11140650
11140650,30대,3589,5천만원미만,15,N,1102065,신당5동,11140650
11140650,30대,3589,5천만원이상,15,N,1102065,신당5동,11140650
11140650,40대,4311,2천만원미만,4,N,1102065,신당5동,11140650
11140650,40대,4311,3천만원미만,15,N,1102065,신당5동,11140650
11140650,40대,4311,4천만원미만,28,N,1102065,신당5동,11140650
11140650,40대,4311,5천만원미만,26,N,1102065,신당5동,11140650
11140650,40대,4311,5천만원이상,27,N,1102065,신당5동,11140650
11140650,50대,4315,2천만원미만,6,N,1102065,신당5동,11140650
11140650,50대,4315,3천만원미만,14,N,1102065,신당5동,11140650
11140650,50대,4315,4천만원미만,29,N,1102065,신당5동,11140650
11140650,50대,4315,5천만원미만,23,N,1102065,신당5동,11140650
11140650,50대,4315,5천만원이상,27,N,1102065,신당5동,11140650
11140650,60세이상,3417,2천만원미만,11,N,1102065,신당5동,11140650
11140650,60세이상,3417,3천만원미만,31,N,1102065,신당5동,11140650
11140650,60세이상,3417,4천만원미만,30,N,1102065,신당5동,11140650
11140650,60세이상,3417,5천만원미만,15,N,1102065,신당5동,11140650
11140650,60세이상,3417,5천만원이상,13,N,1102065,신당5동,11140650
11140665,전체,4256,2천만원미만,7,N,1102073,동화동,11140665
11140665,전체,4256,3천만원미만,18,N,1102073,동화동,11140665
11140665,전체,4256,4천만원미만,25,N,1102073,동화동,11140665
11140665,전체,4256,5천만원미만,20,N,1102073,동화동,11140665
11140665,전체,4256,5천만원이상,30,N,1102073,동화동,11140665
11140665,남성,4652,2천만원미만,5,N,1102073,동화동,11140665
11140665,남성,4652,3천만원미만,17,N,1102073,동화동,11140665
11140665,남성,4652,4천만원미만,18,N,1102073,동화동,11140665
11140665,남성,4652,5천만원미만,21,N,1102073,동화동,11140665
11140665,남성,4652,5천만원이상,39,N,1102073,동화동,11140665
11140665,여성,3807,2천만원미만,10,N,1102073,동화동,11140665
11140665,여성,3807,3천만원미만,20,N,1102073,동화동,11140665
11140665,여성,3807,4천만원미만,33,N,1102073,동화동,11140665
11140665,여성,3807,5천만원미만,18,N,1102073,동화동,11140665
11140665,여성,3807,5천만원이상,20,N,1102073,동화동,11140665
11140665,20대,2687,2천만원미만,23,N,1102073,동화동,11140665
11140665,20대,2687,3천만원미만,52,N,1102073,동화동,11140665
11140665,20대,2687,4천만원미만,15,N,1102073,동화동,11140665
11140665,20대,2687,5천만원미만,4,N,1102073,동화동,11140665
11140665,20대,2687,5천만원이상,6,N,1102073,동화동,11140665
11140665,30대,3853,2천만원미만,6,N,1102073,동화동,11140665
11140665,30대,3853,3천만원미만,21,N,1102073,동화동,11140665
11140665,30대,3853,4천만원미만,37,N,1102073,동화동,11140665
11140665,30대,3853,5천만원미만,16,N,1102073,동화동,11140665
11140665,30대,3853,5천만원이상,20,N,1102073,동화동,11140665
11140665,40대,4746,2천만원미만,4,N,1102073,동화동,11140665
11140665,40대,4746,3천만원미만,9,N,1102073,동화동,11140665
11140665,40대,4746,4천만원미만,22,N,1102073,동화동,11140665
11140665,40대,4746,5천만원미만,26,N,1102073,동화동,11140665
11140665,40대,4746,5천만원이상,38,N,1102073,동화동,11140665
11140665,50대,4920,2천만원미만,5,N,1102073,동화동,11140665
11140665,50대,4920,3천만원미만,7,N,1102073,동화동,11140665
11140665,50대,4920,4천만원미만,22,N,1102073,동화동,11140665
11140665,50대,4920,5천만원미만,23,N,1102073,동화동,11140665
11140665,50대,4920,5천만원이상,43,N,1102073,동화동,11140665
11140665,60세이상,3913,2천만원미만,9,N,1102073,동화동,11140665
11140665,60세이상,3913,3천만원미만,27,N,1102073,동화동,11140665
11140665,60세이상,3913,4천만원미만,22,N,1102073,동화동,11140665
11140665,60세이상,3913,5천만원미만,16,N,1102073,동화동,11140665
11140665,60세이상,3913,5천만원이상,27,N,1102073,동화동,11140665
11140670,전체,4022,2천만원미만,7,N,1102067,황학동,11140670
11140670,전체,4022,3천만원미만,22,N,1102067,황학동,11140670
11140670,전체,4022,4천만원미만,29,N,1102067,황학동,11140670
11140670,전체,4022,5천만원미만,19,N,1102067,황학동,11140670
11140670,전체,4022,5천만원이상,24,N,1102067,황학동,11140670
11140670,남성,4336,2천만원미만,5,N,1102067,황학동,11140670
11140670,남성,4336,3천만원미만,19,N,1102067,황학동,11140670
11140670,남성,4336,4천만원미만,26,N,1102067,황학동,11140670
11140670,남성,4336,5천만원미만,21,N,1102067,황학동,11140670
11140670,남성,4336,5천만원이상,29,N,1102067,황학동,11140670
11140670,여성,3660,2천만원미만,10,N,1102067,황학동,11140670
11140670,여성,3660,3천만원미만,25,N,1102067,황학동,11140670
11140670,여성,3660,4천만원미만,32,N,1102067,황학동,11140670
11140670,여성,3660,5천만원미만,16,N,1102067,황학동,11140670
11140670,여성,3660,5천만원이상,17,N,1102067,황학동,11140670
11140670,20대,2676,2천만원미만,22,N,1102067,황학동,11140670
11140670,20대,2676,3천만원미만,48,N,1102067,황학동,11140670
11140670,20대,2676,4천만원미만,17,N,1102067,황학동,11140670
11140670,20대,2676,5천만원미만,9,N,1102067,황학동,11140670
11140670,20대,2676,5천만원이상,3,N,1102067,황학동,11140670
11140670,30대,3818,2천만원미만,6,N,1102067,황학동,11140670
11140670,30대,3818,3천만원미만,22,N,1102067,황학동,11140670
11140670,30대,3818,4천만원미만,37,N,1102067,황학동,11140670
11140670,30대,3818,5천만원미만,16,N,1102067,황학동,11140670
11140670,30대,3818,5천만원이상,20,N,1102067,황학동,11140670
11140670,40대,4721,2천만원미만,3,N,1102067,황학동,11140670
11140670,40대,4721,3천만원미만,11,N,1102067,황학동,11140670
11140670,40대,4721,4천만원미만,25,N,1102067,황학동,11140670
11140670,40대,4721,5천만원미만,24,N,1102067,황학동,11140670
11140670,40대,4721,5천만원이상,37,N,1102067,황학동,11140670
11140670,50대,4623,2천만원미만,4,N,1102067,황학동,11140670
11140670,50대,4623,3천만원미만,13,N,1102067,황학동,11140670
11140670,50대,4623,4천만원미만,28,N,1102067,황학동,11140670
11140670,50대,4623,5천만원미만,23,N,1102067,황학동,11140670
11140670,50대,4623,5천만원이상,32,N,1102067,황학동,11140670
11140670,60세이상,3613,2천만원미만,8,N,1102067,황학동,11140670
11140670,60세이상,3613,3천만원미만,30,N,1102067,황학동,11140670
11140670,60세이상,3613,4천만원미만,27,N,1102067,황학동,11140670
11140670,60세이상,3613,5천만원미만,19,N,1102067,황학동,11140670
11140670,60세이상,3613,5천만원이상,16,N,1102067,황학동,11140670
11140680,전체,4156,2천만원미만,7,N,1102068,중림동,11140680
11140680,전체,4156,3천만원미만,19,N,1102068,중림동,11140680
11140680,전체,4156,4천만원미만,27,N,1102068,중림동,11140680
11140680,전체,4156,5천만원미만,19,N,1102068,중림동,11140680
11140680,전체,4156,5천만원이상,27,N,1102068,중림동,11140680
11140680,남성,4567,2천만원미만,4,N,1102068,중림동,11140680
11140680,남성,4567,3천만원미만,18,N,1102068,중림동,11140680
11140680,남성,4567,4천만원미만,22,N,1102068,중림동,11140680
11140680,남성,4567,5천만원미만,21,N,1102068,중림동,11140680
11140680,남성,4567,5천만원이상,35,N,1102068,중림동,11140680
11140680,여성,3685,2천만원미만,11,N,1102068,중림동,11140680
11140680,여성,3685,3천만원미만,21,N,1102068,중림동,11140680
11140680,여성,3685,4천만원미만,32,N,1102068,중림동,11140680
11140680,여성,3685,5천만원미만,17,N,1102068,중림동,11140680
11140680,여성,3685,5천만원이상,18,N,1102068,중림동,11140680
11140680,20대,2664,2천만원미만,22,N,1102068,중림동,11140680
11140680,20대,2664,3천만원미만,45,N,1102068,중림동,11140680
11140680,20대,2664,4천만원미만,23,N,1102068,중림동,11140680
11140680,20대,2664,5천만원미만,5,N,1102068,중림동,11140680
11140680,20대,2664,5천만원이상,4,N,1102068,중림동,11140680
11140680,30대,3888,2천만원미만,6,N,1102068,중림동,11140680
11140680,30대,3888,3천만원미만,20,N,1102068,중림동,11140680
11140680,30대,3888,4천만원미만,34,N,1102068,중림동,11140680
11140680,30대,3888,5천만원미만,20,N,1102068,중림동,11140680
11140680,30대,3888,5천만원이상,21,N,1102068,중림동,11140680
11140680,40대,4817,2천만원미만,4,N,1102068,중림동,11140680
11140680,40대,4817,3천만원미만,10,N,1102068,중림동,11140680
11140680,40대,4817,4천만원미만,22,N,1102068,중림동,11140680
11140680,40대,4817,5천만원미만,23,N,1102068,중림동,11140680
11140680,40대,4817,5천만원이상,41,N,1102068,중림동,11140680
11140680,50대,4804,2천만원미만,5,N,1102068,중림동,11140680
11140680,50대,4804,3천만원미만,11,N,1102068,중림동,11140680
11140680,50대,4804,4천만원미만,24,N,1102068,중림동,11140680
11140680,50대,4804,5천만원미만,21,N,1102068,중림동,11140680
11140680,50대,4804,5천만원이상,38,N,1102068,중림동,11140680
11140680,60세이상,3686,2천만원미만,9,N,1102068,중림동,11140680
11140680,60세이상,3686,3천만원미만,31,N,1102068,중림동,11140680
11140680,60세이상,3686,4천만원미만,26,N,1102068,중림동,11140680
11140680,60세이상,3686,5천만원미만,16,N,1102068,중림동,11140680
11140680,60세이상,3686,5천만원이상,19,N,1102068,중림동,11140680
11170510,전체,4020,2천만원미만,7,N,1103051,후암동,11170510
11170510,전체,4020,3천만원미만,19,N,1103051,후암동,11170510
11170510,전체,4020,4천만원미만,27,N,1103051,후암동,11170510
11170510,전체,4020,5천만원미만,24,N,1103051,후암동,11170510
11170510,전체,4020,5천만원이상,23,N,1103051,후암동,11170510
11170510,남성,4357,2천만원미만,5,N,1103051,후암동,11170510
11170510,남성,4357,3천만원미만,16,N,1103051,후암동,11170510
11170510,남성,4357,4천만원미만,23,N,1103051,후암동,11170510
11170510,남성,4357,5천만원미만,26,N,1103051,후암동,11170510
11170510,남성,4357,5천만원이상,30,N,1103051,후암동,11170510
11170510,여성,3640,2천만원미만,9,N,1103051,후암동,11170510
11170510,여성,3640,3천만원미만,22,N,1103051,후암동,11170510
11170510,여성,3640,4천만원미만,32,N,1103051,후암동,11170510
11170510,여성,3640,5천만원미만,23,N,1103051,후암동,11170510
11170510,여성,3640,5천만원이상,14,N,1103051,후암동,11170510
11170510,20대,2768,2천만원미만,13,N,1103051,후암동,11170510
11170510,20대,2768,3천만원미만,44,N,1103051,후암동,11170510
11170510,20대,2768,4천만원미만,34,N,1103051,후암동,11170510
11170510,20대,2768,5천만원미만,8,N,1103051,후암동,11170510
11170510,20대,2768,5천만원이상,1,N,1103051,후암동,11170510
11170510,30대,3727,2천만원미만,5,N,1103051,후암동,11170510
11170510,30대,3727,3천만원미만,20,N,1103051,후암동,11170510
11170510,30대,3727,4천만원미만,39,N,1103051,후암동,11170510
11170510,30대,3727,5천만원미만,23,N,1103051,후암동,11170510
11170510,30대,3727,5천만원이상,14,N,1103051,후암동,11170510
11170510,40대,4449,2천만원미만,6,N,1103051,후암동,11170510
11170510,40대,4449,3천만원미만,10,N,1103051,후암동,11170510
11170510,40대,4449,4천만원미만,22,N,1103051,후암동,11170510
11170510,40대,4449,5천만원미만,30,N,1103051,후암동,11170510
11170510,40대,4449,5천만원이상,32,N,1103051,후암동,11170510
11170510,50대,4772,2천만원미만,5,N,1103051,후암동,11170510
11170510,50대,4772,3천만원미만,10,N,1103051,후암동,11170510
11170510,50대,4772,4천만원미만,18,N,1103051,후암동,11170510
11170510,50대,4772,5천만원미만,28,N,1103051,후암동,11170510
11170510,50대,4772,5천만원이상,39,N,1103051,후암동,11170510
11170510,60세이상,3589,2천만원미만,11,N,1103051,후암동,11170510
11170510,60세이상,3589,3천만원미만,27,N,1103051,후암동,11170510
11170510,60세이상,3589,4천만원미만,24,N,1103051,후암동,11170510
11170510,60세이상,3589,5천만원미만,22,N,1103051,후암동,11170510
11170510,60세이상,3589,5천만원이상,16,N,1103051,후암동,11170510
11170520,전체,3751,2천만원미만,9,N,1103052,용산2가동,11170520
11170520,전체,3751,3천만원미만,21,N,1103052,용산2가동,11170520
11170520,전체,3751,4천만원미만,30,N,1103052,용산2가동,11170520
11170520,전체,3751,5천만원미만,23,N,1103052,용산2가동,11170520
11170520,전체,3751,5천만원이상,17,N,1103052,용산2가동,11170520
11170520,남성,3996,2천만원미만,7,N,1103052,용산2가동,11170520
11170520,남성,3996,3천만원미만,18,N,1103052,용산2가동,11170520
11170520,남성,3996,4천만원미만,28,N,1103052,용산2가동,11170520
11170520,남성,3996,5천만원미만,25,N,1103052,용산2가동,11170520
11170520,남성,3996,5천만원이상,22,N,1103052,용산2가동,11170520
11170520,여성,3472,2천만원미만,11,N,1103052,용산2가동,11170520
11170520,여성,3472,3천만원미만,25,N,1103052,용산2가동,11170520
11170520,여성,3472,4천만원미만,33,N,1103052,용산2가동,11170520
11170520,여성,3472,5천만원미만,21,N,1103052,용산2가동,11170520
11170520,여성,3472,5천만원이상,11,N,1103052,용산2가동,11170520
11170520,20대,2713,2천만원미만,14,N,1103052,용산2가동,11170520
11170520,20대,2713,3천만원미만,43,N,1103052,용산2가동,11170520
11170520,20대,2713,4천만원미만,37,N,1103052,용산2가동,11170520
11170520,20대,2713,5천만원미만,6,N,1103052,용산2가동,11170520
11170520,20대,2713,5천만원이상,0,N,1103052,용산2가동,11170520
11170520,30대,3466,2천만원미만,7,N,1103052,용산2가동,11170520
11170520,30대,3466,3천만원미만,23,N,1103052,용산2가동,11170520
11170520,30대,3466,4천만원미만,43,N,1103052,용산2가동,11170520
11170520,30대,3466,5천만원미만,19,N,1103052,용산2가동,11170520
11170520,30대,3466,5천만원이상,8,N,1103052,용산2가동,11170520
11170520,40대,4331,2천만원미만,6,N,1103052,용산2가동,11170520
11170520,40대,4331,3천만원미만,13,N,1103052,용산2가동,11170520
11170520,40대,4331,4천만원미만,23,N,1103052,용산2가동,11170520
11170520,40대,4331,5천만원미만,31,N,1103052,용산2가동,11170520
11170520,40대,4331,5천만원이상,27,N,1103052,용산2가동,11170520
11170520,50대,4237,2천만원미만,8,N,1103052,용산2가동,11170520
11170520,50대,4237,3천만원미만,13,N,1103052,용산2가동,11170520
11170520,50대,4237,4천만원미만,20,N,1103052,용산2가동,11170520
11170520,50대,4237,5천만원미만,30,N,1103052,용산2가동,11170520
11170520,50대,4237,5천만원이상,29,N,1103052,용산2가동,11170520
11170520,60세이상,3446,2천만원미만,15,N,1103052,용산2가동,11170520
11170520,60세이상,3446,3천만원미만,26,N,1103052,용산2가동,11170520
11170520,60세이상,3446,4천만원미만,23,N,1103052,용산2가동,11170520
11170520,60세이상,3446,5천만원미만,22,N,1103052,용산2가동,11170520
11170520,60세이상,3446,5천만원이상,15,N,1103052,용산2가동,11170520
11170530,전체,3972,2천만원미만,7,N,1103053,남영동,11170530
11170530,전체,3972,3천만원미만,23,N,1103053,남영동,11170530
11170530,전체,3972,4천만원미만,27,N,1103053,남영동,11170530
11170530,전체,3972,5천만원미만,22,N,1103053,남영동,11170530
11170530,전체,3972,5천만원이상,21,N,1103053,남영동,11170530
11170530,남성,4261,2천만원미만,5,N,1103053,남영동,11170530
11170530,남성,4261,3천만원미만,19,N,1103053,남영동,11170530
11170530,남성,4261,4천만원미만,25,N,1103053,남영동,11170530
