`atdrc_code_se`|`atdrc_nm`|`stdr_ym`|`tot_popltn_co`|`tot_hshld_co`|`hshld_popltn_avrg_co`|`male_popltn_co`|`female_popltn_co`|`ldadng_dt`
`동작구`|`11590`|`202009`|`393554`|`184193`|`2.14`|`190422`|`203132`|`2020-11-03 10:50:11`
`관악구`|`11620`|`202009`|`498574`|`275248`|`1.81`|`250084`|`248490`|`2020-11-03 10:50:11`
`서초구`|`11650`|`202009`|`426009`|`173483`|`2.46`|`203686`|`222323`|`2020-11-03 10:50:11`
`강남구`|`11680`|`202009`|`539235`|`234021`|`2.3`|`257961`|`281274`|`2020-11-03 10:50:11`
`송파구`|`11710`|`202009`|`670331`|`281417`|`2.38`|`323646`|`346685`|`2020-11-03 10:50:11`
`강동구`|`11740`|`202009`|`458058`|`194602`|`2.35`|`225396`|`232662`|`2020-11-03 10:50:11`
`금천구`|`11545`|`202010`|`232173`|`114183`|`2.03`|`117429`|`114744`|`2020-11-03 10:50:11`
`영등포구`|`11560`|`202010`|`376924`|`182917`|`2.06`|`186417`|`190507`|`2020-11-03 10:50:11`
`동작구`|`11590`|`202010`|`392674`|`184119`|`2.13`|`189990`|`202684`|`2020-11-03 10:50:11`
`관악구`|`11620`|`202010`|`497082`|`274869`|`1.81`|`249412`|`247670`|`2020-11-03 10:50:11`
`서초구`|`11650`|`202010`|`425558`|`173283`|`2.46`|`203507`|`222051`|`2020-11-03 10:50:11`
`강남구`|`11680`|`202010`|`540127`|`234588`|`2.3`|`258461`|`281666`|`2020-11-03 10:50:11`
`송파구`|`11710`|`202010`|`668920`|`281252`|`2.38`|`322942`|`345978`|`2020-11-03 10:50:11`
`강동구`|`11740`|`202010`|`458495`|`195008`|`2.35`|`225664`|`232831`|`2020-11-03 10:50:11`
`종로구`|`11110`|`202008`|`149962`|`74700`|`2.01`|`73062`|`76900`|`2020-11-03 10:50:11`
`중구`|`11140`|`202008`|`125990`|`63540`|`1.98`|`61651`|`64339`|`2020-11-03 10:50:11`
`용산구`|`11170`|`202008`|`229362`|`112059`|`2.05`|`110403`|`118959`|`2020-11-03 10:50:11`
`성동구`|`11200`|`202008`|`296183`|`136094`|`2.18`|`144701`|`151482`|`2020-11-03 10:50:11`
`광진구`|`11215`|`202008`|`348647`|`166703`|`2.09`|`168472`|`180175`|`2020-11-03 10:50:11`
`동대문구`|`11230`|`202008`|`344650`|`166933`|`2.06`|`170926`|`173724`|`2020-11-03 10:50:11`
`중랑구`|`11260`|`202008`|`395788`|`184597`|`2.14`|`195931`|`199857`|`2020-11-03 10:50:11`
`성북구`|`11290`|`202008`|`440395`|`195325`|`2.25`|`212559`|`227836`|`2020-11-03 10:50:11`
`강북구`|`11305`|`202008`|`310555`|`145706`|`2.13`|`151376`|`159179`|`2020-11-03 10:50:11`
`도봉구`|`11320`|`202008`|`328014`|`139015`|`2.36`|`160089`|`167925`|`2020-11-03 10:50:11`
`노원구`|`11350`|`202008`|`526718`|`217940`|`2.42`|`254463`|`272255`|`2020-11-03 10:50:11`
`은평구`|`11380`|`202008`|`481729`|`212632`|`2.27`|`231508`|`250221`|`2020-11-03 10:50:11`
`서대문구`|`11410`|`202008`|`312632`|`144024`|`2.17`|`149803`|`162829`|`2020-11-03 10:50:11`
`마포구`|`11440`|`202008`|`373620`|`178114`|`2.1`|`176174`|`197446`|`2020-11-03 10:50:11`
`양천구`|`11470`|`202008`|`456980`|`180185`|`2.54`|`224271`|`232709`|`2020-11-03 10:50:11`
`강서구`|`11500`|`202008`|`584920`|`266197`|`2.2`|`282647`|`302273`|`2020-11-03 10:50:11`
`구로구`|`11530`|`202008`|`405495`|`179392`|`2.26`|`200251`|`205244`|`2020-11-03 10:50:11`
`금천구`|`11545`|`202008`|`232013`|`113347`|`2.05`|`117497`|`114516`|`2020-11-03 10:50:11`
`영등포구`|`11560`|`202008`|`375133`|`181469`|`2.07`|`185603`|`189530`|`2020-11-03 10:50:11`
`동작구`|`11590`|`202008`|`394118`|`184030`|`2.14`|`190754`|`203364`|`2020-11-03 10:50:11`
`관악구`|`11620`|`202008`|`499316`|`275016`|`1.82`|`250520`|`248796`|`2020-11-03 10:50:11`
`서초구`|`11650`|`202008`|`427237`|`173827`|`2.46`|`204280`|`222957`|`2020-11-03 10:50:11`
`강남구`|`11680`|`202008`|`540148`|`234024`|`2.31`|`258407`|`281741`|`2020-11-03 10:50:11`
`송파구`|`11710`|`202008`|`671312`|`281361`|`2.39`|`324134`|`347178`|`2020-11-03 10:50:11`
`강동구`|`11740`|`202008`|`457330`|`193924`|`2.36`|`225103`|`232227`|`2020-11-03 10:50:11`
`종로구`|`11110`|`202009`|`149952`|`74861`|`2`|`73024`|`76928`|`2020-11-03 10:50:11`
`중구`|`11140`|`202009`|`125800`|`63594`|`1.98`|`61526`|`64274`|`2020-11-03 10:50:11`
`용산구`|`11170`|`202009`|`229786`|`112451`|`2.04`|`110604`|`119182`|`2020-11-03 10:50:11`
`성동구`|`11200`|`202009`|`295591`|`136096`|`2.17`|`144444`|`151147`|`2020-11-03 10:50:11`
`광진구`|`11215`|`202009`|`348064`|`166857`|`2.09`|`168095`|`179969`|`2020-11-03 10:50:11`
`동대문구`|`11230`|`202009`|`344416`|`167232`|`2.06`|`170748`|`173668`|`2020-11-03 10:50:11`
`중랑구`|`11260`|`202009`|`395997`|`185109`|`2.14`|`195981`|`200016`|`2020-11-03 10:50:11`
`성북구`|`11290`|`202009`|`439719`|`195379`|`2.25`|`212151`|`227568`|`2020-11-03 10:50:11`
`강북구`|`11305`|`202009`|`309996`|`145790`|`2.13`|`151117`|`158879`|`2020-11-03 10:50:11`
`종로구`|`11110`|`202010`|`149703`|`74835`|`2`|`72847`|`76856`|`2020-11-03 10:50:11`
`중구`|`11140`|`202010`|`125641`|`63640`|`1.97`|`61432`|`64209`|`2020-11-03 10:50:11`
`용산구`|`11170`|`202010`|`230044`|`112699`|`2.04`|`110754`|`119290`|`2020-11-03 10:50:11`
`성동구`|`11200`|`202010`|`294895`|`135978`|`2.17`|`144059`|`150836`|`2020-11-03 10:50:11`
`광진구`|`11215`|`202010`|`347615`|`166944`|`2.08`|`167794`|`179821`|`2020-11-03 10:50:11`
`동대문구`|`11230`|`202010`|`343819`|`167301`|`2.06`|`170320`|`173499`|`2020-11-03 10:50:11`
`중랑구`|`11260`|`202010`|`395572`|`185356`|`2.13`|`195718`|`199854`|`2020-11-03 10:50:11`
`성북구`|`11290`|`202010`|`438973`|`195415`|`2.25`|`211780`|`227193`|`2020-11-03 10:50:11`
`강북구`|`11305`|`202010`|`309245`|`145753`|`2.12`|`150744`|`158501`|`2020-11-03 10:50:11`
`도봉구`|`11320`|`202010`|`326617`|`139015`|`2.35`|`159356`|`167261`|`2020-11-03 10:50:11`
`노원구`|`11350`|`202010`|`524515`|`217981`|`2.41`|`253219`|`271296`|`2020-11-03 10:50:11`
`은평구`|`11380`|`202010`|`481165`|`213305`|`2.26`|`231163`|`250002`|`2020-11-03 10:50:11`
`서대문구`|`11410`|`202010`|`312781`|`144546`|`2.16`|`149791`|`162990`|`2020-11-03 10:50:11`
`마포구`|`11440`|`202010`|`372905`|`178483`|`2.09`|`175699`|`197206`|`2020-11-03 10:50:11`
`양천구`|`11470`|`202010`|`455649`|`180410`|`2.53`|`223601`|`232048`|`2020-11-03 10:50:11`
`강서구`|`11500`|`202010`|`582586`|`266606`|`2.19`|`281422`|`301164`|`2020-11-03 10:50:11`
`구로구`|`11530`|`202010`|`405481`|`180012`|`2.25`|`200195`|`205286`|`2020-11-03 10:50:11`
`종로구`|`11110`|`202011`|`149549`|`74900`|`2`|`72741`|`76808`|`2020-12-10 14:58:30`
`중구`|`11140`|`202011`|`125505`|`63666`|`1.97`|`61363`|`64142`|`2020-12-10 14:58:30`
`용산구`|`11170`|`202011`|`230151`|`112906`|`2.04`|`110776`|`119375`|`2020-12-10 14:58:30`
`성동구`|`11200`|`202011`|`294272`|`135871`|`2.17`|`143745`|`150527`|`2020-12-10 14:58:30`
`광진구`|`11215`|`202011`|`347285`|`167173`|`2.08`|`167626`|`179659`|`2020-12-10 14:58:30`
`동대문구`|`11230`|`202011`|`343377`|`167428`|`2.05`|`170088`|`173289`|`2020-12-10 14:58:30`
`중랑구`|`11260`|`202011`|`395194`|`185610`|`2.13`|`195469`|`199725`|`2020-12-10 14:58:30`
`성북구`|`11290`|`202011`|`438051`|`195331`|`2.24`|`211289`|`226762`|`2020-12-10 14:58:30`
`강북구`|`11305`|`202011`|`308569`|`145739`|`2.12`|`150423`|`158146`|`2020-12-10 14:58:30`
`도봉구`|`11320`|`202011`|`326082`|`139088`|`2.34`|`159076`|`167006`|`2020-12-10 14:58:30`
`노원구`|`11350`|`202011`|`523708`|`218015`|`2.4`|`252792`|`270916`|`2020-12-10 14:58:30`
`은평구`|`11380`|`202011`|`480617`|`213636`|`2.25`|`230763`|`249854`|`2020-12-10 14:58:30`
`서대문구`|`11410`|`202011`|`312325`|`144655`|`2.16`|`149505`|`162820`|`2020-12-10 14:58:30`
`마포구`|`11440`|`202011`|`372320`|`178417`|`2.09`|`175423`|`196897`|`2020-12-10 14:58:30`
`양천구`|`11470`|`202011`|`455058`|`180534`|`2.52`|`223217`|`231841`|`2020-12-10 14:58:30`
`강서구`|`11500`|`202011`|`581909`|`266920`|`2.18`|`281033`|`300876`|`2020-12-10 14:58:30`
`구로구`|`11530`|`202011`|`405194`|`180306`|`2.25`|`200063`|`205131`|`2020-12-10 14:58:30`
`금천구`|`11545`|`202011`|`232003`|`114442`|`2.03`|`117364`|`114639`|`2020-12-10 14:58:30`
`영등포구`|`11560`|`202011`|`378276`|`183790`|`2.06`|`187061`|`191215`|`2020-12-10 14:58:30`
`동작구`|`11590`|`202011`|`391896`|`184132`|`2.13`|`189527`|`202369`|`2020-12-10 14:58:30`
`관악구`|`11620`|`202011`|`496059`|`274841`|`1.8`|`248857`|`247202`|`2020-12-10 14:58:30`
`서초구`|`11650`|`202011`|`425431`|`173391`|`2.45`|`203493`|`221938`|`2020-12-10 14:58:30`
`강남구`|`11680`|`202011`|`539838`|`234785`|`2.3`|`258333`|`281505`|`2020-12-10 14:58:30`
`송파구`|`11710`|`202011`|`668498`|`281433`|`2.38`|`322663`|`345835`|`2020-12-10 14:58:30`
`강동구`|`11740`|`202011`|`458604`|`195334`|`2.35`|`225631`|`232973`|`2020-12-10 14:58:30`
`종로구`|`11110`|`202012`|`149384`|`75003`|`1.99`|`72635`|`76749`|`2021-01-21 15:43:29`
`중구`|`11140`|`202012`|`125240`|`63686`|`1.97`|`61222`|`64018`|`2021-01-21 15:43:29`
`용산구`|`11170`|`202012`|`230040`|`113093`|`2.03`|`110722`|`119318`|`2021-01-21 15:43:29`
`성동구`|`11200`|`202012`|`293556`|`135870`|`2.16`|`143387`|`150169`|`2021-01-21 15:43:29`
`광진구`|`11215`|`202012`|`346682`|`167427`|`2.07`|`167310`|`179372`|`2021-01-21 15:43:29`
`동대문구`|`11230`|`202012`|`342837`|`167598`|`2.05`|`169769`|`173068`|`2021-01-21 15:43:29`
`중랑구`|`11260`|`202012`|`394702`|`185920`|`2.12`|`195165`|`199537`|`2021-01-21 15:43:29`
`성북구`|`11290`|`202012`|`437153`|`195396`|`2.24`|`210810`|`226343`|`2021-01-21 15:43:29`
`강북구`|`11305`|`202012`|`308055`|`145896`|`2.11`|`150143`|`157912`|`2021-01-21 15:43:29`
`도봉구`|`11320`|`202012`|`325257`|`139114`|`2.34`|`158620`|`166637`|`2021-01-21 15:43:29`
`노원구`|`11350`|`202012`|`523037`|`218270`|`2.4`|`252383`|`270654`|`2021-01-21 15:43:29`
`은평구`|`11380`|`202012`|`479835`|`213914`|`2.24`|`230279`|`249556`|`2021-01-21 15:43:29`
`서대문구`|`11410`|`202012`|`312173`|`144838`|`2.16`|`149360`|`162813`|`2021-01-21 15:43:29`
`마포구`|`11440`|`202012`|`371890`|`178482`|`2.08`|`175150`|`196740`|`2021-01-21 15:43:29`
`양천구`|`11470`|`202012`|`454251`|`180633`|`2.51`|`222824`|`231427`|`2021-01-21 15:43:29`
`강서구`|`11500`|`202012`|`580185`|`266982`|`2.17`|`280034`|`300151`|`2021-01-21 15:43:29`
`구로구`|`11530`|`202012`|`404408`|`180531`|`2.24`|`199673`|`204735`|`2021-01-21 15:43:29`
`금천구`|`11545`|`202012`|`231733`|`114715`|`2.02`|`117226`|`114507`|`2021-01-21 15:43:29`
`영등포구`|`11560`|`202012`|`379480`|`184714`|`2.05`|`187647`|`191833`|`2021-01-21 15:43:29`
`동작구`|`11590`|`202012`|`391220`|`184229`|`2.12`|`189152`|`202068`|`2021-01-21 15:43:29`
`관악구`|`11620`|`202012`|`495060`|`274811`|`1.8`|`248339`|`246721`|`2021-01-21 15:43:29`
`서초구`|`11650`|`202012`|`425126`|`173502`|`2.45`|`203359`|`221767`|`2021-01-21 15:43:29`
`강남구`|`11680`|`202012`|`539231`|`234872`|`2.3`|`257999`|`281232`|`2021-01-21 15:43:29`
`송파구`|`11710`|`202012`|`667960`|`281959`|`2.37`|`322299`|`345661`|`2021-01-21 15:43:29`
`강동구`|`11740`|`202012`|`459970`|`196499`|`2.34`|`226216`|`233754`|`2021-01-21 15:43:29`
`종로구`|`11110`|`202103`|`147296`|`74113`|`1.99`|`71644`|`75652`|`2021-04-20 10:00:26`
`중구`|`11140`|`202103`|`124552`|`63746`|`1.95`|`60851`|`63701`|`2021-04-20 10:00:26`
`용산구`|`11170`|`202103`|`229013`|`112881`|`2.03`|`110181`|`118832`|`2021-04-20 10:00:26`
`성동구`|`11200`|`202103`|`291906`|`135883`|`2.15`|`142506`|`149400`|`2021-04-20 10:00:26`
`광진구`|`11215`|`202103`|`343392`|`166638`|`2.06`|`165747`|`177645`|`2021-04-20 10:00:26`
`동대문구`|`11230`|`202103`|`338875`|`165924`|`2.04`|`167895`|`170980`|`2021-04-20 10:00:26`
`중랑구`|`11260`|`202103`|`392041`|`185506`|`2.11`|`193752`|`198289`|`2021-04-20 10:00:26`
`성북구`|`11290`|`202103`|`434826`|`193965`|`2.24`|`209902`|`224924`|`2021-04-20 10:00:26`
`강북구`|`11305`|`202103`|`304078`|`144410`|`2.11`|`148306`|`155772`|`2021-04-20 10:00:26`
`도봉구`|`11320`|`202103`|`321717`|`138120`|`2.33`|`156810`|`164907`|`2021-04-20 10:00:26`
`노원구`|`11350`|`202103`|`518278`|`217272`|`2.39`|`249942`|`268336`|`2021-04-20 10:00:26`
`은평구`|`11380`|`202103`|`475501`|`212725`|`2.24`|`227910`|`247591`|`2021-04-20 10:00:26`
`서대문구`|`11410`|`202103`|`308482`|`143180`|`2.15`|`147655`|`160827`|`2021-04-20 10:00:26`
`마포구`|`11440`|`202103`|`368518`|`177170`|`2.08`|`173624`|`194894`|`2021-04-20 10:00:26`
`양천구`|`11470`|`202103`|`452677`|`180682`|`2.51`|`222010`|`230667`|`2021-04-20 10:00:26`
`강서구`|`11500`|`202103`|`577320`|`267442`|`2.16`|`278444`|`298876`|`2021-04-20 10:00:26`
`구로구`|`11530`|`202103`|`401074`|`180027`|`2.23`|`198034`|`203040`|`2021-04-20 10:00:26`
`금천구`|`11545`|`202103`|`229844`|`114402`|`2.01`|`116322`|`113522`|`2021-04-20 10:00:26`
`영등포구`|`11560`|`202103`|`377590`|`184133`|`2.05`|`186692`|`190898`|`2021-04-20 10:00:26`
`동작구`|`11590`|`202103`|`388730`|`183579`|`2.12`|`188045`|`200685`|`2021-04-20 10:00:26`
`관악구`|`11620`|`202103`|`490352`|`273736`|`1.79`|`246097`|`244255`|`2021-04-20 10:00:26`
`서초구`|`11650`|`202103`|`421315`|`172181`|`2.45`|`201619`|`219696`|`2021-04-20 10:00:26`
`강남구`|`11680`|`202103`|`534796`|`233363`|`2.29`|`255880`|`278916`|`2021-04-20 10:00:26`
`송파구`|`11710`|`202103`|`661411`|`280237`|`2.36`|`319047`|`342364`|`2021-04-20 10:00:26`
`강동구`|`11740`|`202103`|`464900`|`199088`|`2.34`|`228609`|`236291`|`2021-04-20 10:00:26`
`종로구`|`11110`|`202104`|`147113`|`74178`|`1.98`|`71567`|`75546`|`2021-05-14 09:15:12`
`중구`|`11140`|`202104`|`124477`|`63851`|`1.95`|`60787`|`63690`|`2021-05-14 09:15:12`
`용산구`|`11170`|`202104`|`228755`|`112940`|`2.03`|`110038`|`118717`|`2021-05-14 09:15:12`
`성동구`|`11200`|`202104`|`291534`|`135884`|`2.15`|`142277`|`149257`|`2021-05-14 09:15:12`
`광진구`|`11215`|`202104`|`343006`|`166666`|`2.06`|`165555`|`177451`|`2021-05-14 09:15:12`
`동대문구`|`11230`|`202104`|`338480`|`166000`|`2.04`|`167643`|`170837`|`2021-05-14 09:15:12`
`중랑구`|`11260`|`202104`|`391502`|`185458`|`2.11`|`193444`|`198058`|`2021-05-14 09:15:12`
`성북구`|`11290`|`202104`|`434383`|`194136`|`2.24`|`209667`|`224716`|`2021-05-14 09:15:12`
`강북구`|`11305`|`202104`|`303622`|`144472`|`2.1`|`148033`|`155589`|`2021-05-14 09:15:12`
`도봉구`|`11320`|`202104`|`321227`|`138160`|`2.33`|`156570`|`164657`|`2021-05-14 09:15:12`
`노원구`|`11350`|`202104`|`517417`|`217238`|`2.38`|`249522`|`267895`|`2021-05-14 09:15:12`
`은평구`|`11380`|`202104`|`474843`|`212764`|`2.23`|`227446`|`247397`|`2021-05-14 09:15:12`
`서대문구`|`11410`|`202104`|`307825`|`143087`|`2.15`|`147264`|`160561`|`2021-05-14 09:15:12`
`마포구`|`11440`|`202104`|`369577`|`177796`|`2.08`|`174050`|`195527`|`2021-05-14 09:15:12`
`양천구`|`11470`|`202104`|`452112`|`180783`|`2.5`|`221708`|`230404`|`2021-05-14 09:15:12`
`강서구`|`11500`|`202104`|`577580`|`268133`|`2.15`|`278466`|`299114`|`2021-05-14 09:15:12`
`구로구`|`11530`|`202104`|`400399`|`180042`|`2.22`|`197653`|`202746`|`2021-05-14 09:15:12`
`금천구`|`11545`|`202104`|`229639`|`114538`|`2`|`116211`|`113428`|`2021-05-14 09:15:12`
`영등포구`|`11560`|`202104`|`377696`|`184525`|`2.05`|`186652`|`191044`|`2021-05-14 09:15:12`
`동작구`|`11590`|`202104`|`388672`|`183826`|`2.11`|`188032`|`200640`|`2021-05-14 09:15:12`
`관악구`|`11620`|`202104`|`489464`|`273751`|`1.79`|`245666`|`243798`|`2021-05-14 09:15:12`
`서초구`|`11650`|`202104`|`420318`|`171947`|`2.44`|`201075`|`219243`|`2021-05-14 09:15:12`
`강남구`|`11680`|`202104`|`533579`|`233203`|`2.29`|`255243`|`278336`|`2021-05-14 09:15:12`
`송파구`|`11710`|`202104`|`660160`|`280324`|`2.35`|`318374`|`341786`|`2021-05-14 09:15:12`
`강동구`|`11740`|`202104`|`465331`|`199561`|`2.33`|`228768`|`236563`|`2021-05-14 09:15:12`
`종로구`|`11110`|`202105`|`146377`|`73712`|`1.99`|`71204`|`75173`|`2021-06-21 11:02:17`
`중구`|`11140`|`202105`|`123133`|`62847`|`1.96`|`60106`|`63027`|`2021-06-21 11:02:17`
`용산구`|`11170`|`202105`|`227515`|`112275`|`2.03`|`109494`|`118021`|`2021-06-21 11:02:17`
`성동구`|`11200`|`202105`|`289656`|`134664`|`2.15`|`141358`|`148298`|`2021-06-21 11:02:17`
`광진구`|`11215`|`202105`|`342812`|`166866`|`2.05`|`165461`|`177351`|`2021-06-21 11:02:17`
`동대문구`|`11230`|`202105`|`338233`|`166197`|`2.04`|`167463`|`170770`|`2021-06-21 11:02:17`
`중랑구`|`11260`|`202105`|`390476`|`185026`|`2.11`|`192923`|`197553`|`2021-06-21 11:02:17`
`성북구`|`11290`|`202105`|`433988`|`194304`|`2.23`|`209407`|`224581`|`2021-06-21 11:02:17`
`강북구`|`11305`|`202105`|`303154`|`144545`|`2.1`|`147824`|`155330`|`2021-06-21 11:02:17`
`도봉구`|`11320`|`202105`|`320687`|`138213`|`2.32`|`156282`|`164405`|`2021-06-21 11:02:17`
`노원구`|`11350`|`202105`|`516552`|`217201`|`2.38`|`249029`|`267523`|`2021-06-21 11:02:17`
`은평구`|`11380`|`202105`|`475143`|`213270`|`2.23`|`227496`|`247647`|`2021-06-21 11:02:17`
`종로구`|`11110`|`202101`|`149125`|`75060`|`1.99`|`72528`|`76597`|`2021-02-22 10:17:23`
`중구`|`11140`|`202101`|`125038`|`63707`|`1.96`|`61122`|`63916`|`2021-02-22 10:17:23`
`용산구`|`11170`|`202101`|`230045`|`113267`|`2.03`|`110700`|`119345`|`2021-02-22 10:17:23`
`성동구`|`11200`|`202101`|`293103`|`135862`|`2.16`|`143151`|`149952`|`2021-02-22 10:17:23`
`광진구`|`11215`|`202101`|`346067`|`167561`|`2.07`|`166964`|`179103`|`2021-02-22 10:17:23`
`동대문구`|`11230`|`202101`|`342034`|`167524`|`2.04`|`169337`|`172697`|`2021-02-22 10:17:23`
`중랑구`|`11260`|`202101`|`394532`|`186225`|`2.12`|`194990`|`199542`|`2021-02-22 10:17:23`
`성북구`|`11290`|`202101`|`437684`|`195703`|`2.24`|`211123`|`226561`|`2021-02-22 10:17:23`
`강북구`|`11305`|`202101`|`307487`|`145934`|`2.11`|`149822`|`157665`|`2021-02-22 10:17:23`
`도봉구`|`11320`|`202101`|`324281`|`138984`|`2.33`|`158103`|`166178`|`2021-02-22 10:17:23`
`노원구`|`11350`|`202101`|`521852`|`218213`|`2.39`|`251763`|`270089`|`2021-02-22 10:17:23`
`은평구`|`11380`|`202101`|`479223`|`214099`|`2.24`|`229827`|`249396`|`2021-02-22 10:17:23`
`서대문구`|`11410`|`202101`|`311720`|`144808`|`2.15`|`149211`|`162509`|`2021-02-22 10:17:23`
`마포구`|`11440`|`202101`|`371492`|`178543`|`2.08`|`174958`|`196534`|`2021-02-22 10:17:23`
`양천구`|`11470`|`202101`|`453382`|`180677`|`2.51`|`222417`|`230965`|`2021-02-22 10:17:23`
`강서구`|`11500`|`202101`|`579176`|`267162`|`2.17`|`279458`|`299718`|`2021-02-22 10:17:23`
`구로구`|`11530`|`202101`|`403518`|`180620`|`2.23`|`199243`|`204275`|`2021-02-22 10:17:23`
`금천구`|`11545`|`202101`|`231634`|`114955`|`2.01`|`117141`|`114493`|`2021-02-22 10:17:23`
`영등포구`|`11560`|`202101`|`380169`|`185331`|`2.05`|`187960`|`192209`|`2021-02-22 10:17:23`
`동작구`|`11590`|`202101`|`390433`|`184098`|`2.12`|`188743`|`201690`|`2021-02-22 10:17:23`
`관악구`|`11620`|`202101`|`494175`|`274910`|`1.8`|`247853`|`246322`|`2021-02-22 10:17:23`
`서초구`|`11650`|`202101`|`424707`|`173514`|`2.45`|`203097`|`221610`|`2021-02-22 10:17:23`
`강남구`|`11680`|`202101`|`538536`|`234688`|`2.29`|`257647`|`280889`|`2021-02-22 10:17:23`
`송파구`|`11710`|`202101`|`667222`|`282125`|`2.36`|`321948`|`345274`|`2021-02-22 10:17:23`
`강동구`|`11740`|`202101`|`461334`|`197452`|`2.34`|`226893`|`234441`|`2021-02-22 10:17:23`
`종로구`|`11110`|`202102`|`148884`|`75112`|`1.98`|`72372`|`76512`|`2021-03-22 10:00:41`
`중구`|`11140`|`202102`|`124836`|`63789`|`1.96`|`61018`|`63818`|`2021-03-22 10:00:41`
`용산구`|`11170`|`202102`|`230113`|`113600`|`2.03`|`110646`|`119467`|`2021-03-22 10:00:41`
`성동구`|`11200`|`202102`|`292537`|`135958`|`2.15`|`142904`|`149633`|`2021-03-22 10:00:41`
`광진구`|`11215`|`202102`|`345248`|`167677`|`2.06`|`166535`|`178713`|`2021-03-22 10:00:41`
`동대문구`|`11230`|`202102`|`341756`|`167854`|`2.04`|`169139`|`172617`|`2021-03-22 10:00:41`
`중랑구`|`11260`|`202102`|`393933`|`186457`|`2.11`|`194665`|`199268`|`2021-03-22 10:00:41`
`성북구`|`11290`|`202102`|`437961`|`196066`|`2.23`|`211283`|`226678`|`2021-03-22 10:00:41`
`강북구`|`11305`|`202102`|`306639`|`145962`|`2.1`|`149427`|`157212`|`2021-03-22 10:00:41`
`도봉구`|`11320`|`202102`|`323431`|`138974`|`2.33`|`157603`|`165828`|`2021-03-22 10:00:41`
`노원구`|`11350`|`202102`|`520366`|`218184`|`2.38`|`250929`|`269437`|`2021-03-22 10:00:41`
`은평구`|`11380`|`202102`|`478336`|`214288`|`2.23`|`229318`|`249018`|`2021-03-22 10:00:41`
`서대문구`|`11410`|`202102`|`311132`|`144891`|`2.15`|`148908`|`162224`|`2021-03-22 10:00:41`
